Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1989-09-30,226.39,1990-09-30,177.06,259 days,1987-09-30/205.505,-21.79%,-21.79%,Rise by 5.33%,-21.79%,
Buy,1991-03-31,264.9,1995-03-31,447.15,1044 days,1990-06-30/238.46,68.80%,68.80%,Rise by 24.9%,47.00%,
Buy,1995-06-30,538.03,1997-06-30,957.3,521 days,1995-03-31/447.15,77.93%,77.93%,Rise by 103.92%,124.93%,
Buy,1997-09-30,1097.16,1998-12-31,1836.01,327 days,1997-06-30/957.3,67.34%,67.34%,Rise by 237.95%,192.27%,
Buy,1999-03-31,2106.39,1999-12-31,3707.83,197 days,1998-12-31/1836.01,76.03%,76.03%,Rise by 108.79%,268.30%,
Buy,2000-03-31,4397.84,2000-12-31,2341.7,195 days,1999-12-31/3707.8301,-46.75%,-46.75%,Rise by -46.75%,221.55%,
Buy,2004-06-30,1516.64,2008-12-31,1211.65,1175 days,2003-12-31/1467.92,-20.11%,-20.11%,Rise by 9.07%,201.44%,
Buy,2010-03-31,1958.34,2013-09-30,3218.2,913 days,2009-12-31/1860.3101,64.33%,64.33%,Rise by 19.44%,265.77%,
Buy,2013-12-31,3592.0,2017-09-30,5979.3,978 days,2013-09-30/3218.2,66.46%,66.46%,Rise by 24.82%,332.23%,
Buy,2017-12-31,6396.42,2020-09-30,11418.06,717 days,2017-09-30/5979.2998,78.51%,78.51%,Rise by 19.25%,410.74%,
Buy,2020-12-31,12888.28,2024-12-31,21012.17,1043 days,2020-09-30/11418.0596,63.03%,63.03%,Rise by 26.63%,473.77%,
Buy,2025-06-30,22679.01,2025-06-30,22679.01,0 days,2024-12-31/21012.1699,0.00%,0.00%,Rise by 0%,473.77%,
