Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2023-01-26,12051.48,2024-06-12,19465.18,359 days,2022-12-01/12041.8896,61.52%,61.52%,Rise by 9.38%,61.52%
Buy,2024-11-06,20781.33,2024-11-06,20781.33,0 days,2024-07-10/20675.3809,0.00%,0.00%,Rise by 0%,61.52%
