Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2008-09-30,16.16,2015-09-30,18.41,1825 days,13.930000%,13.930000%,Rise by -39.920000%,13.930000%,
