Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2002-08-31,19.07,2020-02-29,26.59,4564 days,39.410000%,39.410000%,Rise by -10.350000%,39.410000%
Buy,2020-05-31,23.41,2022-04-30,34.51,499 days,47.420000%,47.420000%,Rise by 62.280000%,86.820000%
