Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2010-01-31,3.975,2010-03-31,4.0375,2009-03-31-2009-10-31,3.17-5.2475,Sell,42 days,-1.57%,Fall by 4.33%,-1.57%
2010-03-31,4.0375,2010-10-31,4.68,2007-05-31-2009-03-31,4.3225-6.135,Sell,152 days,-15.91%,Fall by 15.12%,-17.49%
2012-07-31,3.4625,2012-09-30,3.505,2011-10-31-2012-04-30,3.25-4.3725,Sell,43 days,-1.23%,Fall by -127.32%,-18.71%
2012-09-30,3.505,2013-05-31,3.9425,2009-10-31-2011-10-31,4.105-3.965,Sell,174 days,-12.48%,Fall by -160.88%,-31.2%
2014-03-31,5.4175,2014-04-30,5.975,2011-10-31-2013-12-31,3.25-6.2575,Sell,22 days,-10.29%,Fall by -35.02%,-41.49%
2014-06-30,5.8225,2015-10-31,10.285,2011-10-31-2013-12-31,3.25-6.2575,Buy,349 days,76.64%,Rise by -13.95%,35.16%
2015-08-31,9.98,2016-01-31,8.0675,2011-10-31-2015-07-31,3.25-11.4875,Sell,109 days,19.16%,Fall by -2.85%,54.32%
2016-04-30,9.5,2018-08-31,15.54,2011-10-31-2015-07-31,3.25-11.4875,Buy,609 days,63.58%,Rise by -18.92%,117.9%
2018-06-30,16.1025,2018-07-31,14.965,2016-02-29-2018-05-31,7.375-20.08,Sell,21 days,7.06%,Fall by 15.8%,124.96%
2018-07-31,14.965,2018-09-30,13.8275,2011-10-31-2018-05-31,3.25-20.08,Sell,43 days,7.6%,Fall by 14.66%,132.56%
2018-12-31,13.6625,2023-06-30,20.7675,2011-10-31-2018-05-31,3.25-20.08,Buy,1174 days,52.0%,Rise by 51.34%,184.57%
2020-07-31,12.4,2020-10-31,11.8925,2018-05-31-2019-08-31,12.9525-17.9525,Sell,65 days,4.09%,Fall by -30.04%,188.66%
2021-05-31,16.815,2021-07-31,15.465,2020-03-31-2021-03-31,8.425-20.1425,Sell,44 days,8.03%,Fall by 11.07%,196.69%
2021-07-31,15.465,2021-10-31,17.7125,2011-10-31-2021-03-31,3.25-20.1425,Sell,64 days,-14.53%,Fall by 15.94%,182.16%
2022-01-31,17.0475,2022-03-31,16.4775,2011-10-31-2021-12-31,3.25-20.7075,Sell,43 days,3.34%,Fall by -18.1%,185.5%
2022-02-28,16.545,2022-04-30,14.89,2020-03-31-2021-12-31,8.425-20.7075,Sell,44 days,10.0%,Fall by -30.69%,195.5%
2022-04-30,14.89,2022-06-30,13.7525,2016-02-29-2021-12-31,7.375-20.7075,Sell,43 days,7.64%,Fall by -41.5%,203.14%
2022-07-31,14.6725,2023-12-31,20.725,2020-03-31-2021-03-31,8.425-20.1425,Buy,369 days,41.25%,Rise by 51.65%,244.39%
2023-07-31,21.8325,2023-07-31,21.8325,2020-03-31-2021-12-31,8.425-20.7075,Buy,0 days,0.0%,Rise by 0%,244.39%
