Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-08,18.965,2021-03-26,18.25,2021-01-08-2021-01-29,15.965-17.25,Sell,14 days,3.77%,Fall by 9.82%,3.77%,
2021-03-31,18.26,2021-12-31,19.855,2020-11-04-2021-03-10,11.875-20.1425,Buy,197 days,8.73%,Rise by -12.73%,12.51%,
2021-04-12,18.5175,2021-04-22,17.7225,2021-03-10-2021-03-29,18.245-19.475,Sell,8 days,4.29%,Fall by 7.14%,16.8%,
2021-04-22,17.7225,2021-04-27,18.1,2020-11-04-2021-03-10,11.875-20.1425,Sell,3 days,-2.13%,Fall by 9.07%,14.67%,
2021-06-11,16.3675,2021-06-11,16.3675,2021-03-10-2021-05-19,16.705-19.475,Sell,0 days,-0.0%,Fall by 0%,14.67%,
2021-07-02,16.3875,2021-07-08,15.85,2021-06-04-2021-06-21,16.0525-17.015,Sell,4 days,3.28%,Fall by 4.65%,17.95%,
2021-07-09,16.325,2021-07-09,16.325,2021-03-10-2021-06-21,16.0525-19.475,Sell,0 days,-0.0%,Fall by 0%,17.95%,
2021-08-16,15.635,2021-08-16,15.635,2021-03-10-2021-07-27,15.1825-19.475,Sell,0 days,-0.0%,Fall by 0%,17.95%,
2021-11-01,18.6,2021-11-01,18.6,2021-01-08-2021-09-20,15.185-17.25,Sell,0 days,-0.0%,Fall by 0%,17.95%,
2022-01-12,19.3375,2025-02-24,53.6525,2021-09-20-2021-12-28,14.71-20.7075,Buy,813 days,177.45%,Rise by -22.11%,195.4%,
2022-01-18,17.9825,2022-01-21,17.3275,2020-11-04-2021-12-28,11.875-20.7075,Sell,3 days,3.64%,Fall by 10.16%,199.04%,
2022-02-23,16.4525,2022-02-28,16.545,2021-09-20-2021-12-28,14.71-20.7075,Sell,3 days,-0.56%,Fall by 10.0%,198.48%,
2022-04-05,16.5325,2022-04-05,16.5325,2021-03-10-2022-03-07,14.84-19.475,Sell,0 days,-0.0%,Fall by 0%,198.48%,
2022-04-27,15.29,2022-05-03,14.68,2021-06-04-2022-03-07,14.84-17.015,Sell,4 days,3.99%,Fall by 7.31%,202.47%,
2022-06-07,15.145,2022-06-09,14.4625,2022-03-29-2022-05-12,13.43-16.635,Sell,2 days,4.51%,Fall by 7.71%,206.98%,
2022-07-06,13.9275,2022-07-14,13.3475,2021-12-28-2022-05-12,13.43-20.31,Sell,6 days,4.16%,Fall by -13.77%,211.14%,
2022-07-26,14.0525,2022-08-10,15.535,2022-02-10-2022-05-12,13.43-18.3675,Sell,11 days,-10.55%,Fall by 2.25%,200.59%,
2022-08-23,15.4975,2022-09-06,16.2175,2022-05-31-2022-07-14,13.3875-15.11,Sell,10 days,-4.65%,Fall by 1.8%,195.95%,
2022-11-11,18.3875,2022-11-16,18.6275,2022-09-15-2022-10-03,16.27-17.3075,Sell,3 days,-1.31%,Fall by 6.94%,194.64%,
2022-12-21,18.0325,2024-02-08,23.8425,2022-05-12-2022-11-04,13.045-20.365,Buy,296 days,32.22%,Rise by 16.45%,226.86%,
