Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-01-29 - 2020-01-31,2 days,2020-02-04,32.92,2020-03-09,28.73,24 days,-12.7%,Rise by -12.73%,-12.7%
Buy,2020-02-27 - 2020-03-09,7 days,2020-03-17,25.31,2020-03-25,27.43,6 days,8.4%,Rise by 7.39%,-4.4%
Buy,2020-04-29 - 2020-05-14,11 days,2020-05-18,26.46,2020-08-05,29.57,57 days,11.8%,Rise by 2.72%,7.4%
Sell,2020-05-20 - 2020-05-21,1 days,2020-06-04,26.75,2020-06-05,26.71,1 days,0.1%,Fall by 2.36%,7.6%
Sell,2020-08-04 - 2020-08-06,2 days,2020-08-12,29.09,2020-08-17,29.86,3 days,-2.6%,Fall by -0.89%,4.9%
Sell,2020-08-27 - 2020-09-01,3 days,2020-09-04,30.42,2020-09-09,30.03,3 days,1.3%,Fall by 3.52%,6.2%
Buy,2020-09-23 - 2020-09-24,1 days,2020-10-09,30.27,2020-12-17,31.94,49 days,5.5%,Rise by 2.68%,11.7%
Sell,2020-10-20 - 2020-10-21,1 days,2020-10-26,30.31,2020-10-27,30.28,1 days,0.1%,Fall by -8.55%,11.8%
Sell,2020-11-17 - 2020-11-18,1 days,2020-11-30,30.81,2020-12-16,31.52,12 days,-2.3%,Fall by -6.78%,9.5%
Sell,2021-02-10 - 2021-02-22,8 days,2021-03-01,35.85,2021-03-10,36.67,7 days,-2.3%,Fall by 2.23%,7.2%
Buy,2021-03-25 - 2021-03-30,3 days,2021-04-01,35.87,2021-04-21,37.82,14 days,5.4%,Rise by 14.66%,12.6%
Sell,2021-05-06 - 2021-05-10,2 days,2021-05-14,40.14,2021-05-20,39.89,4 days,0.6%,Fall by 4.16%,13.3%
Sell,2021-07-28 - 2021-07-29,1 days,2021-08-03,40.54,2021-08-05,40.24,2 days,0.7%,Fall by 5.2%,14.0%
Sell,2021-10-18 - 2021-10-20,2 days,2021-10-27,43.35,2021-11-22,43.25,18 days,0.2%,Fall by 7.06%,14.2%
Sell,2022-02-23 - 2022-02-24,1 days,2022-03-10,57.2,2022-03-11,57.05,1 days,0.3%,Fall by 1.15%,14.5%
Sell,2022-03-29 - 2022-04-07,7 days,2022-04-22,57.96,2022-04-28,59.34,4 days,-2.4%,Fall by 2.45%,12.1%
Buy,2022-05-11 - 2022-05-19,6 days,2022-05-23,58.39,2022-06-07,62.13,11 days,6.4%,Rise by -11.1%,18.5%
Sell,2022-06-07 - 2022-06-09,2 days,2022-06-14,59.73,2022-06-21,58.78,5 days,1.6%,Fall by 13.09%,20.1%
Buy,2022-07-05 - 2022-07-06,1 days,2022-07-15,51.86,2022-07-29,54.74,10 days,5.6%,Rise by 10.43%,25.7%
Sell,2022-08-24 - 2022-08-25,1 days,2022-08-31,55.25,2022-09-02,53.79,2 days,2.6%,Fall by 8.0%,28.3%
Buy,2022-09-07 - 2022-09-19,8 days,2022-09-22,53.75,2023-07-24,58.41,217 days,8.7%,Rise by 5.56%,37.0%
Sell,2022-10-07 - 2022-10-10,1 days,2022-10-17,53.7,2022-10-20,53.35,3 days,0.7%,Fall by 0.5%,37.6%
Sell,2022-11-08 - 2022-11-15,5 days,2022-11-18,54.65,2022-11-22,54.56,2 days,0.2%,Fall by 1.5%,37.8%
Sell,2023-04-03 - 2023-04-13,8 days,2023-04-20,55.4,2023-05-05,53.47,11 days,3.5%,Fall by 6.26%,41.3%
Buy,2023-05-03 - 2023-05-04,1 days,2023-05-16,53.14,2023-06-16,55.88,23 days,5.2%,Rise by 5.76%,46.4%
Sell,2023-06-08 - 2023-06-09,1 days,2023-06-23,53.98,2023-06-30,53.61,5 days,0.7%,Fall by -5.11%,47.1%
Sell,2023-07-21 - 2023-07-31,6 days,2023-08-03,58.21,2023-08-10,58.09,5 days,0.2%,Fall by 2.87%,47.3%
Buy,2023-11-10 - 2023-11-16,4 days,2023-11-20,58.98,2024-04-03,62.21,97 days,5.5%,Rise by -1.68%,52.8%
Buy,2023-12-06 - 2023-12-08,2 days,2023-12-13,55.92,2024-03-12,58.8,64 days,5.2%,Rise by 4.45%,58.0%
Sell,2024-01-25 - 2024-01-26,1 days,2024-02-01,57.45,2024-02-06,57.25,3 days,0.3%,Fall by -5.03%,58.3%
Sell,2024-04-04 - 2024-04-10,4 days,2024-04-16,63.08,2024-04-24,63.07,6 days,0.0%,Fall by 4.34%,58.3%
Sell,2024-05-21 - 2024-05-29,6 days,2024-06-03,61.42,2024-06-13,62.82,8 days,-2.3%,Fall by 3.19%,56.0%
Buy,2024-07-30 - 2024-08-05,4 days,2024-08-08,59.83,2024-09-24,62.86,33 days,5.1%,Rise by 3.08%,61.1%
Buy,2024-09-06 - 2024-09-10,2 days,2024-09-12,60.02,2024-10-02,63.12,14 days,5.2%,Rise by 7.23%,66.3%
