Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2012-02-26,79.93,2022-04-24,128.41,2649 days,2011-08-07/79.29,60.65%,60.65%,Rise by 14.73%,60.65%
Buy,2022-06-12,134.42,2022-06-12,134.42,0 days,2022-05-01/130.811,0.00%,0.00%,Rise by 0%,60.65%
