Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2018-04-29,159.98,2018-07-08,175.7,2018-04-22,Buy,10 Weeks,9.83%,Rise by 20.25%,9.83%,Normal Case
2018-05-06,154.26,2018-07-08,175.7,2018-04-29,Buy,9 Weeks,13.9%,Rise by 24.71%,23.72%,Normal Case
2018-06-03,159.24,2018-08-12,189.06,2018-05-27,Buy,10 Weeks,18.73%,Rise by 20.81%,42.45%,Normal Case
2018-07-01,168.24,2019-03-17,141.91,2018-06-10,Buy,37 Weeks,-15.65%,Rise by 14.35%,26.8%,Normal Case
2018-08-19,188.37,2019-03-17,141.91,2018-08-12,Buy,30 Weeks,-24.66%,Rise by -12.74%,2.14%,Normal Case
2018-12-02,136.38,2019-03-17,141.91,2018-11-18,Buy,15 Weeks,4.05%,Rise by 10.86%,6.19%,Normal Case
2018-12-09,135.31,2019-03-17,141.91,2018-11-25,Buy,14 Weeks,4.88%,Rise by 11.74%,11.07%,Normal Case
2019-03-10,140.18,2019-07-07,146.31,2019-03-03,Buy,17 Weeks,4.37%,Rise by -11.08%,15.44%,Normal Case
2019-03-31,138.8,2019-07-07,146.31,2018-04-15,Buy,14 Weeks,5.41%,Rise by -10.19%,20.85%,Tangent Case
2019-05-12,137.85,2019-08-18,147.74,2019-05-05,Buy,14 Weeks,7.17%,Rise by 12.72%,28.03%,Normal Case
2019-06-02,125.58,2019-08-18,147.74,2019-05-26,Buy,11 Weeks,17.65%,Rise by 23.73%,45.67%,Normal Case
2019-08-04,153.47,2019-11-24,140.89,2019-07-28,Buy,16 Weeks,-8.2%,Rise by -21.35%,37.48%,Normal Case
2019-08-11,155.01,2019-11-24,140.89,2019-08-04,Buy,15 Weeks,-9.11%,Rise by -27.59%,28.37%,Normal Case
2019-10-13,115.49,2020-01-26,146.63,2019-09-29,Buy,15 Weeks,26.96%,Rise by 35.11%,55.33%,Normal Case
2019-12-08,148.09,2020-05-17,158.83,2019-12-01,Buy,23 Weeks,7.25%,Rise by -11.16%,62.58%,Normal Case
2020-01-12,156.04,2020-05-17,158.83,2019-12-29,Buy,18 Weeks,1.79%,Rise by -12.13%,64.37%,Normal Case
2020-03-22,124.36,2020-06-07,184.28,2018-12-30,Buy,11 Weeks,48.18%,Rise by 123.74%,112.55%,Absolute Extrema Case
2020-03-29,122.54,2020-06-07,184.28,2020-03-22,Buy,10 Weeks,50.38%,Rise by 127.06%,162.94%,Normal Case
2020-05-10,152.15,2020-08-09,252.12,2020-02-02,Buy,13 Weeks,65.7%,Rise by 82.87%,228.64%,Local Extrema Case
2020-05-10,152.15,2020-08-09,252.12,2020-05-03,Buy,13 Weeks,65.7%,Rise by 82.87%,294.35%,Normal Case
2020-05-17,158.83,2020-08-09,252.12,2020-05-10,Buy,12 Weeks,58.74%,Rise by 75.18%,353.08%,Normal Case
2020-06-21,231.29,2020-11-15,253.5,2020-06-14,Buy,21 Weeks,9.6%,Rise by 20.78%,362.69%,Normal Case
2020-06-28,264.95,2020-11-15,253.5,2020-06-07,Buy,20 Weeks,-4.32%,Rise by 5.44%,358.36%,Normal Case
2020-07-05,271.49,2020-11-15,253.5,2020-06-28,Buy,19 Weeks,-6.63%,Rise by 2.9%,351.74%,Normal Case
2020-09-27,235.98,2020-12-27,328.39,2020-09-20,Buy,13 Weeks,39.16%,Rise by 49.64%,390.9%,Normal Case
2020-10-25,283.49,2020-12-27,328.39,2020-10-18,Buy,9 Weeks,15.84%,Rise by 24.56%,406.74%,Normal Case
2020-12-27,328.39,2021-03-14,279.89,2020-12-20,Buy,11 Weeks,-14.77%,Rise by 11.02%,391.97%,Normal Case
2021-06-06,236.17,2021-09-26,230.2,2021-05-30,Buy,16 Weeks,-2.53%,Rise by -10.45%,389.44%,Normal Case
2021-06-20,247.64,2021-09-26,230.2,2021-06-13,Buy,14 Weeks,-7.04%,Rise by -10.37%,382.4%,Normal Case
2021-09-12,247.76,2021-11-21,259.55,2021-09-05,Buy,10 Weeks,4.76%,Rise by 16.81%,387.16%,Normal Case
2021-10-10,232.88,2022-04-24,110.21,2021-10-03,Buy,28 Weeks,-52.68%,Rise by -16.04%,334.48%,Normal Case
2021-12-26,236.63,2022-04-24,110.21,2021-12-19,Buy,17 Weeks,-53.43%,Rise by -31.57%,281.05%,Normal Case
2022-02-13,161.93,2022-04-24,110.21,2022-02-06,Buy,10 Weeks,-31.94%,Rise by -12.75%,249.12%,Normal Case
2022-05-08,104.68,2022-08-28,109.31,2022-05-01,Buy,16 Weeks,4.42%,Rise by 18.1%,253.54%,Normal Case
2022-05-22,107.27,2022-08-28,109.31,2022-05-15,Buy,14 Weeks,1.9%,Rise by 15.25%,255.44%,Normal Case
2022-05-29,112.97,2022-08-28,109.31,2022-05-08,Buy,13 Weeks,-3.24%,Rise by 9.44%,252.2%,Normal Case
2022-07-17,102.33,2023-01-01,78.95,2022-07-10,Buy,24 Weeks,-22.85%,Rise by -12.69%,229.35%,Normal Case
2022-12-11,78.17,2023-03-05,123.74,2022-11-27,Buy,12 Weeks,58.3%,Rise by 120.07%,287.65%,Normal Case
2022-12-25,77.7,2023-03-05,123.74,2022-12-18,Buy,10 Weeks,59.25%,Rise by 121.4%,346.9%,Normal Case
2023-02-19,125.33,2023-04-23,133.76,2023-02-12,Buy,9 Weeks,6.73%,Rise by 37.26%,353.63%,Normal Case
2023-02-26,117.14,2023-08-06,144.12,2023-02-05,Buy,23 Weeks,23.03%,Rise by 46.86%,376.66%,Normal Case
2023-03-12,121.66,2023-08-06,144.12,2023-03-05,Buy,21 Weeks,18.46%,Rise by 41.4%,395.12%,Normal Case
2023-05-07,141.75,2023-08-06,144.12,2023-04-30,Buy,13 Weeks,1.67%,Rise by 21.36%,396.79%,Normal Case
2023-05-14,142.53,2023-08-06,144.12,2023-04-23,Buy,12 Weeks,1.12%,Rise by 20.7%,397.91%,Normal Case
2023-05-28,150.31,2023-08-06,144.12,2023-05-21,Buy,10 Weeks,-4.12%,Rise by 14.45%,393.79%,Normal Case
2023-08-06,144.12,2023-10-08,160.53,2023-07-30,Buy,9 Weeks,11.39%,Rise by 37.42%,405.18%,Normal Case
2023-09-03,157.56,2023-12-24,189.59,2023-08-13,Buy,16 Weeks,20.33%,Rise by 25.7%,425.51%,Normal Case
2023-09-24,156.35,2023-12-24,189.59,2023-09-17,Buy,13 Weeks,21.26%,Rise by 26.67%,446.77%,Normal Case
2023-10-08,160.53,2023-12-24,189.59,2023-10-01,Buy,11 Weeks,18.1%,Rise by 23.37%,464.87%,Normal Case
2023-10-29,159.35,2024-03-24,264.95,2023-08-20,Buy,21 Weeks,66.27%,Rise by 94.73%,531.14%,Local Extrema Case
2023-10-29,159.35,2024-03-24,264.95,2023-10-22,Buy,21 Weeks,66.27%,Rise by 94.73%,597.41%,Normal Case
2024-01-14,203.03,2024-03-24,264.95,2023-12-31,Buy,10 Weeks,30.5%,Rise by 52.84%,627.91%,Normal Case
