Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-09-04,46.55,2020-09-09,46.7,Sell,2 days,Fall by 2.790000%,-0.32
2020-11-25,51.47,2020-12-07,52.26,Buy,7 days,Rise by 8.350000%,1.53
2021-01-04,53.32,2021-01-06,54.33,Sell,1 days,Fall by 0.240000%,-1.89
2021-01-07,54.62,2021-01-22,55.39,Buy,10 days,Rise by 4.360000%,1.41
2021-02-26,54.24,2021-03-01,55.47,Sell,0 days,Fall by -0.180000%,-2.27
2021-03-03,55.08,2021-03-10,55.16,Sell,4 days,Fall by 1.340000%,-0.15
2021-03-22,55.75,2021-04-08,56.43,Buy,12 days,Rise by 2.670000%,1.22
2021-04-16,57.24,2021-05-27,58.13,Buy,28 days,Rise by 1.290000%,1.55
2021-07-07,57.25,2021-07-12,57.5,Sell,2 days,Fall by 2.740000%,-0.44
2021-07-16,56.59,2021-07-21,56.67,Sell,2 days,Fall by 1.610000%,-0.14
2021-11-10,57.21,2021-11-26,54.8,Sell,11 days,Fall by 4.890000%,4.21
2022-03-07,48.26,2022-03-09,50.32,Sell,1 days,Fall by 0.250000%,-4.27
2022-11-11,45.71,2022-12-02,47.22,Buy,14 days,Rise by 3.330000%,3.3
2023-03-30,48.61,2023-04-12,49.31,Buy,8 days,Rise by 2.800000%,1.44
2023-05-24,48.36,2023-06-02,49.33,Sell,6 days,Fall by 0.080000%,-2.01
2023-07-06,48.03,2023-07-11,49.01,Sell,2 days,Fall by 0.850000%,-2.04
2023-11-03,47.6,2023-11-17,48.96,Buy,9 days,Rise by 4.520000%,2.86
2024-01-22,49.64,2024-01-29,50.59,Buy,4 days,Rise by 7.840000%,1.91
2024-04-15,51.72,2024-04-19,51.16,Sell,3 days,Fall by -3.730000%,1.08
2024-05-01,52.03,2024-05-03,53.4,Sell,1 days,Fall by -3.110000%,-2.63
2024-06-04,54.12,2024-06-14,52.73,Sell,7 days,Fall by 5.780000%,2.57
2024-07-19,53.8,2024-07-30,53.41,Sell,6 days,Fall by 5.220000%,0.72
2024-07-24,53.27,2024-07-31,54.28,Sell,4 days,Fall by -0.840000%,-1.9
2024-08-02,52.16,2024-08-08,52.42,Sell,3 days,Fall by -2.990000%,-0.5
2024-10-11,56.71,2025-02-24,55.61,Buy,95 days,Rise by -1.800000%,-1.94
2024-10-14,56.74,2025-02-24,55.61,Buy,94 days,Rise by -1.850000%,-1.99
2024-12-03,54.81,2024-12-09,55.38,Buy,3 days,Rise by -3.810000%,1.04
2025-03-17,57.35,2025-05-07,57.78,Buy,36 days,Rise by -10.690000%,0.75
2025-05-16,59.01,2025-05-30,59.48,Buy,9 days,Rise by 3.750000%,0.8
2025-06-09,60.65,2025-07-23,62.62,Buy,31 days,Rise by 0.990000%,3.25
2025-07-29,61.24,2025-08-04,60.77,Sell,3 days,Fall by -1.780000%,0.77
2025-10-06,66.37,2025-10-29,66.88,Buy,16 days,Rise by -0.030000%,0.77
