Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2017-12-31,49.95,2021-12-31,55.6,Buy,1043 days,Rise by -16.000000%,11.31
2025-09-30,65.01,2025-09-30,65.01,Buy,0 days,Rise by 2.060000%,0.0
