Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-07-06,9.5367,2021-07-07,9.4817,2021-04-19-2021-05-11,6.12-7.7683,Sell,1 days,0.58%,Fall by 8.21%,0.58%,
2021-08-12,11.7417,2021-08-16,10.745,2021-06-28-2021-07-27,8.8783-9.9767,Sell,2 days,8.49%,Fall by 6.36%,9.07%,
2021-08-18,11.0517,2022-07-01,13.2867,2021-05-11-2021-08-05,5.7967-11.9733,Buy,227 days,20.22%,Rise by -10.4%,29.29%,
2021-08-31,11.1883,2021-09-08,11.345,2021-01-25-2021-05-11,6.12-11.6833,Sell,6 days,-1.4%,Fall by 11.31%,27.89%,
2021-09-24,10.2833,2021-10-15,11.77,2021-05-11-2021-08-05,5.7967-11.9733,Sell,15 days,-14.46%,Fall by 11.38%,13.43%,
2021-11-02,12.7367,2021-12-06,12.3033,2021-08-05-2021-09-20,10.3267-11.7733,Sell,24 days,3.4%,Fall by 15.23%,16.83%,
2021-12-08,12.6067,2021-12-08,12.6067,2021-05-11-2021-11-23,5.7967-13.75,Buy,0 days,0.0%,Rise by 0%,16.83%,
2021-12-15,11.4333,2021-12-20,10.43,2021-05-11-2021-11-23,5.7967-13.75,Sell,3 days,8.78%,Fall by 2.11%,25.61%,
2022-01-06,10.6267,2022-01-10,10.21,2021-11-23-2021-12-20,10.775-13.4667,Sell,2 days,3.92%,Fall by 8.18%,29.53%,
2022-02-16,10.555,2022-02-16,10.555,2021-08-05-2022-01-28,9.39-11.7733,Sell,0 days,-0.0%,Fall by 0%,29.53%,
2022-03-31,9.2233,2022-03-31,9.2233,2021-06-28-2022-03-15,7.5617-9.9767,Sell,0 days,-0.0%,Fall by 0%,29.53%,
2022-06-22,12.695,2022-07-07,14.07,2022-04-05-2022-05-10,9.1767-10.1467,Sell,11 days,-10.83%,Fall by 12.77%,18.7%,
2022-07-12,11.5083,2022-07-26,12.0533,2021-05-11-2022-07-07,5.7967-14.1467,Sell,10 days,-4.74%,Fall by 11.26%,13.96%,
2022-07-15,12.5417,2025-03-25,16.8833,2022-03-15-2022-07-07,7.1-14.1467,Buy,702 days,34.62%,Rise by -18.78%,48.58%,
2022-07-20,12.1417,2022-08-19,11.625,2022-03-15-2022-07-07,7.1-14.1467,Sell,22 days,4.26%,Fall by 21.36%,52.84%,
2022-07-26,12.0533,2022-07-26,12.0533,2021-05-11-2022-07-07,5.7967-14.1467,Buy,0 days,0.0%,Rise by 0%,52.84%,
2022-11-14,8.1483,2022-11-18,7.8783,2022-04-05-2022-10-28,7.35-10.1467,Sell,4 days,3.31%,Fall by -2.58%,56.15%,
2023-01-20,9.7117,2023-01-30,10.6967,2022-12-13-2022-12-28,8.2617-8.8733,Sell,6 days,-10.14%,Fall by 10.38%,46.01%,
2023-02-16,10.0167,2023-02-21,9.5867,2022-10-28-2023-02-01,7.12-11.2083,Sell,3 days,4.29%,Fall by 10.8%,50.3%,
2023-03-02,9.605,2023-03-02,9.605,2022-10-28-2023-02-01,7.12-11.2083,Buy,0 days,0.0%,Rise by 0%,50.3%,
2023-04-11,9.6367,2023-04-12,9.2667,2023-02-01-2023-03-13,8.415-10.975,Sell,1 days,3.84%,Fall by -6.51%,54.14%,
2023-07-03,11.02,2024-10-10,12.735,2023-03-13-2023-06-15,8.2617-11.6733,Buy,333 days,15.56%,Rise by 0.12%,69.7%,
2023-08-15,9.8483,2023-08-18,9.375,2022-10-28-2023-07-31,7.12-11.95,Sell,3 days,4.81%,Fall by -5.85%,74.51%,
2023-08-18,9.375,2023-08-25,9.6083,2023-03-13-2023-07-31,8.2617-11.95,Sell,5 days,-2.49%,Fall by -3.28%,72.02%,
2023-08-22,9.2767,2023-08-25,9.6083,2023-03-13-2023-06-15,8.2617-11.6733,Sell,3 days,-3.57%,Fall by -3.28%,68.44%,
2023-08-25,9.6083,2025-05-29,17.1683,2023-03-13-2023-07-31,8.2617-11.95,Buy,459 days,78.68%,Rise by -10.45%,147.13%,
2023-09-08,10.3483,2023-09-25,10.5567,2022-10-28-2023-06-15,7.12-11.6733,Sell,11 days,-2.01%,Fall by 4.83%,145.11%,
2023-09-12,10.9367,2025-03-04,14.8383,2022-10-28-2023-07-31,7.12-11.95,Buy,385 days,35.67%,Rise by 21.85%,180.79%,
2023-09-19,10.4183,2023-09-19,10.4183,2023-04-03-2023-08-23,9.4517-9.7817,Sell,0 days,-0.0%,Fall by 0%,180.79%,
2023-10-25,10.2267,2023-10-26,10.4133,2023-09-12-2023-10-05,9.9483-10.7733,Sell,1 days,-1.82%,Fall by 12.82%,178.96%,
2023-11-22,10.2667,2023-11-24,9.9,2023-10-18-2023-11-01,10.1117-10.6717,Sell,2 days,3.57%,Fall by 10.98%,182.53%,
2024-01-08,8.8667,2024-01-08,8.8667,2023-04-03-2023-12-20,8.5833-9.7817,Sell,0 days,-0.0%,Fall by 0%,182.53%,
2024-03-05,8.1217,2024-03-05,8.1217,2022-12-13-2024-02-05,7.3217-8.8733,Sell,0 days,-0.0%,Fall by 0%,182.53%,
2024-03-28,8.4617,2024-04-02,8.5917,2023-07-31-2024-02-05,7.3217-11.7133,Sell,3 days,-1.54%,Fall by 2.62%,181.0%,
2024-04-02,8.5917,2024-06-28,9.8467,2024-02-05-2024-03-21,7.27-9.2733,Buy,63 days,14.61%,Rise by 6.89%,195.61%,
2024-06-12,9.5017,2024-07-12,10.5083,2024-03-21-2024-04-23,8.4667-9.12,Sell,22 days,-10.59%,Fall by 11.56%,185.01%,
2024-07-01,9.9567,2024-07-05,10.0167,2024-05-02-2024-05-28,8.8683-9.53,Sell,4 days,-0.6%,Fall by 10.4%,184.41%,
2024-07-26,10.115,2025-03-04,14.8383,2024-02-05-2024-07-12,7.27-10.58,Buy,157 days,46.7%,Rise by 21.85%,231.1%,
2024-08-29,9.7433,2024-08-30,10.16,2024-07-12-2024-08-05,9.1217-10.4683,Sell,1 days,-4.28%,Fall by -12.83%,226.83%,
2024-10-14,12.2017,2024-10-15,11.5833,2023-03-13-2024-10-07,8.2617-13.945,Sell,1 days,5.07%,Fall by 5.44%,231.9%,
2024-10-21,12.31,2024-10-21,12.31,2024-08-05-2024-10-07,8.75-13.945,Buy,0 days,0.0%,Rise by 0%,231.9%,
2024-10-31,12.125,2024-11-08,11.7517,2024-02-05-2024-10-07,7.27-13.945,Sell,6 days,3.08%,Fall by 6.79%,234.97%,
2024-11-04,12.2467,2025-05-29,17.1683,2023-03-13-2024-10-07,8.2617-13.945,Buy,148 days,40.19%,Rise by -10.45%,275.16%,
2024-12-04,11.0983,2024-12-18,11.3083,2024-08-05-2024-10-07,8.75-13.945,Sell,10 days,-1.89%,Fall by 6.12%,273.27%,
2025-01-03,11.2233,2025-01-10,10.6917,2024-10-07-2024-11-29,11.0017-13.5333,Sell,5 days,4.74%,Fall by -35.78%,278.01%,
2025-01-28,11.7267,2025-02-06,13.2583,2024-10-07-2025-01-13,10.7167-13.5333,Sell,7 days,-13.06%,Fall by -9.49%,264.95%,
2025-03-06,15.3933,2025-03-10,14.5167,2024-12-09-2025-01-13,10.7167-11.9883,Sell,2 days,5.69%,Fall by 7.33%,270.64%,
2025-04-04,14.6933,2025-04-07,13.4533,2024-02-05-2025-03-20,7.27-18.2,Sell,1 days,8.44%,Fall by -22.65%,279.08%,
2025-04-09,14.5833,2025-04-09,14.5833,2025-01-13-2025-03-20,10.5833-18.2,Buy,0 days,0.0%,Rise by 0%,279.08%,
2025-04-16,15.4567,2025-04-24,17.0333,2024-08-05-2025-03-20,8.75-18.2,Sell,6 days,-10.2%,Fall by 3.13%,268.88%,
2025-05-01,15.8567,2025-05-12,17.7067,2025-01-13-2025-03-20,10.5833-18.2,Sell,7 days,-11.67%,Fall by 6.81%,257.21%,
2025-05-02,16.6033,2025-05-16,18.545,2025-03-20-2025-04-07,14.22-17.9167,Sell,10 days,-11.69%,Fall by 10.78%,245.52%,
2025-05-28,17.075,2025-05-30,16.5,2025-01-13-2025-05-21,10.5833-20.05,Sell,2 days,3.37%,Fall by 7.35%,248.89%,
2025-05-30,16.5,2025-06-24,16.81,2024-08-05-2025-05-21,8.75-20.05,Sell,17 days,-1.88%,Fall by 9.06%,247.01%,
2025-06-04,17.4767,2025-06-04,17.4767,2025-04-07-2025-05-21,13.2683-20.05,Buy,0 days,0.0%,Rise by 0%,247.01%,
2025-06-18,16.1983,2025-06-30,15.6333,2021-05-11-2025-05-21,5.7967-20.05,Sell,8 days,3.49%,Fall by 9.87%,250.49%,
