Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-29,37.513,2016-02-21,35.0455,2015-11-08,Buy,12 Weeks,-6.58%,Rise by 1.16%,-6.58%,Normal Case
2015-12-06,38.3405,2016-02-21,35.0455,2015-11-29,Buy,11 Weeks,-8.59%,Rise by -10.86%,-15.17%,Normal Case
2015-12-20,36.9655,2016-02-21,35.0455,2015-11-22,Buy,9 Weeks,-5.19%,Rise by 2.66%,-20.37%,Absolute Extrema Case
2015-12-27,37.42,2016-05-08,35.556,2015-12-13,Buy,19 Weeks,-4.98%,Rise by 1.42%,-25.35%,Normal Case
2016-03-20,36.88,2016-08-28,38.477,2015-12-20,Buy,23 Weeks,4.33%,Rise by 6.18%,-21.02%,Local Extrema Case
2016-05-08,35.556,2016-08-28,38.477,2016-05-01,Buy,16 Weeks,8.22%,Rise by 10.14%,-12.8%,Normal Case
2016-09-04,38.573,2016-11-13,37.701,2016-08-28,Buy,10 Weeks,-2.26%,Rise by 3.62%,-15.06%,Normal Case
2016-10-16,38.9265,2017-01-01,38.591,2016-10-09,Buy,11 Weeks,-0.86%,Rise by 9.45%,-15.92%,Normal Case
2017-04-23,42.1595,2017-06-25,48.2795,2017-04-09,Buy,9 Weeks,14.52%,Rise by 39.45%,-1.41%,Normal Case
2017-05-21,46.7005,2017-08-13,45.7195,2017-05-07,Buy,12 Weeks,-2.1%,Rise by 25.89%,-3.51%,Normal Case
2017-06-11,47.4915,2017-08-13,45.7195,2017-05-28,Buy,9 Weeks,-3.73%,Rise by 23.79%,-7.24%,Normal Case
2017-08-20,45.5335,2017-11-12,51.4035,2017-08-13,Buy,12 Weeks,12.89%,Rise by 29.12%,5.65%,Normal Case
2017-10-08,48.9445,2018-02-18,54.74,2017-09-17,Buy,19 Weeks,11.84%,Rise by 20.12%,17.49%,Normal Case
2017-12-10,51.8525,2018-02-18,54.74,2015-12-06,Buy,10 Weeks,5.57%,Rise by 13.38%,23.06%,Tangent Case
2018-04-08,50.352,2018-07-08,57.0085,2018-04-01,Buy,13 Weeks,13.22%,Rise by 22.98%,36.28%,Normal Case
2018-05-27,53.783,2018-08-12,61.8805,2018-05-20,Buy,11 Weeks,15.06%,Rise by 15.14%,51.34%,Normal Case
2018-06-24,57.774,2018-12-23,48.977,2018-06-17,Buy,26 Weeks,-15.23%,Rise by -11.39%,36.11%,Normal Case
2018-07-29,61.925,2018-12-23,48.977,2018-07-22,Buy,21 Weeks,-20.91%,Rise by -10.37%,15.2%,Normal Case
2018-08-05,61.1855,2018-12-23,48.977,2018-07-29,Buy,20 Weeks,-19.95%,Rise by -10.4%,-4.75%,Normal Case
