Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
FRACTAL TRACK,XIU.TO,Long,Daily,2025-03-06,37.33,2025-06-19,39.85,6.750602732386829,75,96.43,28,209
FRACTAL TRACK,XIU.TO,Long,Daily,2025-02-20,38.89,2025-05-30,39.53,1.6456672666495258,71,96.43,28,209
FRACTAL TRACK,XIU.TO,Long,Daily,2024-12-24,37.62,2025-07-23,41.27,9.702286018075508,151,96.43,28,209
