Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2021-04-25,291.6,2021-05-23,224.35,Buy,19 Days,32.18,Rise by -18.88%,-23.06%,-23.06%,
2021-10-03,231.15,2021-10-10,248.14,Sell,4 Days,-12.57,Fall by -5.28%,-7.35%,-30.41%,
2023-06-11,53.28,2023-07-02,71.55,Buy,14 Days,20.25,Rise by 97.65%,34.29%,3.88%,
2025-01-19,295.48,2025-02-09,274.49,Sell,14 Days,-15.14,Fall by 20.34%,7.1%,10.98%,
2025-07-06,355.8,2025-09-07,299.07,Buy,44 Days,11.9,Rise by -12.72%,-15.94%,-4.96%,
