Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2001-12-31,12.78,2005-12-31,23.28,1044 days,2000-12-31/7.3917,82.15%,82.15%,Rise by 95.84%,82.15%,
Buy,2006-12-31,25.04,2011-12-31,40.08,1304 days,2005-12-31/23.285,60.08%,60.08%,Rise by 208.97%,142.23%,
Buy,2012-12-31,45.16,2014-12-31,80.02,522 days,2011-12-31/40.075,77.17%,77.17%,Rise by 244.03%,219.40%,
Buy,2016-12-31,90.36,2021-12-31,155.38,1304 days,2014-12-31/80.02,71.96%,71.96%,Rise by 48.84%,291.36%,
Buy,2022-12-31,160.84,2022-12-31,160.84,0 days,2021-12-31/155.38,0.00%,0.00%,Rise by 0%,291.36%,
