Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-15,44.82,2016-01-31,47.02,2015-11-08,Buy,11 Weeks,4.91%,Rise by 14.68%,4.91%,Absolute Extrema Case,
2015-12-06,47.01,2016-05-01,41.63,2015-11-29,Buy,21 Weeks,-11.44%,Rise by -19.35%,-6.54%,Normal Case,
2016-01-10,51.4,2016-05-01,41.63,2016-01-03,Buy,16 Weeks,-19.01%,Rise by -23.85%,-25.54%,Normal Case,
2016-05-15,48.67,2016-08-21,58.96,2016-05-01,Buy,14 Weeks,21.14%,Rise by 37.31%,-4.4%,Normal Case,
2016-05-22,49.1,2016-08-21,58.96,2016-05-15,Buy,13 Weeks,20.08%,Rise by 36.11%,15.68%,Normal Case,
2016-06-26,51.41,2016-09-25,61.67,2016-06-19,Buy,13 Weeks,19.96%,Rise by 29.99%,35.64%,Normal Case,
2016-07-03,51.88,2016-09-25,61.67,2016-06-26,Buy,12 Weeks,18.87%,Rise by 28.82%,54.51%,Normal Case,
2016-08-07,61.81,2016-10-23,66.23,2016-07-31,Buy,11 Weeks,7.15%,Rise by 8.12%,61.66%,Normal Case,
2016-08-28,61.65,2017-03-12,72.7,2016-08-21,Buy,28 Weeks,17.92%,Rise by 20.37%,79.58%,Normal Case,
2016-09-04,62.55,2017-03-12,72.7,2016-08-28,Buy,27 Weeks,16.23%,Rise by 18.64%,95.81%,Normal Case,
2016-09-11,61.98,2017-03-12,72.7,2016-09-04,Buy,26 Weeks,17.3%,Rise by 19.73%,113.11%,Normal Case,
2016-10-16,66.17,2017-03-12,72.7,2016-10-02,Buy,21 Weeks,9.87%,Rise by -12.2%,122.97%,Normal Case,
2016-11-06,65.03,2017-03-12,72.7,2016-10-30,Buy,18 Weeks,11.79%,Rise by 14.12%,134.77%,Normal Case,
2017-01-01,62.5,2017-03-12,72.7,2016-12-25,Buy,10 Weeks,16.32%,Rise by 18.74%,151.09%,Normal Case,
2017-01-08,60.86,2017-03-12,72.7,2016-12-18,Buy,9 Weeks,19.45%,Rise by 49.18%,170.54%,Normal Case,
2017-01-29,66.8,2017-06-18,84.06,2017-01-22,Buy,20 Weeks,25.84%,Rise by 35.91%,196.38%,Normal Case,
2017-03-12,72.7,2017-06-18,84.06,2017-03-05,Buy,14 Weeks,15.63%,Rise by 24.88%,212.01%,Normal Case,
2017-03-26,72.39,2017-06-18,84.06,2017-03-12,Buy,12 Weeks,16.12%,Rise by 25.42%,228.13%,Normal Case,
2017-04-02,74.17,2017-06-18,84.06,2017-03-26,Buy,11 Weeks,13.33%,Rise by 22.41%,241.46%,Normal Case,
2017-04-09,76.33,2017-06-18,84.06,2017-03-19,Buy,10 Weeks,10.13%,Rise by 18.94%,251.59%,Normal Case,
2017-04-16,76.25,2017-06-18,84.06,2017-04-09,Buy,9 Weeks,10.24%,Rise by 19.07%,261.83%,Normal Case,
2017-05-21,85.95,2017-12-10,75.11,2017-05-07,Buy,29 Weeks,-12.61%,Rise by -23.46%,249.22%,Normal Case,
2017-07-02,80.74,2017-12-10,75.11,2017-06-18,Buy,23 Weeks,-6.97%,Rise by -13.03%,242.25%,Normal Case,
2017-08-20,70.22,2017-12-10,75.11,2017-08-13,Buy,16 Weeks,6.96%,Rise by 21.67%,249.21%,Normal Case,
2017-08-27,68.18,2017-12-10,75.11,2017-08-20,Buy,15 Weeks,10.16%,Rise by 25.32%,259.38%,Normal Case,
2017-11-19,74.0,2018-02-11,78.03,2017-11-05,Buy,12 Weeks,5.45%,Rise by 15.46%,264.82%,Normal Case,
2018-02-04,83.07,2018-07-15,89.02,2018-01-28,Buy,23 Weeks,7.16%,Rise by 18.54%,271.98%,Normal Case,
2018-03-11,85.0,2018-07-15,89.02,2018-02-25,Buy,18 Weeks,4.73%,Rise by 15.85%,276.71%,Normal Case,
2018-03-25,82.47,2018-07-15,89.02,2018-03-04,Buy,16 Weeks,7.94%,Rise by 19.4%,284.66%,Normal Case,
2018-04-08,81.69,2018-07-15,89.02,2018-04-01,Buy,14 Weeks,8.97%,Rise by 20.54%,293.63%,Normal Case,
2018-04-29,82.56,2018-07-15,89.02,2018-04-22,Buy,11 Weeks,7.82%,Rise by 19.27%,301.45%,Normal Case,
2018-06-03,84.47,2018-09-02,98.47,2018-05-27,Buy,13 Weeks,16.57%,Rise by 16.57%,318.03%,Normal Case,
2018-06-24,90.11,2018-09-02,98.47,2018-06-17,Buy,10 Weeks,9.28%,Rise by 9.28%,327.3%,Normal Case,
2018-07-01,88.5,2018-09-02,98.47,2018-06-24,Buy,9 Weeks,11.27%,Rise by 11.27%,338.57%,Normal Case,
2018-08-19,95.7,2019-03-17,73.99,2018-08-12,Buy,30 Weeks,-22.69%,Rise by -11.42%,315.88%,Normal Case,
2018-10-28,84.99,2019-03-17,73.99,2018-10-21,Buy,20 Weeks,-12.94%,Rise by -23.38%,302.94%,Normal Case,
2018-11-04,88.37,2019-03-17,73.99,2018-10-14,Buy,19 Weeks,-16.27%,Rise by -30.81%,286.67%,Normal Case,
2018-12-02,74.3,2019-03-17,73.99,2018-11-18,Buy,15 Weeks,-0.42%,Rise by 12.48%,286.25%,Normal Case,
2018-12-09,69.39,2019-03-17,73.99,2018-12-02,Buy,14 Weeks,6.63%,Rise by 20.44%,292.88%,Normal Case,
2018-12-16,65.12,2019-03-17,73.99,2018-11-25,Buy,13 Weeks,13.62%,Rise by 28.33%,306.5%,Normal Case,
2019-03-31,77.97,2019-07-07,81.84,2019-03-24,Buy,14 Weeks,4.96%,Rise by 8.03%,311.47%,Normal Case,
2019-05-19,77.2,2019-08-18,78.24,2019-05-12,Buy,13 Weeks,1.35%,Rise by 10.78%,312.81%,Normal Case,
2019-06-02,78.31,2019-08-18,78.24,2019-05-26,Buy,11 Weeks,-0.09%,Rise by 9.21%,312.72%,Normal Case,
2019-08-04,82.36,2019-10-20,81.69,2019-07-21,Buy,11 Weeks,-0.81%,Rise by 3.56%,311.91%,Normal Case,
2019-08-11,81.73,2019-10-20,81.69,2015-12-27,Buy,10 Weeks,-0.05%,Rise by 4.36%,311.86%,Tangent Case,
2019-08-11,81.73,2019-10-20,81.69,2019-08-04,Buy,10 Weeks,-0.05%,Rise by 4.36%,311.81%,Normal Case,
2019-09-29,85.29,2019-12-15,104.24,2019-09-22,Buy,11 Weeks,22.22%,Rise by 24.48%,334.03%,Normal Case,
2019-10-06,81.65,2019-12-15,104.24,2019-09-15,Buy,10 Weeks,27.67%,Rise by 30.03%,361.7%,Normal Case,
2019-12-08,106.16,2020-03-01,112.85,2016-01-10,Buy,12 Weeks,6.3%,Rise by 9.55%,368.0%,Tangent Case,
2019-12-08,106.16,2020-03-01,112.85,2019-11-24,Buy,12 Weeks,6.3%,Rise by 9.55%,374.3%,Normal Case,
2020-01-12,108.3,2020-03-22,96.41,2019-12-29,Buy,10 Weeks,-10.98%,Rise by -10.98%,363.32%,Normal Case,
2020-02-02,109.88,2020-06-14,178.74,2020-01-19,Buy,19 Weeks,62.67%,Rise by -12.26%,425.99%,Normal Case,
2020-02-09,113.99,2020-06-14,178.74,2020-01-26,Buy,18 Weeks,56.8%,Rise by -10.98%,482.79%,Normal Case,
2020-03-01,112.85,2020-06-14,178.74,2019-11-03,Buy,15 Weeks,58.39%,Rise by 85.38%,541.18%,Local Extrema Case,
2020-03-08,116.28,2020-06-14,178.74,2020-02-23,Buy,14 Weeks,53.72%,Rise by 79.91%,594.9%,Normal Case,
2020-03-29,104.93,2020-06-14,178.74,2020-03-22,Buy,11 Weeks,70.34%,Rise by 99.37%,665.24%,Normal Case,
2020-04-05,101.47,2020-06-14,178.74,2020-03-15,Buy,10 Weeks,76.15%,Rise by 106.17%,741.39%,Normal Case,
2020-04-12,118.47,2020-06-14,178.74,2020-01-05,Buy,9 Weeks,50.87%,Rise by 76.58%,792.26%,Local Extrema Case,
2020-05-10,171.72,2020-07-26,193.16,2020-05-03,Buy,11 Weeks,12.49%,Rise by 21.83%,804.75%,Normal Case,
2020-05-17,169.28,2020-07-26,193.16,2020-05-10,Buy,10 Weeks,14.11%,Rise by 23.58%,818.85%,Normal Case,
2020-06-21,196.56,2020-08-23,201.46,2020-06-14,Buy,9 Weeks,2.49%,Rise by 6.43%,821.35%,Normal Case,
2020-06-28,193.41,2020-11-22,181.2,2020-06-07,Buy,21 Weeks,-6.31%,Rise by 10.5%,815.03%,Normal Case,
2020-07-05,202.0,2020-11-22,181.2,2020-06-28,Buy,20 Weeks,-10.3%,Rise by -10.24%,804.74%,Normal Case,
2020-09-27,185.11,2021-02-28,172.0,2020-09-20,Buy,22 Weeks,-7.08%,Rise by 0.6%,797.66%,Normal Case,
2020-10-25,213.71,2021-02-28,172.0,2020-10-18,Buy,18 Weeks,-19.52%,Rise by -18.11%,778.14%,Normal Case,
2020-12-27,179.48,2021-02-28,172.0,2020-12-20,Buy,9 Weeks,-4.17%,Rise by -25.96%,773.97%,Normal Case,
2021-01-31,177.51,2021-05-16,139.44,2021-01-24,Buy,15 Weeks,-21.45%,Rise by -16.46%,752.52%,Normal Case,
2021-03-28,148.61,2021-07-25,164.9,2021-03-21,Buy,17 Weeks,10.96%,Rise by 37.98%,763.49%,Normal Case,
2021-05-16,139.44,2021-07-25,164.9,2016-01-31,Buy,10 Weeks,18.26%,Rise by 47.05%,781.74%,Tangent Case,
2021-06-20,152.82,2021-09-19,196.79,2021-06-13,Buy,13 Weeks,28.77%,Rise by 34.18%,810.52%,Normal Case,
2021-08-22,188.09,2021-12-12,183.19,2021-08-15,Buy,16 Weeks,-2.61%,Rise by 21.8%,807.91%,Normal Case,
2021-09-12,205.05,2021-12-12,183.19,2016-02-07,Buy,13 Weeks,-10.66%,Rise by 11.73%,797.25%,Tangent Case,
2021-09-19,196.79,2021-12-12,183.19,2021-08-29,Buy,12 Weeks,-6.91%,Rise by 16.42%,790.34%,Normal Case,
2021-11-28,201.7,2022-04-10,159.51,2021-11-07,Buy,19 Weeks,-20.92%,Rise by -22.14%,769.42%,Normal Case,
2022-01-23,152.5,2022-04-10,159.51,2022-01-16,Buy,11 Weeks,4.6%,Rise by 11.61%,774.02%,Normal Case,
2022-02-13,159.51,2022-08-28,155.68,2022-02-06,Buy,28 Weeks,-2.4%,Rise by -13.27%,771.62%,Normal Case,
2022-03-20,170.21,2022-08-28,155.68,2022-03-06,Buy,23 Weeks,-8.54%,Rise by -18.69%,763.08%,Normal Case,
2022-05-15,136.55,2022-08-28,155.68,2022-05-08,Buy,15 Weeks,14.01%,Rise by 20.53%,777.09%,Normal Case,
2022-05-22,146.0,2022-08-28,155.68,2022-05-15,Buy,14 Weeks,6.63%,Rise by 12.73%,783.72%,Normal Case,
2022-07-03,138.96,2022-12-04,157.49,2022-06-12,Buy,22 Weeks,13.33%,Rise by 13.33%,797.06%,Normal Case,
2022-07-17,145.4,2022-12-04,157.49,2022-07-10,Buy,20 Weeks,8.31%,Rise by 8.31%,805.37%,Normal Case,
2022-08-28,155.68,2022-12-04,157.49,2022-08-07,Buy,14 Weeks,1.16%,Rise by -10.59%,806.53%,Normal Case,
2022-09-25,131.12,2022-12-04,157.49,2022-06-19,Buy,10 Weeks,20.11%,Rise by 20.11%,826.65%,Local Extrema Case,
2022-10-02,137.07,2022-12-04,157.49,2022-09-25,Buy,9 Weeks,14.9%,Rise by 14.9%,841.54%,Normal Case,
2022-11-06,142.18,2023-02-26,156.04,2022-10-30,Buy,16 Weeks,9.75%,Rise by 32.8%,851.29%,Normal Case,
2022-12-11,148.42,2023-02-26,156.04,2022-12-04,Buy,11 Weeks,5.13%,Rise by 27.22%,856.43%,Normal Case,
2022-12-18,150.01,2023-02-26,156.04,2022-12-11,Buy,10 Weeks,4.02%,Rise by 25.87%,860.44%,Normal Case,
2023-02-26,156.04,2023-05-21,184.65,2023-02-05,Buy,12 Weeks,18.34%,Rise by 21.01%,878.78%,Normal Case,
2023-03-05,169.35,2023-05-21,184.65,2023-02-26,Buy,11 Weeks,9.03%,Rise by 11.5%,887.81%,Normal Case,
2023-03-12,167.68,2023-05-21,184.65,2023-03-05,Buy,10 Weeks,10.12%,Rise by 12.61%,897.93%,Normal Case,
2023-04-30,186.06,2023-12-24,151.01,2023-04-23,Buy,34 Weeks,-18.84%,Rise by 1.74%,879.1%,Normal Case,
2023-07-02,189.3,2023-12-24,151.01,2023-06-25,Buy,25 Weeks,-20.23%,Rise by -13.56%,858.87%,Normal Case,
2023-08-20,163.63,2023-12-24,151.01,2023-08-13,Buy,18 Weeks,-7.71%,Rise by -15.68%,851.16%,Normal Case,
2024-03-10,146.27,2024-05-12,149.47,2024-03-03,Buy,9 Weeks,2.19%,Rise by 6.8%,853.34%,Normal Case,
2024-04-14,151.37,2024-08-18,153.9,2024-04-07,Buy,18 Weeks,1.67%,Rise by 11.92%,855.02%,Normal Case,
2024-07-07,157.79,2024-10-06,160.46,2024-06-30,Buy,13 Weeks,1.69%,Rise by 3.18%,856.71%,Normal Case,
2024-07-21,164.93,2024-10-06,160.46,2024-07-14,Buy,11 Weeks,-2.71%,Rise by -12.3%,854.0%,Normal Case,
2024-07-28,169.41,2024-10-06,160.46,2024-07-21,Buy,10 Weeks,-5.28%,Rise by -3.9%,848.72%,Normal Case,
2024-09-08,144.65,2024-12-22,177.35,2024-09-01,Buy,15 Weeks,22.61%,Rise by 28.23%,871.32%,Normal Case,
2024-10-06,160.46,2024-12-22,177.35,2024-09-29,Buy,11 Weeks,10.53%,Rise by 15.59%,881.85%,Normal Case,
2024-11-10,169.28,2025-06-01,195.43,2024-11-03,Buy,29 Weeks,15.45%,Rise by 23.15%,897.3%,Normal Case,
2024-12-15,181.9,2025-06-01,195.43,2024-12-08,Buy,24 Weeks,7.44%,Rise by -10.32%,904.73%,Normal Case,
2024-12-22,177.35,2025-06-01,195.43,2024-12-01,Buy,23 Weeks,10.19%,Rise by -12.54%,914.93%,Normal Case,
2025-01-19,175.65,2025-06-01,195.43,2025-01-12,Buy,19 Weeks,11.26%,Rise by -11.62%,926.19%,Normal Case,
2025-03-09,162.05,2025-06-01,195.43,2025-03-02,Buy,12 Weeks,20.6%,Rise by 28.65%,946.79%,Normal Case,
2025-03-16,159.52,2025-06-01,195.43,2025-03-09,Buy,11 Weeks,22.51%,Rise by 30.69%,969.3%,Normal Case,
2025-04-20,172.65,2025-07-13,195.99,2025-03-30,Buy,12 Weeks,13.52%,Rise by 20.75%,982.82%,Normal Case,
2025-04-27,180.85,2025-07-13,195.99,2025-04-20,Buy,11 Weeks,8.37%,Rise by 15.27%,991.19%,Normal Case,
2025-05-25,195.68,2025-08-17,197.97,2025-05-18,Buy,12 Weeks,1.17%,Rise by 6.54%,992.36%,Normal Case,
2025-06-22,198.2,2025-06-22,198.2,2025-06-15,Buy,0 Weeks,0.0%,Rise by 0%,992.36%,Normal Case,
2025-08-03,203.51,2025-08-03,203.51,2025-07-27,Buy,0 Weeks,0.0%,Rise by 0%,992.36%,Normal Case,
2025-10-12,182.12,2025-10-12,182.12,2025-10-05,Buy,0 Weeks,0.0%,Rise by 0%,992.36%,Normal Case,
