Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2022-09-01,120.9433,2022-11-18,124.2333,Buy,56 Days,-5.01,Rise by 4.02%,2.72%,2.72%,
2022-10-10,104.9233,2022-12-06,122.72,Buy,41 Days,-3.49,Rise by 4.91%,16.96%,19.68%,
2024-08-01,218.42,2025-01-27,212.55,Buy,127 Days,-8.2,Rise by 7.75%,-2.69%,16.99%,
2024-09-03,213.5,2024-10-18,229.36,Buy,33 Days,-4.56,Rise by 4.38%,7.43%,24.42%,
2025-03-03,201.15,2025-05-19,211.85,Buy,55 Days,-3.44,Rise by 1.64%,5.32%,29.74%,
2025-04-01,188.27,2025-08-19,245.15,Buy,100 Days,-8.83,Rise by -17.75%,30.21%,59.95%,
