Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-03-01,236.94,2021-08-12,289.81,2020-11-04-2021-02-16,212.42-246.13,Buy,118 days,22.31%,Rise by 5.32%,22.31%
2021-03-30,231.85,2021-04-09,255.85,2021-02-16-2021-03-04,232.49-242.92,Sell,8 days,-10.35%,Fall by 6.59%,11.96%
2021-05-10,247.18,2021-07-21,281.4,2020-11-04-2021-04-27,212.42-263.19,Buy,52 days,13.84%,Rise by 8.26%,25.81%
2021-06-03,245.71,2021-06-07,253.81,2021-04-27-2021-05-12,244.38-260.12,Sell,2 days,-3.3%,Fall by -9.14%,22.51%
2021-09-22,298.58,2023-07-21,343.77,2020-11-04-2021-08-20,212.42-305.84,Buy,477 days,15.13%,Rise by -1.47%,37.64%
2021-11-12,336.72,2021-12-03,323.01,2021-08-20-2021-10-04,287.75-298.06,Sell,15 days,4.07%,Fall by 0.96%,41.72%
2021-12-07,334.92,2023-06-22,339.71,2021-10-04-2021-11-22,280.25-349.67,Buy,402 days,1.43%,Rise by 5.82%,43.15%
2022-01-05,316.38,2022-01-12,318.27,2021-11-22-2021-12-17,324.92-339.55,Sell,5 days,-0.6%,Fall by 11.94%,42.55%
2022-02-01,308.76,2022-02-11,295.04,2020-11-04-2021-11-22,212.42-349.67,Sell,8 days,4.44%,Fall by 6.5%,46.99%
2022-02-09,311.21,2022-02-11,295.04,2021-12-29-2022-01-24,297.11-339.68,Sell,2 days,5.2%,Fall by 6.5%,52.19%
2022-02-23,280.27,2022-02-28,298.79,2021-10-04-2021-11-22,280.25-349.67,Sell,3 days,-6.61%,Fall by 11.45%,45.58%
2022-03-10,285.59,2022-03-14,276.44,2021-11-22-2022-01-24,297.11-339.55,Sell,2 days,3.2%,Fall by 8.64%,48.78%
2022-04-06,299.5,2022-04-06,299.5,2021-11-22-2022-03-08,283.96-339.55,Sell,0 days,-0.0%,Fall by 0%,48.78%
2022-04-28,289.63,2022-04-28,289.63,2022-03-08-2022-03-30,270.0-315.95,Buy,0 days,0.0%,Rise by 0%,48.78%
2022-05-09,264.58,2022-05-12,255.35,2022-03-08-2022-03-30,270.0-315.95,Sell,3 days,3.49%,Fall by 5.13%,52.27%
2022-06-08,270.41,2022-06-08,270.41,2021-11-22-2022-05-20,258.54-339.55,Sell,0 days,-0.0%,Fall by 0%,52.27%
2022-06-13,242.26,2022-06-16,244.97,2020-11-04-2021-08-20,212.42-305.84,Sell,3 days,-1.12%,Fall by -2.83%,51.15%
2022-07-05,262.85,2022-07-05,262.85,2021-11-22-2022-06-14,245.74-339.55,Sell,0 days,-0.0%,Fall by 0%,51.15%
2022-07-14,254.08,2022-07-18,254.25,2022-03-30-2022-06-14,245.74-311.58,Sell,2 days,-0.07%,Fall by 2.75%,51.09%
2022-09-21,238.95,2022-10-04,248.88,2022-06-14-2022-08-15,241.51-294.18,Sell,9 days,-4.16%,Fall by 11.56%,46.93%
2022-11-01,228.17,2022-11-01,228.17,2021-11-22-2022-10-13,236.1-339.55,Sell,0 days,-0.0%,Fall by 0%,46.93%
2022-11-18,241.22,2022-11-18,241.22,2021-08-20-2022-11-04,221.59-298.06,Sell,0 days,-0.0%,Fall by 0%,46.93%
2022-12-08,247.4,2022-12-22,238.19,2022-08-15-2022-11-04,221.59-290.11,Sell,10 days,3.72%,Fall by -3.39%,50.65%
2022-12-20,241.8,2022-12-27,236.96,2021-02-16-2022-11-04,221.59-242.92,Sell,5 days,2.0%,Fall by -3.93%,52.66%
2022-12-27,236.96,2023-04-25,275.42,2022-11-04-2022-12-13,213.43-263.92,Buy,85 days,16.23%,Rise by 26.39%,68.89%
2023-01-10,228.85,2023-01-10,228.85,2021-04-27-2022-11-04,221.59-260.12,Sell,0 days,-0.0%,Fall by 0%,68.89%
2023-02-28,249.42,2023-02-28,249.42,2023-01-06-2023-02-08,219.35-276.76,Buy,0 days,0.0%,Rise by 0%,68.89%
2023-03-06,256.87,2023-07-24,345.11,2022-06-14-2022-08-15,241.51-294.18,Buy,100 days,34.35%,Rise by -1.86%,103.24%
2023-03-24,280.57,2023-04-27,304.83,2022-12-13-2023-01-06,225.76-253.07,Sell,24 days,-8.65%,Fall by -8.29%,94.59%
2023-06-12,331.85,2023-07-13,342.66,2023-02-08-2023-03-02,251.4-266.21,Sell,23 days,-3.26%,Fall by 7.64%,91.33%
2023-06-26,328.6,2023-06-28,335.85,2023-04-06-2023-04-25,281.6-282.03,Sell,2 days,-2.21%,Fall by 5.77%,89.13%
2023-07-31,335.92,2023-07-31,335.92,2023-01-06-2023-07-18,219.35-366.78,Buy,0 days,0.0%,Rise by 0%,89.13%
2023-08-04,327.78,2023-08-07,330.11,2022-06-14-2023-07-18,241.51-366.78,Sell,1 days,-0.71%,Fall by 5.44%,88.42%
2023-08-07,330.11,2023-12-05,372.52,2022-03-08-2023-07-18,270.0-366.78,Buy,86 days,12.85%,Rise by 12.89%,101.26%
2023-08-08,326.05,2023-08-22,322.46,2023-01-06-2023-07-18,219.35-366.78,Sell,10 days,1.1%,Fall by 3.2%,102.37%
2023-08-09,322.23,2023-08-22,322.46,2022-11-04-2023-07-18,213.43-366.78,Sell,9 days,-0.07%,Fall by 3.2%,102.29%
2023-08-31,327.76,2023-08-31,327.76,2023-07-18-2023-08-18,318.38-342.17,Sell,0 days,-0.0%,Fall by 0%,102.29%
2023-12-06,368.8,2023-12-06,368.8,2023-06-16-2023-09-28,315.48-341.95,Sell,0 days,-0.0%,Fall by 0%,102.29%
2024-04-24,409.06,2024-04-24,409.06,2023-09-28-2024-03-21,309.45-430.82,Buy,0 days,0.0%,Rise by 0%,102.29%
2024-04-29,402.25,2024-04-29,402.25,2023-01-06-2024-03-21,219.35-430.82,Buy,0 days,0.0%,Rise by 0%,102.29%
2024-07-12,453.55,2024-07-19,437.11,2024-03-21-2024-04-25,399.89-427.16,Sell,5 days,3.62%,Fall by 9.6%,105.92%
2024-07-23,444.85,2024-07-23,444.85,2024-04-25-2024-07-05,388.03-468.35,Buy,0 days,0.0%,Rise by 0%,105.92%
2024-07-30,422.92,2025-08-08,522.04,2023-01-06-2024-07-05,219.35-468.35,Buy,268 days,23.44%,Rise by 1.25%,129.36%
2024-07-31,418.35,2024-08-05,395.15,2021-10-04-2024-07-05,280.25-468.35,Sell,3 days,5.55%,Fall by -1.66%,134.9%
2024-08-02,408.49,2024-08-05,395.15,2022-03-08-2024-07-05,270.0-468.35,Sell,1 days,3.27%,Fall by -1.66%,138.17%
2024-08-06,399.61,2024-08-30,417.14,2023-01-06-2024-07-05,219.35-468.35,Sell,18 days,-4.39%,Fall by 1.82%,133.78%
2024-08-07,398.43,2024-08-30,417.14,2022-11-04-2024-07-05,213.43-468.35,Sell,17 days,-4.7%,Fall by 1.82%,129.08%
2024-08-29,413.12,2024-08-30,417.14,2024-07-05-2024-08-05,401.04-458.97,Sell,1 days,-0.97%,Fall by 1.82%,128.11%
2024-09-24,429.17,2024-09-26,431.31,2024-03-21-2024-08-05,401.04-427.16,Sell,2 days,-0.5%,Fall by 5.79%,127.61%
2024-09-26,431.31,2024-12-20,436.6,2024-08-05-2024-09-17,385.58-441.85,Buy,61 days,1.23%,Rise by 2.43%,128.84%
2024-10-01,420.69,2024-10-10,415.84,2023-09-28-2024-07-05,309.45-468.35,Sell,7 days,1.15%,Fall by 2.28%,129.99%
2024-10-21,418.78,2024-11-06,420.18,2024-09-17-2024-10-08,415.66-432.27,Sell,12 days,-0.33%,Fall by 1.74%,129.66%
2024-11-20,415.49,2024-11-25,418.79,2024-09-17-2024-11-04,410.42-432.27,Sell,3 days,-0.79%,Fall by 0.75%,128.86%
2024-12-19,437.03,2024-12-24,439.33,2024-05-23-2024-08-05,401.04-425.42,Sell,3 days,-0.53%,Fall by 5.39%,128.34%
2024-12-24,439.33,2024-12-24,439.33,2024-11-04-2024-12-12,405.57-456.16,Buy,0 days,0.0%,Rise by 0%,128.34%
2025-02-14,408.43,2025-02-27,392.53,2024-12-12-2025-01-14,419.74-449.11,Sell,9 days,3.89%,Fall by 3.51%,132.23%
2025-02-24,404.0,2025-03-03,388.49,2024-11-04-2024-12-12,405.57-456.16,Sell,5 days,3.84%,Fall by 8.73%,136.07%
2025-03-03,388.49,2025-03-06,396.89,2024-04-25-2024-07-05,388.03-468.35,Sell,3 days,-2.16%,Fall by 10.67%,133.91%
2025-03-10,380.16,2025-03-13,378.77,2024-08-05-2024-09-17,385.58-441.85,Sell,3 days,0.37%,Fall by 6.39%,134.27%
2025-03-18,383.52,2025-04-02,382.14,2022-03-08-2024-03-21,270.0-430.82,Sell,11 days,0.36%,Fall by -31.63%,134.63%
