Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-11-11,34.22,2024-01-23,26.98,312 days,2022-09-14/33.91,-21.14%,-21.14%,Rise by 3.11%,-21.14%,
Buy,2024-06-03,30.62,2024-06-03,30.62,0 days,2024-04-08/29.7,0.00%,0.00%,Rise by 0%,-21.14%,
