Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2020-01-21 - 2020-01-22,1 days,2020-02-21,9446.6904,2020-02-26,8873.7598,3 days,6.1%,Fall by 11.37%,6.1%
Buy,2020-02-27 - 2020-03-12,10 days,2020-03-19,7288.52,2020-04-06,8081.6602,12 days,10.9%,Rise by 50.26%,16.9%
Sell,2020-04-17 - 2020-04-29,8 days,2020-05-04,8834.1104,2020-05-07,9101.8799,3 days,-3.0%,Fall by -18.67%,13.9%
Sell,2020-06-02 - 2020-06-10,6 days,2020-06-15,9776.8896,2020-06-22,10130.3301,5 days,-3.6%,Fall by -7.22%,10.3%
Sell,2020-06-10 - 2020-06-23,9 days,2020-06-26,9849.3604,2020-06-30,10156.8496,2 days,-3.1%,Fall by -6.43%,7.2%
Sell,2020-07-10 - 2020-07-13,1 days,2020-07-23,10580.5898,2020-07-31,10905.8799,6 days,-3.1%,Fall by -2.39%,4.1%
Sell,2020-08-06 - 2020-08-24,12 days,2020-09-04,11622.1299,2020-09-09,11395.8496,3 days,1.9%,Fall by 6.79%,6.1%
Buy,2020-09-10 - 2020-09-11,1 days,2020-09-15,11438.8701,2020-10-12,12088.1104,19 days,5.7%,Rise by 5.68%,11.7%
Buy,2020-10-30 - 2020-11-02,1 days,2020-11-20,11906.4404,2020-12-04,12528.4805,10 days,5.2%,Rise by 15.97%,17.0%
Sell,2020-11-06 - 2020-11-09,1 days,2020-11-19,11985.4297,2020-11-20,11906.4404,1 days,0.7%,Fall by -5.32%,17.6%
Sell,2020-12-08 - 2020-12-18,8 days,2020-12-24,12711.0098,2021-01-08,13105.2002,11 days,-3.1%,Fall by 3.24%,14.5%
Sell,2021-02-08 - 2021-02-10,2 days,2021-02-18,13637.5098,2021-02-19,13580.7803,1 days,0.4%,Fall by 9.81%,14.9%
Sell,2021-04-12 - 2021-04-13,1 days,2021-04-20,13809.2998,2021-05-05,13503.3701,11 days,2.2%,Fall by 5.85%,17.1%
Sell,2021-05-28 - 2021-06-01,2 days,2021-06-16,13983.0098,2021-06-24,14365.96,6 days,-2.7%,Fall by -4.05%,14.4%
Sell,2021-06-30 - 2021-07-07,5 days,2021-07-15,14794.6904,2021-07-20,14728.21,3 days,0.4%,Fall by -0.43%,14.9%
Sell,2021-08-31 - 2021-09-01,1 days,2021-09-13,15434.5,2021-09-14,15382.9004,1 days,0.3%,Fall by 6.24%,15.2%
Buy,2021-09-30 - 2021-10-04,2 days,2021-10-25,15514.1904,2021-11-04,16346.2402,8 days,5.4%,Rise by 6.83%,20.5%
Sell,2021-11-01 - 2021-11-05,4 days,2021-11-10,15985.5703,2021-11-18,16482.9707,6 days,-3.1%,Fall by 1.71%,17.4%
Sell,2021-11-05 - 2021-11-22,11 days,2021-11-26,16025.5801,2021-12-06,15846.1602,6 days,1.1%,Fall by 2.48%,18.6%
Sell,2021-12-15 - 2021-12-16,1 days,2022-01-06,15765.3604,2022-01-25,14149.1201,13 days,10.3%,Fall by 10.25%,28.8%
Buy,2022-01-21 - 2022-01-24,1 days,2022-01-31,14930.0498,2022-03-07,13319.3799,25 days,-10.8%,Rise by -10.79%,18.0%
Buy,2022-02-23 - 2022-02-24,1 days,2022-03-15,13458.5596,2022-03-18,14420.0801,3 days,7.1%,Rise by -11.08%,25.2%
Sell,2022-03-28 - 2022-03-29,1 days,2022-04-01,14861.21,2022-04-13,14217.29,8 days,4.3%,Fall by 10.12%,29.5%
Buy,2022-04-12 - 2022-04-26,10 days,2022-04-28,13456.0596,2022-05-11,11967.5596,9 days,-11.1%,Rise by -11.35%,18.4%
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-23,12034.2803,2022-05-27,12681.4199,4 days,5.4%,Rise by 13.57%,23.8%
Sell,2022-06-01 - 2022-06-02,1 days,2022-06-10,11832.8203,2022-06-15,11593.7695,3 days,2.0%,Fall by 9.64%,25.8%
Sell,2022-07-29 - 2022-08-01,1 days,2022-08-18,13505.9902,2022-08-25,13143.5801,5 days,2.7%,Fall by 11.07%,28.5%
Buy,2022-08-30 - 2022-09-02,3 days,2022-09-07,12259.3896,2022-09-30,10971.2197,17 days,-10.5%,Rise by -10.51%,18.0%
Buy,2022-09-23 - 2022-09-30,5 days,2022-10-04,11582.54,2023-01-27,12166.5996,83 days,5.0%,Rise by 0.76%,23.1%
Sell,2022-11-14 - 2022-11-15,1 days,2022-11-28,11587.75,2022-11-30,12030.0596,2 days,-3.8%,Fall by 7.84%,19.2%
Buy,2022-12-19 - 2022-12-28,7 days,2022-12-30,10939.7598,2023-01-23,11872.54,16 days,8.5%,Rise by 17.03%,27.8%
Sell,2023-01-18 - 2023-01-23,3 days,2023-02-06,12464.5098,2023-02-27,12057.79,15 days,3.3%,Fall by 5.09%,31.0%
Buy,2023-02-23 - 2023-03-01,4 days,2023-03-03,12290.8096,2023-03-30,12963.1396,19 days,5.5%,Rise by 7.25%,36.5%
Sell,2023-04-03 - 2023-04-04,1 days,2023-04-11,12964.1504,2023-04-26,12806.4805,11 days,1.2%,Fall by -13.35%,37.7%
Sell,2023-06-14 - 2023-06-16,2 days,2023-06-26,14689.0195,2023-06-30,15179.21,4 days,-3.3%,Fall by -0.04%,34.4%
Buy,2023-08-17 - 2023-08-18,1 days,2023-08-28,15052.46,2023-11-14,15812.4697,56 days,5.0%,Rise by 1.25%,39.4%
Sell,2023-08-31 - 2023-09-01,1 days,2023-09-07,15258.5195,2023-09-28,14702.7695,15 days,3.6%,Fall by 4.67%,43.1%
Buy,2023-09-22 - 2023-09-27,3 days,2023-10-04,14776.25,2023-11-10,15529.1201,27 days,5.1%,Rise by 8.47%,48.2%
Sell,2023-12-13 - 2023-12-20,5 days,2024-01-02,16543.9395,2024-01-18,16982.2891,12 days,-2.6%,Fall by -5.65%,45.5%
Sell,2024-01-22 - 2024-01-24,2 days,2024-01-31,17137.2402,2024-02-02,17642.7305,2 days,-2.9%,Fall by -1.99%,42.6%
Sell,2024-02-09 - 2024-02-12,1 days,2024-02-20,17546.0996,2024-02-22,18004.6992,2 days,-2.6%,Fall by -1.49%,39.9%
Sell,2024-02-12 - 2024-02-23,9 days,2024-02-28,17874.5,2024-03-22,18339.4395,17 days,-2.6%,Fall by 0.37%,37.3%
Sell,2024-03-04 - 2024-03-08,4 days,2024-03-14,18014.8105,2024-03-18,17985.0098,2 days,0.2%,Fall by 5.42%,37.5%
Buy,2024-04-08 - 2024-04-10,2 days,2024-04-22,17210.8906,2024-05-06,18093.5703,10 days,5.1%,Rise by 20.13%,42.6%
