Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-12-27 - 2019-12-30,1 days,2020-01-06,44.12,2020-01-07,44.01,1 days,0.2%,Fall by 9.93%,0.2%,
Buy,2020-01-23 - 2020-01-27,2 days,2020-01-29,41.2,2020-03-12,35.8,31 days,-13.1%,Rise by -13.11%,-12.9%,
Sell,2020-04-08 - 2020-04-23,11 days,2020-05-01,37.27,2020-05-08,39.07,5 days,-4.8%,Fall by -0.62%,-17.7%,
Buy,2020-05-05 - 2020-05-15,8 days,2020-05-19,39.05,2020-07-06,45.4,34 days,16.3%,Rise by 6.43%,-1.4%,
Sell,2020-06-03 - 2020-06-05,2 days,2020-06-12,40.34,2020-06-16,39.96,2 days,0.9%,Fall by -2.55%,-0.5%,
Sell,2020-07-08 - 2020-07-09,1 days,2020-07-15,43.47,2020-07-17,42.56,2 days,2.1%,Fall by 4.83%,1.6%,
Sell,2020-08-25 - 2020-08-28,3 days,2020-09-04,43.6,2020-09-09,42.99,3 days,1.4%,Fall by 6.65%,3.0%,
Sell,2020-11-06 - 2020-11-09,1 days,2020-11-13,47.47,2020-11-18,47.15,3 days,0.7%,Fall by 5.52%,3.7%,
Buy,2020-11-25 - 2020-11-30,3 days,2020-12-03,47.13,2021-01-19,50.71,33 days,7.6%,Rise by 12.24%,11.3%,
Buy,2020-12-16 - 2020-12-21,3 days,2020-12-23,45.61,2021-01-08,48.32,12 days,5.9%,Rise by 15.98%,17.2%,
Sell,2021-01-21 - 2021-01-25,2 days,2021-01-28,50.53,2021-02-09,52.2,8 days,-3.3%,Fall by 6.73%,13.9%,
Sell,2021-01-25 - 2021-02-11,13 days,2021-02-23,51.81,2021-02-25,49.92,2 days,3.6%,Fall by 12.93%,17.6%,
Buy,2021-05-04 - 2021-05-12,6 days,2021-05-14,44.21,2021-06-01,47.45,12 days,7.3%,Rise by 6.81%,24.9%,
Sell,2021-05-27 - 2021-06-01,3 days,2021-06-08,46.08,2021-06-11,46.07,3 days,0.0%,Fall by 6.86%,24.9%,
Buy,2021-08-19 - 2021-08-20,1 days,2021-08-31,40.94,2021-12-15,36.59,76 days,-10.6%,Rise by 3.4%,14.3%,
Sell,2021-10-20 - 2021-10-22,2 days,2021-10-27,41.01,2021-11-04,40.04,6 days,2.4%,Fall by 10.78%,16.7%,
Buy,2021-12-01 - 2021-12-03,2 days,2021-12-07,38.69,2022-03-02,34.57,61 days,-10.6%,Rise by 0.88%,6.0%,
Sell,2022-01-12 - 2022-01-20,6 days,2022-01-27,36.31,2022-01-31,37.94,2 days,-4.5%,Fall by 12.64%,1.5%,
Sell,2022-03-30 - 2022-04-04,3 days,2022-04-07,32.25,2022-04-13,32.0,4 days,0.8%,Fall by 11.44%,2.3%,
Buy,2022-04-25 - 2022-05-12,13 days,2022-06-02,32.44,2022-08-19,29.18,56 days,-10.0%,Rise by 5.21%,-7.8%,
