Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2019-12-23 - 2020-01-07,11 days,2020-01-16,125.225,2020-01-24,123.8,6 days,1.1%,Fall by 11.58%,1.1%
Buy,2020-01-22 - 2020-01-28,4 days,2020-02-03,118.7,2020-03-11,106.55,27 days,-10.2%,Rise by 4.3%,-9.1%
Buy,2020-03-02 - 2020-03-12,8 days,2020-03-16,89.875,2020-03-31,98.35,11 days,9.4%,Rise by 9.43%,0.3%
Sell,2020-05-06 - 2020-05-11,3 days,2020-05-15,91.9,2020-05-21,94.55,4 days,-2.9%,Fall by -46.87%,-2.6%
Sell,2020-05-14 - 2020-05-21,5 days,2020-06-03,105.675,2020-06-05,109.375,2 days,-3.5%,Fall by -27.73%,-6.1%
Sell,2020-07-30 - 2020-07-31,1 days,2020-08-07,138.7,2020-08-13,138.5,4 days,0.1%,Fall by 2.69%,-5.9%
Buy,2020-08-25 - 2020-08-26,1 days,2020-09-08,141.275,2020-09-14,153.6,4 days,8.7%,Rise by 33.6%,2.8%
Sell,2020-09-16 - 2020-09-21,3 days,2020-10-15,170.8,2020-10-28,167.825,9 days,1.7%,Fall by -2.27%,4.6%
Sell,2020-12-04 - 2020-12-09,3 days,2020-12-15,176.35,2020-12-18,181.775,3 days,-3.1%,Fall by -18.49%,1.5%
Sell,2021-01-12 - 2021-01-13,1 days,2021-01-18,215.775,2021-01-20,222.475,2 days,-3.1%,Fall by 4.92%,-1.6%
Buy,2021-02-24 - 2021-02-26,2 days,2021-03-02,215.2,2021-04-16,234.6,33 days,9.0%,Rise by 22.2%,7.4%
Sell,2021-04-09 - 2021-04-19,6 days,2021-04-26,240.15,2021-04-30,246.375,4 days,-2.6%,Fall by -9.28%,4.8%
Sell,2021-04-29 - 2021-04-30,1 days,2021-05-12,253.8,2021-05-17,249.9,3 days,1.5%,Fall by -3.4%,6.3%
Sell,2021-06-14 - 2021-06-15,1 days,2021-07-01,269.675,2021-07-05,268.175,2 days,0.6%,Fall by -17.57%,6.9%
Sell,2021-07-26 - 2021-08-05,8 days,2021-08-27,317.475,2021-08-30,316.225,1 days,0.4%,Fall by 0.13%,7.3%
