Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2021-03-19 - 2021-03-25,4 days,2021-03-30,215.4,2021-05-10,226.85,29 days,5.3%,Rise by 13.15%,-17.3%
Buy,2021-04-15 - 2021-04-19,2 days,2021-04-29,209.775,2021-05-07,221.575,6 days,5.6%,Rise by 16.18%,-11.7%
Sell,2021-05-11 - 2021-05-12,1 days,2021-05-31,236.0,2021-06-01,235.425,1 days,0.2%,Fall by 5.29%,-11.4%
Buy,2021-07-14 - 2021-07-30,12 days,2021-08-03,231.7,2021-09-21,206.9,35 days,-10.7%,Rise by 7.49%,-22.1%
Sell,2021-09-03 - 2021-09-06,1 days,2021-09-09,245.575,2021-09-22,210.075,9 days,14.5%,Fall by 12.53%,-7.7%
Sell,2021-09-24 - 2021-10-29,25 days,2021-11-17,206.9,2021-11-23,198.8,4 days,3.9%,Fall by 13.0%,-3.8%
Sell,2022-01-07 - 2022-01-18,7 days,2022-01-21,190.85,2022-01-31,198.525,6 days,-4.0%,Fall by 12.75%,-7.8%
Buy,2022-02-14 - 2022-02-24,8 days,2022-03-02,171.05,2022-04-01,187.2,22 days,9.4%,Rise by 16.25%,1.6%
Sell,2022-03-22 - 2022-03-23,1 days,2022-03-28,179.85,2022-03-29,179.225,1 days,0.3%,Fall by 10.38%,2.0%
Sell,2022-04-06 - 2022-04-07,1 days,2022-04-13,189.5,2022-04-19,187.925,4 days,0.8%,Fall by 10.3%,2.8%
Sell,2022-04-11 - 2022-04-21,8 days,2022-04-26,186.425,2022-04-28,184.675,2 days,0.9%,Fall by 10.98%,3.8%
Buy,2022-05-13 - 2022-05-19,4 days,2022-05-24,165.05,2022-06-20,148.025,19 days,-10.3%,Rise by 0.83%,-6.5%
Buy,2022-06-20 - 2022-06-21,1 days,2022-07-04,158.175,2022-08-01,167.075,20 days,5.6%,Rise by 11.63%,-0.9%
Sell,2022-08-01 - 2022-08-02,1 days,2022-08-08,162.825,2022-08-12,166.95,4 days,-2.5%,Fall by 1.14%,-3.5%
Buy,2022-09-26 - 2022-09-30,4 days,2022-10-04,155.725,2022-11-28,170.375,39 days,9.4%,Rise by 12.1%,6.0%
Sell,2022-11-28 - 2022-11-30,2 days,2022-12-05,169.2,2022-12-07,167.175,2 days,1.2%,Fall by 4.23%,7.1%
Sell,2022-12-14 - 2022-12-15,1 days,2022-12-20,170.125,2022-12-26,162.55,4 days,4.5%,Fall by 7.16%,11.6%
Sell,2023-01-09 - 2023-01-11,2 days,2023-01-18,173.025,2023-01-30,167.55,8 days,3.2%,Fall by 8.71%,14.8%
Sell,2023-03-20 - 2023-03-21,1 days,2023-03-24,172.7,2023-03-29,169.925,3 days,1.6%,Fall by -3.11%,16.4%
Sell,2023-04-28 - 2023-05-05,5 days,2023-05-15,178.5,2023-05-23,183.3,6 days,-2.7%,Fall by 0.24%,13.7%
Sell,2023-06-14 - 2023-06-15,1 days,2023-06-21,186.4,2023-06-27,180.175,4 days,3.3%,Fall by 8.65%,17.0%
Buy,2023-08-23 - 2023-08-31,6 days,2023-09-13,177.8,2023-11-08,192.1,40 days,8.0%,Rise by -0.25%,25.1%
Buy,2023-10-03 - 2023-10-09,4 days,2023-10-17,177.35,2023-11-07,186.4,15 days,5.1%,Rise by 33.83%,30.2%
Sell,2023-11-28 - 2023-12-06,6 days,2023-12-11,232.75,2023-12-13,223.75,2 days,3.9%,Fall by -19.81%,34.0%
Sell,2024-01-19 - 2024-01-23,2 days,2024-02-12,295.225,2024-02-14,311.825,2 days,-5.6%,Fall by 5.55%,28.4%
Sell,2024-05-02 - 2024-05-03,1 days,2024-05-08,310.15,2024-05-10,309.325,2 days,0.3%,Fall by 6.46%,28.7%
Sell,2024-05-27 - 2024-06-03,5 days,2024-06-20,313.125,2024-06-26,298.4,4 days,4.7%,Fall by -2.74%,33.4%
Buy,2024-07-02 - 2024-07-04,2 days,2024-07-11,306.6,2024-07-25,326.15,10 days,6.4%,Rise by 14.17%,39.8%
Sell,2024-07-29 - 2024-07-30,1 days,2024-08-02,347.1,2024-08-07,343.65,3 days,1.0%,Fall by 6.53%,40.8%
Buy,2024-10-23 - 2024-10-28,3 days,2024-10-30,311.3,2025-01-09,280.0,51 days,-10.1%,Rise by -1.24%,30.7%
Buy,2024-12-18 - 2024-12-19,1 days,2024-12-26,295.6,2025-01-13,265.3,12 days,-10.3%,Rise by -10.25%,20.4%
Buy,2025-01-13 - 2025-01-16,3 days,2025-01-30,257.15,2025-03-20,272.13,35 days,5.8%,Rise by 24.85%,26.3%
Buy,2025-02-28 - 2025-03-03,1 days,2025-03-18,261.42,2025-03-21,279.66,3 days,7.0%,Rise by 22.81%,33.2%
Sell,2025-03-07 - 2025-03-10,1 days,2025-03-17,261.42,2025-03-20,272.13,3 days,-4.1%,Fall by -18.49%,29.2%
Sell,2025-04-21 - 2025-04-22,1 days,2025-04-25,295.7,2025-04-28,310.0,1 days,-4.8%,Fall by -4.75%,24.3%
Sell,2025-05-28 - 2025-06-11,10 days,2025-06-23,313.45,2025-06-26,329.75,3 days,-5.2%,Fall by 0.99%,19.1%
Buy,2025-08-29 - 2025-09-01,1 days,2025-09-08,316.45,2025-09-29,338.1,15 days,6.8%,Rise by 9.05%,26.0%
Sell,2025-10-01 - 2025-10-09,6 days,2025-10-14,332.45,2025-10-27,343.0,9 days,-3.2%,Fall by -10.48%,22.8%
