Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2019-12-06 - 2019-12-11,3 days,2019-12-20,243.9,2020-02-28,213.175,50 days,-12.6%,Rise by 2.85%,-12.6%
Buy,2020-02-27 - 2020-03-02,2 days,2020-03-05,209.2,2020-03-12,172.15,5 days,-17.7%,Rise by -37.18%,-30.3%
Sell,2020-04-20 - 2020-04-28,6 days,2020-05-07,164.775,2020-05-13,158.275,4 days,3.9%,Fall by -12.15%,-26.4%
Sell,2020-06-08 - 2020-06-09,1 days,2020-06-15,180.5,2020-06-16,179.875,1 days,0.3%,Fall by -2.38%,-26.0%
Buy,2020-07-15 - 2020-07-16,1 days,2020-07-28,230.75,2020-07-31,206.9,3 days,-10.3%,Rise by -10.46%,-36.4%
Sell,2020-07-20 - 2020-07-21,1 days,2020-07-30,209.55,2020-08-05,205.225,4 days,2.1%,Fall by 4.01%,-34.3%
Buy,2020-08-18 - 2020-08-19,1 days,2020-09-02,206.975,2020-09-30,176.525,20 days,-14.7%,Rise by -14.71%,-49.0%
Sell,2020-09-03 - 2020-09-08,3 days,2020-09-15,207.2,2020-09-28,192.575,9 days,7.1%,Fall by 14.74%,-41.9%
Buy,2020-10-08 - 2020-10-15,5 days,2020-10-19,173.325,2020-11-05,183.15,13 days,5.7%,Rise by 19.1%,-36.3%
Sell,2020-11-12 - 2020-11-17,3 days,2020-11-26,189.0,2020-12-03,196.95,5 days,-4.2%,Fall by 2.82%,-40.5%
Buy,2020-12-01 - 2020-12-22,15 days,2020-12-24,188.775,2021-02-23,217.625,43 days,15.3%,Rise by 13.02%,-25.2%
Sell,2020-12-14 - 2020-12-15,1 days,2020-12-18,196.925,2020-12-23,187.2,3 days,4.9%,Fall by 3.36%,-20.3%
Sell,2021-01-11 - 2021-01-14,3 days,2021-01-25,193.65,2021-01-29,191.8,4 days,1.0%,Fall by -8.17%,-19.3%
Sell,2021-01-14 - 2021-02-09,18 days,2021-02-16,208.975,2021-02-18,216.1,2 days,-3.4%,Fall by -0.24%,-22.7%
Sell,2021-02-25 - 2021-03-02,3 days,2021-03-09,222.95,2021-03-10,222.75,1 days,0.1%,Fall by 9.41%,-22.6%
