Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-12-20,96.29,2016-05-15,95.36,2015-12-13,Buy,21 Weeks,-0.97%,Rise by -14.05%,-0.97%,Absolute Extrema Case,
2016-02-07,82.76,2016-05-15,95.36,2016-01-31,Buy,14 Weeks,15.22%,Rise by 17.75%,14.26%,Normal Case,
2016-02-21,86.79,2016-05-15,95.36,2016-02-07,Buy,12 Weeks,9.87%,Rise by 12.28%,24.13%,Normal Case,
2016-05-08,96.68,2016-08-28,96.47,2016-04-17,Buy,16 Weeks,-0.22%,Rise by 10.57%,23.92%,Normal Case,
2016-08-07,96.88,2016-10-23,102.85,2016-07-31,Buy,11 Weeks,6.16%,Rise by 10.34%,30.08%,Normal Case,
2016-08-28,96.47,2016-11-20,104.78,2016-08-21,Buy,12 Weeks,8.61%,Rise by 10.81%,38.69%,Normal Case,
2016-09-04,97.89,2016-11-20,104.78,2016-08-28,Buy,11 Weeks,7.04%,Rise by 9.2%,45.73%,Normal Case,
2016-09-11,98.15,2016-11-20,104.78,2016-09-04,Buy,10 Weeks,6.75%,Rise by 8.91%,52.49%,Normal Case,
2016-10-16,100.88,2017-02-12,107.27,2016-07-10,Buy,17 Weeks,6.33%,Rise by 9.0%,58.82%,Local Extrema Case,
2016-10-16,100.88,2017-02-12,107.27,2016-09-25,Buy,17 Weeks,6.33%,Rise by 9.0%,65.15%,Normal Case,
2016-10-23,102.85,2017-02-12,107.27,2016-10-02,Buy,16 Weeks,4.3%,Rise by 6.91%,69.45%,Normal Case,
2016-10-30,106.9,2017-02-12,107.27,2016-10-23,Buy,15 Weeks,0.35%,Rise by 2.86%,69.8%,Normal Case,
2016-11-06,103.03,2017-02-12,107.27,2016-10-30,Buy,14 Weeks,4.12%,Rise by 6.73%,73.91%,Normal Case,
2017-01-01,103.25,2017-04-02,112.47,2016-12-18,Buy,13 Weeks,8.93%,Rise by 9.28%,82.84%,Normal Case,
2017-01-08,107.76,2017-04-02,112.47,2016-12-25,Buy,12 Weeks,4.37%,Rise by 4.7%,87.21%,Normal Case,
2017-01-29,109.84,2017-04-02,112.47,2017-01-22,Buy,9 Weeks,2.39%,Rise by 2.72%,89.61%,Normal Case,
2017-03-12,111.21,2017-05-21,117.58,2017-03-05,Buy,10 Weeks,5.73%,Rise by 12.58%,95.34%,Normal Case,
2017-03-26,111.98,2017-06-25,124.01,2015-11-22,Buy,13 Weeks,10.74%,Rise by 11.81%,106.08%,Tangent Case,
2017-03-26,111.98,2017-06-25,124.01,2017-03-19,Buy,13 Weeks,10.74%,Rise by 11.81%,116.82%,Normal Case,
2017-04-16,111.22,2017-06-25,124.01,2017-03-26,Buy,10 Weeks,11.5%,Rise by 12.57%,128.32%,Normal Case,
2017-04-23,114.27,2017-06-25,124.01,2017-04-09,Buy,9 Weeks,8.52%,Rise by 53.29%,136.85%,Normal Case,
2017-05-21,117.58,2017-08-13,128.55,2017-04-30,Buy,12 Weeks,9.33%,Rise by 55.84%,146.18%,Normal Case,
2017-07-02,121.45,2017-11-19,149.02,2015-11-29,Buy,20 Weeks,22.7%,Rise by 50.88%,168.88%,Tangent Case,
2017-07-02,121.45,2017-11-19,149.02,2017-06-18,Buy,20 Weeks,22.7%,Rise by 50.88%,191.58%,Normal Case,
2017-08-13,128.55,2017-11-19,149.02,2017-08-06,Buy,14 Weeks,15.92%,Rise by 42.54%,207.5%,Normal Case,
2017-08-20,131.14,2017-11-19,149.02,2017-08-13,Buy,13 Weeks,13.63%,Rise by 39.73%,221.13%,Normal Case,
2017-08-27,132.75,2017-11-19,149.02,2017-08-20,Buy,12 Weeks,12.26%,Rise by 38.03%,233.39%,Normal Case,
2017-10-29,148.52,2018-02-18,175.65,2017-10-22,Buy,16 Weeks,18.27%,Rise by 23.38%,251.66%,Normal Case,
