Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2013-03-31,156.34,2015-03-29,253.66,519 days,62.250000%,62.250000%,Rise by 14.960000%,62.250000%,
Buy,2016-02-28,240.25,2021-03-28,745.65,1324 days,210.360000%,210.360000%,Rise by 23.500000%,272.620000%,
Buy,2022-05-08,658.8,2025-01-12,828.38,699 days,25.740000%,25.740000%,Rise by 13.740000%,298.360000%,
