Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-08-06,56.17,2020-08-13,58.18,Buy,4 days,Rise by 1.010000%,3.58
2020-08-17,57.21,2020-08-24,56.48,Sell,4 days,Fall by 4.130000%,1.28
2020-08-20,56.04,2020-08-26,56.71,Sell,3 days,Fall by 2.120000%,-1.2
2020-08-31,56.37,2020-09-10,55.19,Sell,7 days,Fall by 3.970000%,2.09
2020-09-04,55.34,2020-09-23,54.13,Sell,12 days,Fall by 2.190000%,2.19
2020-11-04,56.53,2020-11-12,60.87,Buy,5 days,Rise by 21.550000%,7.68
2020-11-10,61.35,2020-11-19,62.99,Buy,6 days,Rise by 12.000000%,2.67
2021-05-06,79.26,2021-05-28,81.32,Buy,15 days,Rise by 3.310000%,2.6
2021-05-14,79.76,2021-06-01,80.88,Buy,11 days,Rise by 2.660000%,1.4
2021-08-31,78.15,2021-09-27,79.09,Sell,18 days,Fall by 1.830000%,-1.2
2021-09-24,78.25,2021-10-19,80.98,Buy,16 days,Rise by 6.070000%,3.49
2021-10-20,81.85,2021-11-08,82.65,Buy,12 days,Rise by 14.040000%,0.98
2021-11-11,82.68,2021-12-01,82.51,Sell,13 days,Fall by 3.510000%,0.21
2021-12-07,85.46,2021-12-15,86.68,Buy,5 days,Rise by 9.220000%,1.43
2022-03-31,89.6,2022-04-11,86.96,Sell,6 days,Fall by 10.070000%,2.95
2022-04-01,89.07,2022-04-11,86.96,Sell,5 days,Fall by 9.910000%,2.37
2022-04-14,85.16,2022-04-21,86.42,Sell,4 days,Fall by 5.780000%,-1.48
2022-04-22,85.06,2022-04-29,81.35,Sell,4 days,Fall by 5.670000%,4.36
2022-08-16,81.62,2023-02-21,71.82,Buy,134 days,Rise by -11.030000%,-12.01
2022-10-05,66.56,2022-11-15,69.55,Buy,28 days,Rise by 7.360000%,4.49
2022-12-15,65.5,2022-12-21,65.86,Sell,3 days,Fall by 0.430000%,-0.55
2023-01-05,66.52,2023-01-11,67.74,Buy,3 days,Rise by 11.490000%,1.83
2023-01-13,69.19,2023-01-31,72.03,Buy,11 days,Rise by 7.180000%,4.1
2023-01-17,69.65,2023-01-31,72.03,Buy,9 days,Rise by 6.480000%,3.42
2023-03-03,69.96,2024-01-05,63.41,Buy,219 days,Rise by -2.700000%,-9.36
2023-03-08,68.71,2023-03-14,66.0,Sell,3 days,Fall by 4.440000%,3.94
2023-04-11,68.07,2023-04-19,69.01,Buy,5 days,Rise by -1.130000%,1.38
2023-05-10,66.09,2023-05-29,67.3,Sell,12 days,Fall by 0.790000%,-1.83
2023-06-27,64.58,2023-07-18,66.28,Buy,14 days,Rise by 4.150000%,2.63
2023-07-19,67.02,2024-01-05,63.41,Buy,121 days,Rise by -2.300000%,-5.39
2023-07-20,67.21,2024-01-05,63.41,Buy,120 days,Rise by -2.570000%,-5.65
2023-08-03,64.24,2023-08-18,62.42,Sell,10 days,Fall by 4.080000%,2.83
2023-08-18,62.42,2023-08-29,64.52,Sell,6 days,Fall by 6.840000%,-3.36
2023-09-27,61.55,2023-10-04,59.12,Sell,4 days,Fall by 9.980000%,3.95
2023-10-20,56.68,2023-10-30,56.17,Sell,5 days,Fall by -1.570000%,0.9
2023-12-14,63.17,2024-02-21,63.9,Buy,48 days,Rise by 10.920000%,1.16
2024-02-12,63.78,2024-03-01,65.98,Buy,13 days,Rise by 9.860000%,3.45
2024-02-16,63.86,2024-03-01,65.98,Buy,9 days,Rise by 9.720000%,3.32
2024-04-11,66.98,2024-04-19,64.28,Sell,5 days,Fall by 5.720000%,4.03
2024-04-15,65.47,2024-04-19,64.28,Sell,3 days,Fall by 2.990000%,1.82
2024-05-27,65.59,2024-09-03,67.8,Buy,70 days,Rise by -0.020000%,3.37
2024-06-14,63.7,2024-06-24,62.84,Sell,5 days,Fall by 3.300000%,1.35
2024-06-20,62.01,2024-07-10,63.08,Sell,13 days,Fall by 0.660000%,-1.73
2024-07-11,63.88,2024-07-17,64.84,Buy,3 days,Rise by 15.560000%,1.5
2024-07-22,64.06,2024-07-29,63.63,Sell,4 days,Fall by 4.010000%,0.67
2024-08-26,65.6,2024-09-03,67.8,Buy,5 days,Rise by 12.530000%,3.35
2024-11-13,75.04,2024-11-18,77.43,Sell,2 days,Fall by -2.750000%,-3.18
2024-12-19,76.9,2025-01-10,74.1,Sell,15 days,Fall by 5.330000%,3.64
2025-01-08,74.33,2025-01-16,74.43,Sell,5 days,Fall by 3.310000%,-0.13
2025-03-28,68.36,2025-04-04,66.54,Sell,4 days,Fall by -9.230000%,2.66
2025-04-08,63.56,2025-04-09,65.61,Sell,0 days,Fall by -17.480000%,-3.23
2025-04-25,67.65,2025-05-01,69.0,Buy,3 days,Rise by 11.310000%,2.0
2025-04-28,68.03,2025-05-06,68.91,Buy,5 days,Rise by 10.690000%,1.29
2025-04-29,68.53,2025-05-06,68.91,Buy,4 days,Rise by 9.880000%,0.55
2025-08-12,77.71,2025-08-18,78.53,Buy,3 days,Rise by 17.300000%,1.06
2025-08-27,85.13,2025-09-08,88.3,Buy,7 days,Rise by 7.070000%,3.72
