Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-06-22,19.38,2020-06-30,20.19,Sell,5 days,Fall by -4.540000%,-4.18
2020-08-03,20.8,2020-08-18,21.5,Sell,10 days,Fall by 10.630000%,-3.37
2020-08-07,20.52,2020-08-18,21.5,Sell,6 days,Fall by 10.820000%,-4.78
2020-11-09,15.45,2021-10-27,6.33,Buy,251 days,Rise by -11.330000%,-59.03
2020-12-03,13.7,2020-12-22,11.49,Sell,12 days,Fall by 19.710000%,16.13
2021-02-11,10.79,2021-02-19,11.17,Sell,5 days,Fall by 13.440000%,-3.52
2021-02-22,11.34,2021-10-27,6.33,Buy,176 days,Rise by -12.520000%,-44.18
2021-04-14,8.95,2021-10-27,6.33,Buy,139 days,Rise by -14.530000%,-29.27
2021-06-15,6.56,2021-07-07,7.43,Buy,15 days,Rise by 16.310000%,13.26
2021-07-02,7.01,2021-07-08,7.63,Buy,3 days,Rise by -11.270000%,8.84
2021-07-08,7.63,2021-10-27,6.33,Buy,78 days,Rise by -12.450000%,-17.04
2021-08-27,6.09,2021-09-09,5.64,Sell,8 days,Fall by 9.200000%,7.39
2021-09-16,5.68,2021-09-23,5.82,Sell,4 days,Fall by -8.100000%,-2.46
2021-09-20,5.55,2021-09-23,5.82,Sell,2 days,Fall by -10.630000%,-4.86
2021-10-14,7.22,2022-08-10,5.21,Buy,213 days,Rise by -10.530000%,-27.84
2022-01-06,5.74,2022-01-24,5.45,Sell,11 days,Fall by 5.050000%,5.05
2022-01-28,5.56,2022-02-09,5.83,Sell,7 days,Fall by 0.900000%,-4.86
2022-02-09,5.83,2022-08-10,5.21,Buy,129 days,Rise by 0.340000%,-10.63
2022-02-15,5.51,2022-02-21,6.31,Sell,3 days,Fall by 0.540000%,-14.52
2022-03-25,5.81,2022-08-10,5.21,Buy,97 days,Rise by -13.770000%,-10.33
2022-06-28,5.01,2022-08-08,5.46,Buy,28 days,Rise by 12.380000%,8.98
2022-07-21,4.98,2022-08-08,5.46,Buy,11 days,Rise by 13.050000%,9.64
2022-12-12,7.02,2022-12-29,7.41,Buy,12 days,Rise by 9.400000%,5.56
2022-12-14,7.34,2023-01-10,7.48,Buy,18 days,Rise by 4.630000%,1.91
2023-02-16,7.32,2023-02-17,7.75,Sell,0 days,Fall by 12.160000%,-5.87
2023-02-21,6.79,2023-02-23,7.14,Sell,1 days,Fall by 10.310000%,-5.15
2023-03-17,6.78,2023-03-23,6.29,Sell,3 days,Fall by 10.180000%,7.23
2023-06-23,5.37,2023-06-30,5.35,Sell,4 days,Fall by 12.850000%,0.37
2023-07-12,5.43,2023-07-20,5.5,Buy,5 days,Rise by 3.500000%,1.29
2023-08-01,5.51,2024-01-04,4.41,Buy,111 days,Rise by -15.060000%,-19.96
2023-08-08,5.57,2024-01-04,4.41,Buy,106 days,Rise by -13.290000%,-20.83
2023-09-15,4.88,2024-01-04,4.41,Buy,78 days,Rise by -6.150000%,-9.63
2023-09-25,4.64,2024-01-04,4.41,Buy,72 days,Rise by -1.290000%,-4.96
2023-11-20,4.46,2023-12-28,4.61,Buy,27 days,Rise by 4.260000%,3.36
2023-12-08,4.41,2023-12-28,4.61,Buy,13 days,Rise by 5.440000%,4.54
2023-12-18,4.38,2023-12-27,4.65,Buy,6 days,Rise by 42.010000%,6.16
2023-12-20,4.54,2023-12-29,4.6,Buy,6 days,Rise by 37.000000%,1.32
2024-01-18,4.51,2024-01-25,4.95,Buy,4 days,Rise by 37.920000%,9.76
2024-02-02,5.35,2024-02-13,5.55,Buy,6 days,Rise by 16.260000%,3.74
2024-02-22,6.22,2024-03-13,6.34,Buy,13 days,Rise by 4.980000%,1.93
2024-05-09,6.81,2024-05-22,7.39,Buy,8 days,Rise by 16.740000%,8.52
2024-05-13,6.84,2024-05-23,7.65,Buy,7 days,Rise by 16.230000%,11.84
2024-05-24,7.76,2025-01-28,6.49,Buy,176 days,Rise by -10.440000%,-16.37
2024-08-05,7.49,2024-08-09,7.38,Sell,3 days,Fall by 16.290000%,1.47
2024-09-27,6.79,2024-10-08,6.86,Buy,6 days,Rise by 5.600000%,1.03
2024-12-18,6.33,2025-01-23,6.53,Buy,25 days,Rise by 3.160000%,3.16
2024-12-19,6.43,2025-02-18,8.12,Buy,42 days,Rise by 1.560000%,26.28
2025-02-17,7.86,2025-02-24,8.39,Buy,4 days,Rise by 23.660000%,6.74
2025-04-24,8.89,2025-05-12,9.07,Buy,11 days,Rise by 3.150000%,2.02
2025-08-25,9.88,2025-09-01,10.68,Buy,4 days,Rise by 5.260000%,8.1
2025-10-01,10.38,2025-10-01,10.38,Buy,0 days,Rise by 3.080000%,0.0
