Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-07-30 - 2020-08-05,4 days,2020-08-07,1.3318,2024-11-14,1.3993,1114 days,5.1%,Rise by 0.5%,5.1%
Buy,2020-08-21 - 2020-08-28,5 days,2020-09-02,1.3053,2022-09-27,1.3711,539 days,5.0%,Rise by 2.54%,10.1%
Sell,2020-09-11 - 2020-09-17,4 days,2020-09-28,1.3379,2020-10-02,1.3284,4 days,0.7%,Fall by 2.78%,10.8%
Sell,2020-09-28 - 2020-09-30,2 days,2020-10-06,1.3257,2020-10-14,1.3142,6 days,0.9%,Fall by 1.89%,11.7%
Buy,2020-10-14 - 2020-10-21,5 days,2020-10-26,1.3147,2022-10-13,1.3816,513 days,5.1%,Rise by -1.93%,16.8%
Buy,2020-11-06 - 2020-11-09,1 days,2020-11-11,1.3031,2022-09-27,1.3711,489 days,5.2%,Rise by -1.06%,22.0%
Buy,2020-12-09 - 2020-12-16,5 days,2020-12-18,1.2731,2022-09-22,1.3479,459 days,5.9%,Rise by 0.9%,27.9%
Buy,2021-05-04 - 2021-05-11,5 days,2021-05-13,1.2121,2021-07-20,1.2746,48 days,5.2%,Rise by 2.71%,33.0%
Buy,2021-05-25 - 2021-06-01,5 days,2021-06-04,1.2107,2021-07-20,1.2746,32 days,5.3%,Rise by 5.28%,38.3%
Sell,2021-11-09 - 2021-11-12,3 days,2021-11-25,1.2662,2021-12-01,1.2774,4 days,-0.9%,Fall by 1.3%,37.4%
Sell,2021-11-24 - 2021-11-26,2 days,2021-12-07,1.2762,2021-12-09,1.2652,2 days,0.9%,Fall by 2.07%,38.3%
Sell,2021-12-06 - 2021-12-15,7 days,2021-12-22,1.2923,2021-12-28,1.2787,4 days,1.1%,Fall by 3.29%,39.3%
Sell,2022-02-23 - 2022-02-24,1 days,2022-03-01,1.2666,2022-03-08,1.2801,5 days,-1.1%,Fall by 1.45%,38.3%
Buy,2022-03-29 - 2022-04-05,5 days,2022-04-22,1.2589,2022-09-16,1.3247,105 days,5.2%,Rise by 3.51%,43.5%
Sell,2022-05-11 - 2022-05-12,1 days,2022-05-17,1.285,2022-05-24,1.2787,5 days,0.5%,Fall by 2.44%,44.0%
Sell,2022-06-16 - 2022-06-17,1 days,2022-06-28,1.2869,2022-07-05,1.2857,5 days,0.1%,Fall by 0.82%,44.1%
Buy,2022-08-01 - 2022-08-11,8 days,2022-08-18,1.2918,2024-11-14,1.3993,585 days,8.3%,Rise by 7.25%,52.4%
Sell,2022-09-02 - 2022-09-07,3 days,2022-09-12,1.3023,2022-09-14,1.3163,2 days,-1.1%,Fall by -1.77%,51.3%
Sell,2022-09-23 - 2022-09-26,1 days,2022-09-30,1.3674,2022-10-06,1.3598,4 days,0.6%,Fall by 3.07%,51.9%
Buy,2023-01-03 - 2023-01-05,2 days,2023-01-10,1.3394,2024-11-18,1.4086,484 days,5.2%,Rise by 3.26%,57.0%
Sell,2023-02-23 - 2023-02-24,1 days,2023-03-14,1.3735,2023-03-15,1.3689,1 days,0.3%,Fall by 2.88%,57.4%
Buy,2023-03-31 - 2023-04-04,2 days,2023-04-06,1.3454,2024-12-09,1.4148,437 days,5.2%,Rise by 1.32%,62.5%
Buy,2023-04-06 - 2023-04-14,6 days,2023-04-18,1.3392,2024-12-13,1.4217,433 days,6.2%,Rise by 1.79%,68.7%
Buy,2023-06-12 - 2023-06-14,2 days,2023-06-20,1.321,2023-11-01,1.3877,96 days,5.0%,Rise by 1.17%,73.7%
Buy,2023-06-26 - 2023-07-14,14 days,2023-07-18,1.3202,2023-07-18,1.3202,0 days,0.0%,Rise by 3.65%,73.7%
Sell,2023-08-07 - 2023-08-08,1 days,2023-08-22,1.3543,2023-08-31,1.3535,7 days,0.1%,Fall by 0.74%,73.8%
Sell,2023-08-18 - 2023-08-23,3 days,2023-08-31,1.3535,2023-09-08,1.3684,6 days,-1.1%,Fall by 0.68%,72.7%
Buy,2023-12-04 - 2023-12-22,14 days,2023-12-26,1.325,2023-12-26,1.325,0 days,0.0%,Rise by 2.38%,72.7%
Sell,2024-02-07 - 2024-02-13,4 days,2024-02-16,1.3465,2024-03-06,1.359,13 days,-0.9%,Fall by 0.1%,71.8%
Sell,2024-02-16 - 2024-02-21,3 days,2024-03-07,1.3513,2024-03-11,1.3484,2 days,0.2%,Fall by -1.06%,72.0%
Sell,2024-03-27 - 2024-04-05,7 days,2024-04-18,1.3772,2024-04-25,1.3704,5 days,0.5%,Fall by 1.27%,72.5%
Sell,2024-07-31 - 2024-08-05,3 days,2024-08-08,1.3755,2024-08-12,1.3736,2 days,0.1%,Fall by 2.23%,72.6%
Buy,2024-08-22 - 2024-08-28,4 days,2024-08-30,1.3489,2024-12-10,1.4172,72 days,5.1%,Rise by 0.9%,77.7%
Sell,2024-10-28 - 2024-10-31,3 days,2024-11-05,1.3901,2024-11-08,1.3867,3 days,0.2%,Fall by -2.89%,77.9%
Sell,2024-11-18 - 2024-11-26,6 days,2024-12-23,1.4361,2024-12-26,1.4354,3 days,0.0%,Fall by 0.4%,78.0%
Sell,2024-12-20 - 2025-01-03,10 days,2025-01-15,1.4352,2025-01-16,1.4326,1 days,0.2%,Fall by 1.23%,78.2%
Sell,2025-03-04 - 2025-03-11,5 days,2025-03-14,1.4426,2025-03-19,1.4299,3 days,0.9%,Fall by 4.55%,79.0%
Buy,2025-05-01 - 2025-05-02,1 days,2025-05-08,1.3834,2025-05-08,1.3834,0 days,0.0%,Rise by -0.69%,79.0%
