Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2022-07-06,30.8276,2022-10-13,37.58,Buy,71 Days,-4.54,Rise by 4.48%,21.9%,21.9%,
2023-01-03,35.645,2023-04-19,40.95,Buy,76 Days,-3.2,Rise by 14.57%,14.88%,36.79%,
2023-06-01,36.91,2023-08-24,40.775,Buy,60 Days,-4.93,Rise by 1.96%,10.47%,47.26%,
2025-03-03,38.75,2025-06-23,44.12,Buy,80 Days,-4.03,Rise by 13.88%,13.86%,61.12%,
2025-05-01,40.0,2025-09-22,44.4,Buy,102 Days,-4.59,Rise by 12.32%,11.0%,72.12%,
2025-08-01,42.72,2025-10-01,44.26,Buy,43 Days,-3.66,Rise by 0.82%,3.6%,75.72%,
