Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-22 - 2020-01-23,1 days,2020-01-28,15.47,2020-02-04,14.58,5 days,5.8%,Fall by 2.91%,5.8%,
Sell,2020-02-20 - 2020-02-27,5 days,2020-03-10,16.1,2020-03-16,15.21,4 days,5.5%,Fall by -15.53%,11.3%,
Buy,2020-03-11 - 2020-03-20,7 days,2020-03-24,16.09,2020-04-01,17.3,6 days,7.5%,Rise by 26.35%,18.8%,
Buy,2020-03-16 - 2020-03-17,1 days,2020-03-31,17.19,2020-04-14,18.35,10 days,6.7%,Rise by 18.27%,25.5%,
Sell,2020-04-08 - 2020-04-20,8 days,2020-04-24,19.7,2020-04-28,20.33,2 days,-3.2%,Fall by 5.58%,22.4%,
Sell,2020-04-28 - 2020-05-19,15 days,2020-05-22,18.82,2020-06-04,19.35,9 days,-2.8%,Fall by 11.53%,19.5%,
Sell,2020-07-07 - 2020-07-08,1 days,2020-07-24,20.84,2020-07-28,20.75,2 days,0.4%,Fall by 10.8%,20.0%,
Sell,2020-07-23 - 2020-07-30,5 days,2020-08-10,20.73,2020-08-11,20.58,1 days,0.7%,Fall by 10.32%,20.7%,
Buy,2020-08-11 - 2020-08-20,7 days,2020-08-27,20.11,2020-09-09,17.84,9 days,-11.3%,Rise by -11.88%,9.4%,
Buy,2020-09-02 - 2020-09-08,4 days,2020-09-10,17.88,2020-09-29,15.84,13 days,-11.4%,Rise by -11.41%,-2.0%,
Buy,2020-09-09 - 2020-09-18,7 days,2020-10-02,15.2,2020-12-18,11.0,55 days,-27.6%,Rise by 2.96%,-29.6%,
Buy,2020-10-02 - 2020-10-29,19 days,2020-11-05,14.35,2020-12-18,11.0,31 days,-23.3%,Rise by -23.34%,-53.0%,
Sell,2020-11-11 - 2020-11-18,5 days,2020-11-23,14.36,2020-11-26,14.72,3 days,-2.5%,Fall by 23.4%,-55.5%,
Buy,2021-03-03 - 2021-03-05,2 days,2021-03-15,9.52,2021-03-30,8.54,11 days,-10.3%,Rise by -11.55%,-65.8%,
Buy,2021-03-24 - 2021-03-30,4 days,2021-04-07,8.56,2021-04-27,7.46,14 days,-12.9%,Rise by -12.85%,-78.6%,
Buy,2021-05-17 - 2021-05-19,2 days,2021-05-21,6.03,2021-06-15,6.56,17 days,8.8%,Rise by 11.94%,-69.8%,
Sell,2021-06-16 - 2021-06-21,3 days,2021-06-24,6.56,2021-06-25,6.75,1 days,-2.9%,Fall by 6.1%,-72.7%,
Sell,2021-07-09 - 2021-07-12,1 days,2021-07-15,7.35,2021-07-29,6.52,10 days,11.3%,Fall by 13.06%,-61.4%,
