Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-12-23 - 2019-12-27,4 days,2020-01-06,247.54,2020-01-07,247.51,1 days,0.0%,Fall by 12.07%,0.0%,
Sell,2020-01-21 - 2020-01-22,1 days,2020-01-31,254.18,2020-02-04,264.1,2 days,-3.9%,Fall by 14.37%,-3.9%,
Sell,2020-02-14 - 2020-02-19,3 days,2020-02-24,253.85,2020-03-02,248.02,5 days,2.3%,Fall by 13.56%,-1.6%,
Buy,2020-02-27 - 2020-03-12,10 days,2020-03-19,195.0,2020-03-26,217.53,5 days,11.6%,Rise by 58.04%,10.0%,
Sell,2020-04-14 - 2020-04-17,3 days,2020-05-01,235.05,2020-05-05,241.62,2 days,-2.8%,Fall by -19.49%,7.2%,
Sell,2020-06-03 - 2020-06-10,5 days,2020-06-15,267.49,2020-06-18,274.4,3 days,-2.6%,Fall by -5.0%,4.6%,
Sell,2020-07-13 - 2020-07-21,6 days,2020-07-24,280.86,2020-07-30,288.48,4 days,-2.7%,Fall by -5.38%,1.9%,
Sell,2020-09-01 - 2020-09-02,1 days,2020-09-08,299.64,2020-09-09,309.1,1 days,-3.2%,Fall by 0.55%,-1.3%,
Buy,2020-09-10 - 2020-09-21,7 days,2020-09-25,304.36,2020-10-12,331.52,11 days,8.9%,Rise by 25.05%,7.6%,
Sell,2020-10-09 - 2020-10-12,1 days,2020-10-15,326.82,2020-10-16,325.78,1 days,0.3%,Fall by -5.55%,8.0%,
Sell,2020-12-17 - 2020-12-18,1 days,2020-12-24,352.88,2021-01-05,350.77,8 days,0.6%,Fall by 3.82%,8.6%,
Sell,2021-02-08 - 2021-02-16,6 days,2021-02-23,362.63,2021-03-02,361.75,5 days,0.2%,Fall by 2.96%,8.8%,
Sell,2021-04-09 - 2021-04-16,5 days,2021-04-21,382.95,2021-04-22,379.39,1 days,0.9%,Fall by 8.11%,9.7%,
Buy,2021-05-04 - 2021-05-06,2 days,2021-05-13,355.88,2021-06-04,375.7,16 days,5.6%,Rise by 17.21%,15.3%,
Sell,2021-06-14 - 2021-06-17,3 days,2021-07-01,398.9,2021-07-14,409.72,9 days,-2.7%,Fall by -2.28%,12.6%,
Sell,2021-06-30 - 2021-07-07,5 days,2021-07-16,402.28,2021-07-23,414.73,5 days,-3.1%,Fall by -1.42%,9.5%,
