Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2019-12-26 - 2020-01-14,13 days,2020-01-21,1.3006,2020-03-19,1.1625,42 days,-10.6%,Rise by 0.72%,-10.6%
Buy,2020-02-11 - 2020-02-20,7 days,2020-02-24,1.2954,2020-03-19,1.1625,18 days,-10.3%,Rise by -10.26%,-20.9%
Buy,2020-03-04 - 2020-03-17,9 days,2020-03-20,1.1494,2020-04-15,1.2626,18 days,9.8%,Rise by 9.85%,-11.0%
Sell,2020-04-15 - 2020-04-30,11 days,2020-05-07,1.2326,2020-05-19,1.22,8 days,1.0%,Fall by 0.12%,-10.0%
Sell,2020-07-13 - 2020-07-21,6 days,2020-08-04,1.3079,2020-08-10,1.3052,4 days,0.2%,Fall by 2.77%,-9.8%
Sell,2020-08-07 - 2020-08-19,8 days,2020-09-03,1.3351,2020-09-14,1.2807,7 days,4.1%,Fall by 4.75%,-5.7%
Sell,2020-11-26 - 2020-12-04,6 days,2020-12-11,1.3306,2020-12-17,1.3503,4 days,-1.5%,Fall by -3.89%,-7.2%
Sell,2021-01-04 - 2021-01-21,13 days,2021-02-03,1.3659,2021-02-15,1.3872,8 days,-1.6%,Fall by -1.21%,-8.8%
Sell,2021-02-23 - 2021-02-24,1 days,2021-03-01,1.3973,2021-03-03,1.3955,2 days,0.1%,Fall by 2.03%,-8.6%
Sell,2021-05-19 - 2021-05-21,2 days,2021-06-07,1.4164,2021-06-16,1.4082,7 days,0.6%,Fall by 2.85%,-8.1%
Buy,2021-09-23 - 2021-09-30,5 days,2021-10-04,1.3571,2022-05-13,1.2206,159 days,-10.1%,Rise by 1.86%,-18.1%
Buy,2021-11-03 - 2021-11-05,2 days,2021-11-15,1.3417,2022-06-15,1.2013,152 days,-10.5%,Rise by 2.21%,-28.6%
Buy,2021-11-15 - 2021-11-26,9 days,2021-12-01,1.3296,2022-07-06,1.1949,155 days,-10.1%,Rise by 3.14%,-38.7%
Sell,2022-01-10 - 2022-01-13,3 days,2022-01-18,1.3648,2022-01-19,1.36,1 days,0.4%,Fall by 4.66%,-38.4%
Buy,2022-05-13 - 2022-06-15,23 days,2022-06-17,1.2355,2022-09-26,1.0797,71 days,-12.6%,Rise by -0.82%,-51.0%
Buy,2022-09-05 - 2022-09-16,9 days,2022-09-20,1.1443,2023-04-05,1.2498,141 days,9.2%,Rise by 1.7%,-41.8%
Sell,2022-11-28 - 2022-12-01,3 days,2022-12-07,1.2133,2022-12-14,1.2357,5 days,-1.8%,Fall by 1.82%,-43.6%
Sell,2023-01-12 - 2023-01-18,4 days,2023-01-25,1.2329,2023-02-01,1.2309,5 days,0.2%,Fall by 4.06%,-43.4%
Buy,2023-02-08 - 2023-02-17,7 days,2023-02-22,1.2109,2023-07-13,1.2996,101 days,7.3%,Rise by 3.44%,-36.1%
Sell,2023-03-23 - 2023-03-31,6 days,2023-04-06,1.2463,2023-04-11,1.2392,3 days,0.6%,Fall by 1.16%,-35.5%
Sell,2023-05-08 - 2023-05-10,2 days,2023-05-15,1.2451,2023-05-29,1.2347,10 days,0.8%,Fall by -1.76%,-34.7%
Sell,2023-06-20 - 2023-07-12,16 days,2023-07-20,1.294,2023-07-25,1.2813,3 days,1.0%,Fall by 2.09%,-33.7%
Buy,2023-08-01 - 2023-08-03,2 days,2023-08-07,1.2748,2024-09-25,1.3427,297 days,5.3%,Rise by -3.39%,-28.4%
Buy,2023-08-15 - 2023-08-25,8 days,2023-08-30,1.2637,2025-06-26,1.3692,476 days,8.3%,Rise by -2.54%,-20.0%
Buy,2023-09-19 - 2023-09-28,7 days,2023-10-05,1.2137,2024-07-18,1.3007,205 days,7.2%,Rise by 5.47%,-12.9%
Sell,2023-11-30 - 2023-12-22,16 days,2024-01-01,1.273,2024-01-03,1.2623,2 days,0.8%,Fall by 1.54%,-12.0%
Sell,2024-02-28 - 2024-03-08,7 days,2024-03-13,1.2796,2024-03-15,1.2746,2 days,0.4%,Fall by 3.49%,-11.6%
Buy,2024-04-17 - 2024-04-22,3 days,2024-04-24,1.2453,2024-08-22,1.3093,86 days,5.1%,Rise by 2.87%,-6.5%
Sell,2024-05-20 - 2024-05-22,2 days,2024-05-30,1.2698,2024-06-17,1.2683,12 days,0.1%,Fall by 0.6%,-6.4%
Sell,2024-08-28 - 2024-09-25,20 days,2024-09-30,1.3383,2024-10-08,1.3085,6 days,2.2%,Fall by 6.35%,-4.2%
Buy,2024-10-15 - 2024-10-17,2 days,2024-10-25,1.2973,2025-06-13,1.3628,165 days,5.0%,Rise by -1.49%,0.9%
Buy,2024-10-24 - 2024-10-31,5 days,2024-11-07,1.2883,2025-05-26,1.3536,142 days,5.1%,Rise by -0.8%,6.0%
Buy,2024-11-19 - 2024-11-22,3 days,2024-12-03,1.2659,2025-04-22,1.338,100 days,5.7%,Rise by 2.78%,11.6%
Sell,2025-05-28 - 2025-06-05,6 days,2025-06-10,1.3557,2025-06-11,1.3508,1 days,0.4%,Fall by 2.56%,12.0%
Buy,2025-09-30 - 2025-10-14,10 days,2025-10-16,1.3404,2025-10-16,1.3404,0 days,0.0%,Rise by -1.87%,12.0%
