Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-02-13 - 2020-02-20,5 days,2020-02-25,110.857,2020-02-26,110.286,1 days,0.5%,Fall by 3.39%,0.5%,
Sell,2020-03-24 - 2020-03-25,1 days,2020-03-30,107.413,2020-04-02,107.257,3 days,0.1%,Fall by 0.29%,0.7%,
Buy,2020-06-22 - 2020-06-23,1 days,2020-06-25,107.044,2021-10-12,113.388,338 days,5.9%,Rise by -0.05%,6.6%,
Buy,2020-07-30 - 2020-07-31,1 days,2020-08-20,106.079,2021-07-02,111.572,226 days,5.2%,Rise by -0.06%,11.8%,
Buy,2020-12-22 - 2021-01-04,9 days,2021-01-07,103.024,2021-10-12,113.388,198 days,10.1%,Rise by 7.5%,21.8%,
Sell,2021-05-17 - 2021-06-01,11 days,2021-06-08,109.274,2021-07-02,111.572,18 days,-2.1%,Fall by 0.26%,19.7%,
Sell,2021-06-28 - 2021-07-02,4 days,2021-07-07,110.602,2021-07-09,109.801,2 days,0.7%,Fall by 1.46%,20.4%,
Buy,2021-07-20 - 2021-08-04,11 days,2021-08-06,109.752,2022-03-25,122.346,165 days,11.5%,Rise by 0.5%,31.9%,
Sell,2022-01-03 - 2022-01-04,1 days,2022-01-07,115.865,2022-01-11,115.278,2 days,0.5%,Fall by 1.08%,32.4%,
Sell,2022-03-25 - 2022-03-28,1 days,2022-03-31,122.021,2022-04-01,121.756,1 days,0.2%,Fall by -3.89%,32.6%,
Sell,2022-06-13 - 2022-06-15,2 days,2022-06-24,134.84,2022-07-12,137.388,12 days,-1.9%,Fall by 2.42%,30.8%,
Sell,2022-09-01 - 2022-09-07,4 days,2022-09-12,142.596,2022-09-23,142.28,9 days,0.2%,Fall by 5.7%,31.0%,
Sell,2022-10-20 - 2022-10-21,1 days,2022-10-26,147.98,2022-10-28,146.274,2 days,1.2%,Fall by 9.13%,32.1%,
Buy,2022-11-16 - 2022-11-28,8 days,2022-11-30,138.745,2023-10-03,149.851,219 days,8.0%,Rise by -0.98%,40.1%,
Sell,2023-03-01 - 2023-03-02,1 days,2023-03-10,136.395,2023-03-14,133.114,2 days,2.4%,Fall by -1.23%,42.5%,
Sell,2023-04-20 - 2023-05-02,8 days,2023-06-01,139.127,2023-06-02,138.748,1 days,0.3%,Fall by 0.76%,42.8%,
Sell,2023-05-30 - 2023-06-23,18 days,2023-07-04,144.584,2023-07-17,138.682,9 days,4.1%,Fall by -3.13%,46.9%,
Sell,2023-08-17 - 2023-08-29,8 days,2023-09-11,147.113,2023-09-12,146.678,1 days,0.3%,Fall by -1.36%,47.2%,
Sell,2023-10-02 - 2023-10-03,1 days,2023-10-10,148.327,2023-11-01,151.294,16 days,-2.0%,Fall by -0.53%,45.2%,
Sell,2023-10-25 - 2023-10-26,1 days,2023-11-02,150.575,2023-11-06,149.449,2 days,0.7%,Fall by 6.39%,45.9%,
Sell,2024-02-27 - 2024-02-28,1 days,2024-03-05,150.466,2024-03-12,146.732,5 days,2.5%,Fall by -1.71%,48.4%,
Sell,2024-03-26 - 2024-03-27,1 days,2024-04-05,151.292,2024-04-16,154.206,7 days,-1.9%,Fall by -1.16%,46.5%,
Sell,2024-04-23 - 2024-04-29,4 days,2024-05-03,153.045,2024-05-14,156.233,7 days,-2.1%,Fall by -1.36%,44.4%,
Sell,2024-06-25 - 2024-06-26,1 days,2024-07-05,161.358,2024-07-09,160.857,2 days,0.3%,Fall by 10.3%,44.7%,
Buy,2024-07-16 - 2024-07-18,2 days,2024-07-26,153.697,2024-07-26,153.697,0 days,0.0%,Rise by 1.8%,44.7%,
Buy,2024-07-30 - 2024-08-01,2 days,2024-08-06,145.79,2024-10-29,153.179,60 days,5.1%,Rise by 7.32%,49.8%,
Buy,2024-08-28 - 2024-09-06,7 days,2024-09-12,142.59,2024-10-24,152.769,30 days,7.1%,Rise by 9.73%,56.9%,
Sell,2024-10-18 - 2024-10-23,3 days,2024-10-30,153.274,2024-11-05,152.276,4 days,0.7%,Fall by 2.46%,57.6%,
Sell,2025-01-09 - 2025-01-10,1 days,2025-01-16,156.255,2025-01-22,155.774,4 days,0.3%,Fall by 3.24%,57.9%,
Buy,2025-02-11 - 2025-02-19,6 days,2025-03-03,150.771,2025-03-03,150.771,0 days,0.0%,Rise by 0.05%,57.9%,
Sell,2025-06-20 - 2025-06-23,1 days,2025-06-27,144.694,2025-07-02,143.402,3 days,0.9%,Fall by -1.45%,58.8%,
Sell,2025-07-16 - 2025-08-01,12 days,2025-08-14,147.12,2025-09-01,147.097,12 days,0.0%,Fall by 0.48%,58.8%,
