Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-02-14 - 2020-02-20,4 days,2020-02-25,302.89,2020-03-03,292.0,5 days,3.6%,Fall by 20.27%,3.6%,
Buy,2020-02-27 - 2020-03-12,10 days,2020-03-17,237.88,2020-03-20,211.42,3 days,-11.1%,Rise by 13.9%,-7.5%,
Sell,2020-04-14 - 2020-04-29,11 days,2020-05-04,269.26,2020-05-07,278.47,3 days,-3.4%,Fall by -8.17%,-10.9%,
Sell,2020-06-09 - 2020-06-10,1 days,2020-06-15,297.17,2020-06-18,304.85,3 days,-2.6%,Fall by -9.21%,-13.5%,
Sell,2020-07-06 - 2020-07-07,1 days,2020-07-10,295.68,2020-07-15,305.72,3 days,-3.4%,Fall by -9.76%,-16.9%,
Sell,2020-08-07 - 2020-08-11,2 days,2020-08-14,326.8,2020-08-20,337.32,4 days,-3.2%,Fall by 0.69%,-20.1%,
Sell,2020-08-26 - 2020-08-28,2 days,2020-09-04,335.01,2020-09-08,329.88,2 days,1.5%,Fall by 3.13%,-18.6%,
Buy,2020-09-14 - 2020-09-21,5 days,2020-09-25,331.78,2020-10-09,352.39,10 days,6.2%,Rise by -12.18%,-12.4%,
Buy,2020-10-21 - 2020-10-30,7 days,2020-11-03,295.39,2020-11-05,316.53,2 days,7.2%,Rise by 16.57%,-5.2%,
Sell,2020-11-18 - 2020-11-24,4 days,2020-11-30,336.51,2020-12-03,335.14,3 days,0.4%,Fall by 6.25%,-4.8%,
Buy,2020-12-14 - 2020-12-21,5 days,2020-12-24,336.0,2020-12-30,355.55,4 days,5.8%,Rise by 14.4%,1.0%,
Sell,2020-12-30 - 2020-12-31,1 days,2021-01-12,342.92,2021-01-19,325.94,5 days,5.0%,Fall by -3.6%,5.9%,
Buy,2021-01-19 - 2021-01-29,8 days,2021-02-02,334.37,2021-02-24,367.32,16 days,9.9%,Rise by 14.96%,15.8%,
Sell,2021-02-08 - 2021-02-11,3 days,2021-02-18,338.46,2021-02-23,350.42,3 days,-3.5%,Fall by -4.97%,12.3%,
Sell,2021-04-16 - 2021-04-28,8 days,2021-05-11,367.61,2021-05-13,360.02,2 days,2.1%,Fall by 2.13%,14.3%,
Sell,2021-06-23 - 2021-06-28,3 days,2021-07-08,370.19,2021-07-13,383.71,3 days,-3.7%,Fall by 8.09%,10.7%,
Sell,2021-07-16 - 2021-07-23,5 days,2021-08-04,368.01,2021-08-13,362.75,7 days,1.4%,Fall by 7.55%,12.1%,
Buy,2021-08-20 - 2021-08-30,6 days,2021-09-01,349.57,2021-12-01,306.28,65 days,-12.4%,Rise by 3.04%,-0.3%,
Sell,2021-09-27 - 2021-10-01,4 days,2021-10-12,345.34,2021-10-14,344.58,2 days,0.2%,Fall by 4.88%,-0.1%,
Sell,2021-10-25 - 2021-10-26,1 days,2021-10-29,335.52,2021-11-01,334.05,1 days,0.4%,Fall by 8.71%,0.4%,
Sell,2021-12-23 - 2021-12-28,3 days,2022-01-07,369.65,2022-01-11,366.29,2 days,0.9%,Fall by 10.52%,1.3%,
Sell,2022-02-01 - 2022-02-02,1 days,2022-02-07,376.13,2022-02-25,369.09,14 days,1.9%,Fall by 12.06%,3.1%,
Sell,2022-03-29 - 2022-04-21,17 days,2022-04-26,344.11,2022-04-27,361.57,1 days,-5.1%,Fall by 6.65%,-1.9%,
Sell,2022-05-31 - 2022-06-02,2 days,2022-06-10,334.75,2022-06-14,322.14,2 days,3.8%,Fall by 10.87%,1.8%,
Buy,2022-06-14 - 2022-06-17,3 days,2022-07-01,318.24,2022-07-19,340.38,12 days,7.0%,Rise by 13.11%,8.8%,
Sell,2022-07-21 - 2022-07-22,1 days,2022-08-02,349.01,2022-08-15,359.95,9 days,-3.1%,Fall by 10.02%,5.7%,
Sell,2022-08-08 - 2022-08-15,5 days,2022-08-22,345.51,2022-09-02,322.56,9 days,6.6%,Fall by 11.87%,12.3%,
Buy,2022-08-31 - 2022-09-16,12 days,2022-09-29,286.77,2022-10-28,329.47,21 days,14.9%,Rise by 25.82%,27.2%,
Sell,2022-11-01 - 2022-11-15,10 days,2022-11-29,343.13,2022-11-30,356.4,1 days,-3.9%,Fall by 0.54%,23.3%,
Sell,2022-12-02 - 2022-12-13,7 days,2022-12-16,345.84,2022-12-20,342.95,2 days,0.8%,Fall by -2.11%,24.2%,
Sell,2023-01-12 - 2023-01-24,8 days,2023-01-30,371.12,2023-02-08,370.35,7 days,0.2%,Fall by 4.85%,24.4%,
Buy,2023-02-22 - 2023-03-13,13 days,2023-03-17,349.66,2023-07-11,397.8,82 days,13.8%,Rise by 12.11%,38.1%,
Sell,2023-04-03 - 2023-04-04,1 days,2023-04-10,360.14,2023-04-13,369.65,3 days,-2.6%,Fall by -1.36%,35.5%,
Sell,2023-04-17 - 2023-04-24,5 days,2023-05-12,381.92,2023-05-18,392.02,4 days,-2.6%,Fall by 4.43%,32.9%,
Sell,2023-05-18 - 2023-05-19,1 days,2023-05-24,368.5,2023-06-06,379.96,9 days,-3.1%,Fall by -5.84%,29.7%,
Buy,2023-05-25 - 2023-05-31,4 days,2023-06-14,374.76,2023-07-03,393.96,13 days,5.1%,Rise by 8.01%,34.9%,
Sell,2023-07-03 - 2023-07-05,2 days,2023-07-19,398.27,2023-07-21,397.49,2 days,0.2%,Fall by 1.81%,35.1%,
Sell,2023-07-17 - 2023-07-24,5 days,2023-07-31,394.28,2023-08-04,391.35,4 days,0.7%,Fall by 0.82%,35.8%,
Sell,2023-08-29 - 2023-08-30,1 days,2023-09-06,413.18,2023-09-28,399.44,16 days,3.3%,Fall by 5.35%,39.1%,
Sell,2023-09-13 - 2023-09-14,1 days,2023-09-19,413.53,2023-09-28,399.44,7 days,3.4%,Fall by 11.83%,42.5%,
Buy,2023-09-26 - 2023-10-03,5 days,2023-10-05,394.2,2023-12-01,414.36,41 days,5.1%,Rise by 21.47%,47.7%,
Buy,2023-10-23 - 2023-10-27,4 days,2023-10-31,376.35,2023-11-14,397.65,10 days,5.7%,Rise by 27.24%,53.3%,
Sell,2023-11-21 - 2023-11-24,3 days,2023-12-05,408.69,2023-12-12,420.75,5 days,-3.0%,Fall by -10.54%,50.4%,
Sell,2023-12-13 - 2023-12-20,5 days,2023-12-27,424.36,2024-01-04,419.77,6 days,1.1%,Fall by -6.45%,51.4%,
Sell,2024-01-30 - 2024-01-31,1 days,2024-02-06,460.5,2024-02-21,459.05,11 days,0.3%,Fall by 4.21%,51.8%,
Sell,2024-02-16 - 2024-02-23,5 days,2024-03-01,476.63,2024-03-06,471.6,3 days,1.1%,Fall by 7.45%,52.8%,
Sell,2024-02-28 - 2024-03-14,11 days,2024-03-25,476.04,2024-04-10,469.17,12 days,1.4%,Fall by 7.34%,54.3%,
Buy,2024-04-18 - 2024-05-02,10 days,2024-05-06,449.37,2024-09-16,497.71,95 days,10.8%,Rise by 1.69%,65.0%,
Buy,2024-05-30 - 2024-06-03,2 days,2024-07-03,448.18,2024-08-27,474.99,39 days,6.0%,Rise by 3.47%,71.0%,
Sell,2024-06-21 - 2024-06-24,1 days,2024-06-27,442.75,2024-07-11,436.42,10 days,1.4%,Fall by 2.97%,72.4%,
Buy,2024-07-01 - 2024-07-10,7 days,2024-07-25,429.6,2024-07-31,463.71,4 days,7.9%,Rise by 16.62%,80.4%,
Sell,2024-07-18 - 2024-07-31,9 days,2024-08-05,442.0,2024-08-08,455.58,3 days,-3.1%,Fall by -13.03%,77.3%,
Sell,2024-08-22 - 2024-09-03,8 days,2024-09-06,476.12,2024-09-11,488.18,3 days,-2.5%,Fall by -4.93%,74.8%,
Sell,2024-09-12 - 2024-09-18,4 days,2024-09-25,489.45,2024-10-11,502.26,12 days,-2.6%,Fall by -2.07%,72.1%,
Sell,2024-10-18 - 2024-10-21,1 days,2024-11-04,505.58,2024-11-05,505.56,1 days,0.0%,Fall by -2.84%,72.1%,
Sell,2024-12-02 - 2024-12-12,8 days,2024-12-30,525.55,2025-01-03,521.36,4 days,0.8%,Fall by 1.09%,72.9%,
Sell,2025-01-27 - 2025-01-30,3 days,2025-02-11,564.7,2025-02-12,564.6,1 days,0.0%,Fall by 7.95%,73.0%,
Sell,2025-01-30 - 2025-03-03,22 days,2025-03-06,549.82,2025-03-14,527.64,6 days,4.0%,Fall by 10.92%,77.0%,
Sell,2025-05-02 - 2025-05-13,7 days,2025-05-21,569.54,2025-05-30,585.6,7 days,-2.8%,Fall by 6.42%,74.2%,
Sell,2025-08-14 - 2025-08-15,1 days,2025-09-25,567.3,2025-10-15,562.81,14 days,0.8%,Fall by 3.07%,75.0%,
Buy,2025-09-26 - 2025-10-13,11 days,2025-10-15,562.81,2025-10-15,562.81,0 days,0.0%,Rise by -1.92%,75.0%,
Buy,2025-09-29 - 2025-10-16,13 days,2025-10-20,566.36,2025-10-20,566.36,0 days,0.0%,Rise by -2.54%,75.0%,
