Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
DELTADRIFT,IHI,Long,Daily,2025-09-26,59.68,2025-10-03,60.63,1.5918230563002729,5,82.35,17,4
DELTADRIFT,IHI,Long,Daily,2025-07-21,59.93,2025-07-23,61.13,2.002336058735196,2,82.35,17,4
