Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-29,38.08,2016-05-01,36.29,2015-11-08,Buy,22 Weeks,-4.7%,Rise by -12.74%,-4.7%,Normal Case,
2015-12-06,39.1,2016-05-01,36.29,2015-11-29,Buy,21 Weeks,-7.19%,Rise by -13.17%,-11.89%,Normal Case,
2015-12-13,37.27,2016-05-01,36.29,2015-11-22,Buy,20 Weeks,-2.63%,Rise by -15.83%,-14.52%,Absolute Extrema Case,
2015-12-27,39.48,2016-05-01,36.29,2015-12-13,Buy,18 Weeks,-8.08%,Rise by -23.35%,-22.6%,Normal Case,
2016-08-07,35.82,2016-10-30,40.46,2016-07-24,Buy,12 Weeks,12.95%,Rise by 17.87%,-9.64%,Normal Case,
2016-08-21,38.869,2016-10-30,40.46,2016-08-14,Buy,10 Weeks,4.09%,Rise by -11.11%,-5.55%,Normal Case,
2016-09-04,39.96,2017-04-09,42.31,2016-08-28,Buy,31 Weeks,5.88%,Rise by -11.84%,0.33%,Normal Case,
2016-09-11,39.51,2017-04-09,42.31,2016-09-04,Buy,30 Weeks,7.09%,Rise by -10.83%,7.42%,Normal Case,
2016-10-16,40.87,2017-04-09,42.31,2016-07-03,Buy,25 Weeks,3.52%,Rise by -10.33%,10.94%,Local Extrema Case,
2017-01-01,34.73,2017-04-09,42.31,2016-12-25,Buy,14 Weeks,21.83%,Rise by 22.32%,32.77%,Normal Case,
2017-01-22,37.22,2017-04-09,42.31,2015-11-15,Buy,11 Weeks,13.68%,Rise by 14.13%,46.44%,Tangent Case,
2017-01-29,38.1,2017-04-09,42.31,2017-01-22,Buy,10 Weeks,11.05%,Rise by 11.5%,57.49%,Normal Case,
2017-03-12,40.93,2017-06-25,49.3,2017-03-05,Buy,15 Weeks,20.45%,Rise by 20.62%,77.94%,Normal Case,
2017-03-26,42.41,2017-06-25,49.3,2017-03-19,Buy,13 Weeks,16.25%,Rise by 16.41%,94.19%,Normal Case,
2017-04-02,42.34,2017-06-25,49.3,2017-03-26,Buy,12 Weeks,16.44%,Rise by 16.6%,110.63%,Normal Case,
2017-04-16,42.19,2017-06-25,49.3,2017-04-09,Buy,10 Weeks,16.85%,Rise by 40.48%,127.48%,Normal Case,
2017-05-21,49.37,2017-10-08,58.3,2017-05-14,Buy,20 Weeks,18.09%,Rise by 20.05%,145.57%,Normal Case,
2017-07-02,47.9,2017-10-08,58.3,2017-06-18,Buy,14 Weeks,21.71%,Rise by 23.74%,167.28%,Normal Case,
2017-07-16,50.955,2017-10-08,58.3,2017-06-25,Buy,12 Weeks,14.41%,Rise by 16.32%,181.69%,Normal Case,
2017-08-13,54.42,2017-11-05,57.47,2017-08-06,Buy,12 Weeks,5.6%,Rise by 8.91%,187.3%,Normal Case,
2017-08-20,55.16,2017-11-05,57.47,2017-08-13,Buy,11 Weeks,4.19%,Rise by 7.45%,191.49%,Normal Case,
2017-08-27,55.39,2017-11-05,57.47,2017-08-20,Buy,10 Weeks,3.76%,Rise by 7.0%,195.24%,Normal Case,
2017-11-19,60.12,2018-02-11,58.52,2017-11-05,Buy,12 Weeks,-2.66%,Rise by 13.67%,192.58%,Normal Case,
2017-12-31,58.61,2018-04-01,61.43,2017-12-24,Buy,13 Weeks,4.81%,Rise by 12.61%,197.39%,Normal Case,
2018-02-11,58.52,2018-07-01,59.58,2017-10-29,Buy,20 Weeks,1.81%,Rise by 12.78%,199.2%,Local Extrema Case,
2018-02-25,66.5,2018-07-01,59.58,2018-02-04,Buy,18 Weeks,-10.41%,Rise by -10.8%,188.8%,Normal Case,
2018-03-25,62.08,2018-07-01,59.58,2018-03-04,Buy,14 Weeks,-4.03%,Rise by 6.31%,184.77%,Normal Case,
2018-04-08,59.0,2018-07-01,59.58,2017-12-10,Buy,12 Weeks,0.98%,Rise by 11.86%,185.75%,Local Extrema Case,
2018-05-06,59.21,2019-03-24,44.86,2018-04-29,Buy,46 Weeks,-24.24%,Rise by -10.17%,161.52%,Normal Case,
2018-05-13,61.51,2019-03-24,44.86,2018-04-22,Buy,45 Weeks,-27.07%,Rise by -12.19%,134.45%,Normal Case,
2018-06-03,63.26,2019-03-24,44.86,2018-05-27,Buy,42 Weeks,-29.09%,Rise by -14.62%,105.36%,Normal Case,
2018-11-25,41.49,2019-03-24,44.86,2018-11-18,Buy,17 Weeks,8.12%,Rise by 19.64%,113.48%,Normal Case,
2018-12-09,42.05,2019-03-24,44.86,2018-11-25,Buy,15 Weeks,6.68%,Rise by 18.05%,120.17%,Normal Case,
2019-03-10,45.14,2019-05-19,43.45,2019-02-24,Buy,10 Weeks,-3.74%,Rise by 9.97%,116.42%,Normal Case,
2019-03-31,47.1,2019-07-21,42.83,2016-01-10,Buy,16 Weeks,-9.07%,Rise by -13.99%,107.36%,Tangent Case,
2019-08-18,40.79,2019-11-24,45.37,2016-01-24,Buy,14 Weeks,11.23%,Rise by 16.55%,118.58%,Tangent Case,
2019-08-25,40.51,2019-11-24,45.37,2019-08-04,Buy,13 Weeks,12.0%,Rise by 17.35%,130.58%,Normal Case,
2019-10-06,42.31,2020-02-02,48.09,2019-09-29,Buy,17 Weeks,13.66%,Rise by 27.53%,144.24%,Normal Case,
2019-12-08,47.05,2020-07-26,64.47,2019-11-24,Buy,33 Weeks,37.02%,Rise by -11.99%,181.27%,Normal Case,
2020-01-12,53.07,2020-07-26,64.47,2019-12-29,Buy,28 Weeks,21.48%,Rise by -15.38%,202.75%,Normal Case,
