Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-03-15,48.59,2024-09-10,78.81,650 days,2022-01-13/48.49,62.18%,62.18%,Rise by 9.67%,62.18%
Buy,2025-01-27,97.4,2025-01-27,97.4,0 days,2024-12-06/95.7,0.00%,0.00%,Rise by 0%,62.18%
