Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2010-11-07,18.4,2015-01-11,29.78,1089 days,2010-04-11/18.3567,61.87%,61.87%,Rise by 2.72%,61.87%
Buy,2016-05-22,23.29,2019-07-07,37.33,814 days,2016-04-03/23.02,60.29%,60.29%,Rise by 5.7%,122.16%
Buy,2019-09-08,38.24,2024-05-19,64.65,1224 days,2019-07-14/38.2,69.05%,69.05%,Rise by 4.85%,191.21%
Buy,2024-08-18,73.45,2024-08-18,73.45,0 days,2024-07-21/70.75,0.00%,0.00%,Rise by 0%,191.21%
