Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-02-03,216.75,2021-05-18,254.025,2020-11-04-2021-01-13,168.75-233.725,Buy,74 days,17.2%,Rise by 10.54%,17.2%,
2021-03-24,205.5,2021-03-30,209.05,2021-01-13-2021-02-26,209.925-226.4,Sell,4 days,-1.73%,Fall by -25.76%,15.47%,
2021-04-29,244.925,2021-05-27,270.45,2021-01-13-2021-03-25,205.85-226.4,Sell,20 days,-10.42%,Fall by 2.97%,5.05%,
2021-07-30,293.575,2021-09-02,325.725,2021-06-15-2021-07-13,264.75-278.5,Sell,24 days,-10.95%,Fall by 2.66%,-5.9%,
2021-10-27,335.55,2021-10-27,335.55,2021-03-25-2021-10-14,198.875-369.925,Buy,0 days,0.0%,Rise by 0%,-5.9%,
2021-11-02,326.9,2021-11-02,326.9,2020-11-04-2021-10-14,168.75-369.925,Buy,0 days,0.0%,Rise by 0%,-5.9%,
2021-11-11,320.9,2021-11-26,310.725,2021-03-25-2021-10-14,198.875-369.925,Sell,11 days,3.17%,Fall by 12.34%,-2.73%,
2021-11-26,310.725,2021-12-21,345.4,2020-11-10-2021-10-14,170.575-369.925,Sell,17 days,-11.16%,Fall by 10.08%,-13.89%,
2021-12-10,319.125,2021-12-28,352.725,2021-10-14-2021-11-29,316.425-347.5,Sell,12 days,-10.53%,Fall by 10.23%,-24.42%,
2022-01-10,346.75,2022-01-13,324.875,2021-09-24-2021-11-29,316.425-337.5,Sell,3 days,6.31%,Fall by 15.02%,-18.11%,
2022-01-21,302.525,2022-01-24,286.375,2021-11-29-2022-01-03,301.975-363.4,Sell,1 days,5.34%,Fall by 6.22%,-12.77%,
2022-03-28,300.1,2022-03-28,300.1,2021-10-14-2022-02-24,278.45-347.5,Sell,0 days,-0.0%,Fall by 0%,-12.77%,
2022-04-05,299.575,2024-12-24,305.3,2022-02-24-2022-03-21,265.575-308.0,Buy,710 days,1.91%,Rise by 4.85%,-10.86%,
2022-04-19,265.225,2022-04-21,269.6,2022-02-24-2022-03-21,265.575-308.0,Sell,2 days,-1.65%,Fall by 10.03%,-12.51%,
2022-06-10,230.475,2022-06-13,223.05,2022-03-21-2022-05-25,230.425-299.0,Sell,1 days,3.22%,Fall by 10.01%,-9.29%,
2022-07-28,208.0,2022-08-25,207.6,2021-01-13-2022-07-15,202.05-226.4,Sell,20 days,0.19%,Fall by 9.66%,-9.1%,
2022-08-24,208.075,2022-08-25,207.6,2022-03-21-2022-07-15,202.05-299.0,Sell,1 days,0.23%,Fall by 9.66%,-8.87%,
2022-09-01,205.225,2024-01-18,241.325,2022-07-15-2022-08-17,195.5-222.45,Buy,360 days,17.59%,Rise by 12.5%,8.72%,
2022-10-13,189.55,2022-10-19,189.025,2022-07-15-2022-08-17,195.5-222.45,Sell,4 days,0.28%,Fall by -2.8%,9.0%,
2022-10-14,188.65,2022-10-19,189.025,2020-11-04-2021-01-13,168.75-233.725,Sell,3 days,-0.2%,Fall by -2.8%,8.8%,
2022-10-18,189.65,2022-10-19,189.025,2022-08-17-2022-09-26,199.6-218.325,Sell,1 days,0.33%,Fall by -2.8%,9.13%,
2022-11-10,194.45,2022-11-24,199.125,2021-01-13-2022-10-17,189.475-226.4,Sell,10 days,-2.4%,Fall by 5.17%,6.72%,
2022-11-18,196.925,2022-11-24,199.125,2022-08-17-2022-10-17,189.475-218.325,Sell,4 days,-1.12%,Fall by 5.17%,5.61%,
2022-12-08,201.85,2022-12-16,194.875,2021-06-15-2022-10-17,189.475-278.5,Sell,6 days,3.46%,Fall by 7.31%,9.06%,
2023-01-10,196.525,2023-01-31,199.425,2022-12-01-2022-12-26,190.8-205.825,Sell,15 days,-1.48%,Fall by 10.69%,7.59%,
2023-05-09,191.15,2023-05-09,191.15,2021-01-13-2023-04-17,180.975-226.4,Sell,0 days,-0.0%,Fall by 0%,7.59%,
2023-06-09,198.65,2023-06-09,198.65,2021-06-15-2023-04-17,180.975-278.5,Sell,0 days,-0.0%,Fall by 0%,7.59%,
2023-06-21,192.75,2023-07-24,202.025,2023-04-17-2023-06-02,176.0-204.9,Buy,23 days,4.81%,Rise by 3.61%,12.4%,
2023-07-24,202.025,2023-08-01,203.475,2023-06-02-2023-06-19,191.0-202.0,Sell,6 days,-0.72%,Fall by -0.06%,11.68%,
2023-08-01,203.475,2023-09-21,214.475,2023-04-17-2023-07-17,176.0-212.475,Buy,37 days,5.41%,Rise by -1.82%,17.09%,
2023-09-25,207.05,2023-09-25,207.05,2022-01-03-2023-04-17,180.975-358.0,Sell,0 days,-0.0%,Fall by 0%,17.09%,
2023-10-06,203.925,2024-01-18,241.325,2023-04-17-2023-09-15,176.0-221.875,Buy,74 days,18.34%,Rise by 12.5%,35.43%,
2024-01-08,225.175,2024-01-08,225.175,2023-07-17-2023-10-26,190.275-202.9,Sell,0 days,-0.0%,Fall by 0%,35.43%,
2024-01-23,234.95,2024-02-15,259.25,2021-10-14-2022-07-15,202.05-347.5,Sell,17 days,-10.34%,Fall by 8.91%,25.08%,
2024-02-26,266.45,2024-02-26,266.45,2022-01-03-2022-10-17,189.475-358.0,Sell,0 days,-0.0%,Fall by 0%,25.08%,
2024-03-04,260.25,2024-07-09,270.5,2023-10-26-2024-02-19,187.525-272.95,Buy,91 days,3.94%,Rise by -10.35%,29.02%,
2024-03-11,257.275,2024-07-24,250.05,2023-04-17-2024-02-19,176.0-272.95,Buy,97 days,-2.81%,Rise by 7.72%,26.21%,
