Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
1997-11-30,1.8557,1997-12-31,1.7994,1996-12-31-1997-10-31,0.3688-6.0774,Sell,22 days,3.03%,Fall by -250.95%,3.03%
1999-11-30,23.3175,2000-10-31,44.0344,1996-12-31-1997-10-31,0.3688-6.0774,Buy,240 days,88.85%,Rise by -43.01%,91.88%
2000-03-31,104.8566,2000-04-30,63.4069,1999-09-30-2000-02-29,4.6432-194.0625,Sell,20 days,39.53%,Fall by 21.45%,131.41%
2001-06-30,26.3588,2001-06-30,26.3588,1999-09-30-2000-02-29,4.6432-194.0625,Buy,0 days,0.0%,Rise by 0%,131.41%
2006-04-30,60.4294,2006-05-31,50.5913,2001-04-30-2006-04-30,14.2341-67.3875,Sell,22 days,16.28%,Fall by -2.35%,147.69%
2007-03-31,62.9325,2007-06-30,58.3256,2001-04-30-2007-02-28,14.2341-77.7375,Sell,64 days,7.32%,Fall by 11.15%,155.01%
2007-11-30,51.8231,2011-07-31,72.9938,2001-04-30-2006-04-30,14.2341-67.3875,Buy,955 days,40.85%,Rise by 13.05%,195.86%
2010-06-30,72.0938,2010-09-30,84.2719,2007-02-28-2008-01-31,59.5181-61.8469,Sell,66 days,-16.89%,Fall by 13.38%,178.97%
2010-09-30,84.2719,2011-08-31,62.8594,2008-10-31-2010-01-31,20.295-85.0331,Buy,239 days,-25.41%,Rise by 31.28%,153.56%
2011-04-30,84.4313,2012-11-30,73.7344,2008-10-31-2010-10-31,20.295-93.75,Buy,414 days,-12.67%,Rise by -11.42%,140.89%
2011-06-30,78.3,2011-07-31,72.9938,2008-10-31-2010-10-31,20.295-93.75,Sell,21 days,6.78%,Fall by 12.65%,147.67%
2011-07-31,72.9938,2011-08-31,62.8594,2008-10-31-2010-01-31,20.295-85.0331,Sell,22 days,13.88%,Fall by -1.43%,161.55%
2012-07-31,63.7594,2012-09-30,71.4469,2010-10-31-2011-08-31,74.475-77.8125,Sell,43 days,-12.06%,Fall by 14.01%,149.5%
2014-04-30,97.9407,2014-05-31,94.9125,2011-08-31-2014-02-28,58.2188-114.5625,Sell,22 days,3.09%,Fall by -6.4%,152.59%
2014-05-31,94.9125,2014-08-31,105.9844,2008-10-31-2014-02-28,20.295-114.5625,Sell,64 days,-11.67%,Fall by 4.71%,140.92%
2014-07-31,102.075,2015-01-31,113.7281,2007-02-28-2008-10-31,40.995-61.8469,Sell,131 days,-11.42%,Fall by 14.23%,129.51%
2015-04-30,100.9875,2015-09-30,112.0969,2011-08-31-2015-03-31,58.2188-127.05,Sell,109 days,-11.0%,Fall by 12.98%,118.51%
2015-10-31,107.4094,2018-05-31,98.2125,2011-08-31-2014-02-28,58.2188-114.5625,Buy,673 days,-8.56%,Rise by 26.46%,109.94%
2016-09-30,89.8031,2016-10-31,86.6438,2001-04-30-2014-02-28,14.2341-114.5625,Sell,21 days,3.52%,Fall by -13.18%,113.46%
2017-01-31,85.875,2022-04-30,254.4,2001-04-30-2014-02-28,14.2341-114.5625,Buy,1368 days,196.24%,Rise by -22.51%,309.71%
2018-06-30,98.0625,2018-06-30,98.0625,2015-03-31-2016-11-30,88.3031-114.1031,Sell,0 days,-0.0%,Fall by 0%,309.71%
2018-08-31,112.9688,2019-10-31,129.65,2016-11-30-2018-01-31,76.5188-125.25,Buy,304 days,14.77%,Rise by -24.14%,324.47%
2019-07-31,132.65,2019-08-31,127.2,2016-11-30-2019-06-30,76.5188-150.8,Sell,22 days,4.11%,Fall by 12.95%,328.58%
2019-08-31,127.2,2019-09-30,119.9,2011-08-31-2019-06-30,58.2188-150.8,Sell,20 days,5.74%,Fall by 17.97%,334.32%
2019-12-31,122.9,2022-04-30,254.4,2018-06-30-2019-06-30,95.0625-150.8,Buy,608 days,107.0%,Rise by -22.51%,441.32%
2020-02-29,110.725,2020-03-31,98.35,2018-06-30-2019-06-30,95.0625-150.8,Sell,21 days,11.18%,Fall by -110.24%,452.49%
2020-05-31,106.4,2022-04-30,254.4,2008-10-31-2014-02-28,20.295-114.5625,Buy,499 days,139.1%,Rise by -22.51%,591.59%
2022-01-31,286.3,2022-04-30,254.4,2020-03-31-2021-10-31,79.7-369.925,Sell,64 days,11.14%,Fall by 22.51%,602.73%
2022-03-31,295.95,2022-04-30,254.4,2018-01-31-2020-03-31,116.95-113.0813,Sell,21 days,14.04%,Fall by 22.51%,616.77%
2022-04-30,254.4,2022-05-31,239.025,2018-06-30-2021-10-31,95.0625-369.925,Sell,21 days,6.04%,Fall by 19.14%,622.82%
2022-12-31,196.375,2022-12-31,196.375,2020-03-31-2021-10-31,79.7-369.925,Buy,0 days,0.0%,Rise by 0%,622.82%
2023-06-30,194.575,2023-06-30,194.575,2011-08-31-2021-10-31,58.2188-369.925,Buy,0 days,0.0%,Rise by 0%,622.82%
2023-12-31,235.65,2023-12-31,235.65,2001-04-30-2021-10-31,14.2341-369.925,Buy,0 days,0.0%,Rise by 0%,622.82%
2025-02-28,277.65,2025-03-31,262.25,2023-04-30-2025-01-31,176.0-324.6,Sell,21 days,5.55%,Fall by 8.29%,628.36%
2025-06-30,265.98,2025-06-30,265.98,2023-04-30-2025-01-31,176.0-324.6,Buy,0 days,0.0%,Rise by 0%,628.36%
2025-11-03,240.5,2025-11-03,240.5,2023-04-30-2025-01-31,176.0-324.6,Buy,0 days,0.0%,Rise by 0%,628.36%
