Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,60.92,2016-05-08,57.38,2015-11-15,Buy,24 Weeks,-5.81%,Rise by -12.57%,-5.81%,Absolute Extrema Case
2015-12-06,60.84,2016-05-08,57.38,2015-11-29,Buy,22 Weeks,-5.69%,Rise by -10.45%,-11.5%,Normal Case
2016-05-01,58.43,2016-10-09,58.58,2016-04-24,Buy,23 Weeks,0.26%,Rise by 1.71%,-11.24%,Normal Case
2016-05-08,57.38,2016-10-09,58.58,2016-04-17,Buy,22 Weeks,2.09%,Rise by 3.57%,-9.15%,Normal Case
2016-08-07,57.76,2016-10-09,58.58,2016-07-31,Buy,9 Weeks,1.42%,Rise by 16.38%,-7.73%,Normal Case
2016-08-21,58.79,2017-01-01,57.73,2016-08-14,Buy,19 Weeks,-1.8%,Rise by 14.34%,-9.53%,Normal Case
2016-09-04,59.43,2017-01-01,57.73,2016-08-28,Buy,17 Weeks,-2.86%,Rise by 13.11%,-12.39%,Normal Case
2016-09-11,58.53,2017-01-01,57.73,2016-09-04,Buy,16 Weeks,-1.37%,Rise by 14.85%,-13.76%,Normal Case
2016-10-16,57.67,2017-01-01,57.73,2016-07-03,Buy,11 Weeks,0.1%,Rise by 16.56%,-13.66%,Local Extrema Case
2016-10-30,57.79,2017-01-01,57.73,2016-10-23,Buy,9 Weeks,-0.1%,Rise by 16.32%,-13.76%,Normal Case
2017-01-08,59.05,2017-04-16,61.59,2016-12-25,Buy,14 Weeks,4.3%,Rise by 13.84%,-9.46%,Normal Case
2017-01-29,59.97,2017-04-16,61.59,2017-01-22,Buy,11 Weeks,2.7%,Rise by 12.09%,-6.76%,Normal Case
2017-03-12,61.05,2017-06-18,66.39,2017-03-05,Buy,14 Weeks,8.75%,Rise by 10.11%,1.99%,Normal Case
2017-03-26,62.14,2017-06-18,66.39,2017-03-19,Buy,12 Weeks,6.84%,Rise by 8.18%,8.83%,Normal Case
2017-04-02,62.29,2017-06-18,66.39,2017-03-26,Buy,11 Weeks,6.58%,Rise by 7.91%,15.41%,Normal Case
2017-05-21,66.11,2017-08-20,66.19,2017-05-14,Buy,13 Weeks,0.12%,Rise by 2.04%,15.53%,Normal Case
2017-08-20,66.19,2017-10-29,69.18,2017-08-13,Buy,10 Weeks,4.52%,Rise by 6.27%,20.05%,Normal Case
2017-08-27,66.75,2017-10-29,69.18,2017-08-20,Buy,9 Weeks,3.64%,Rise by 5.38%,23.69%,Normal Case
2017-12-31,70.31,2018-05-06,70.93,2017-12-24,Buy,18 Weeks,0.88%,Rise by 2.08%,24.57%,Normal Case
2018-04-08,69.4,2018-10-14,63.85,2018-03-25,Buy,27 Weeks,-8.0%,Rise by -1.11%,16.57%,Normal Case
2018-05-06,70.93,2018-10-14,63.85,2018-04-15,Buy,23 Weeks,-9.98%,Rise by -3.24%,6.59%,Normal Case
2018-11-04,63.35,2019-05-19,64.77,2018-10-28,Buy,28 Weeks,2.24%,Rise by 5.75%,8.83%,Normal Case
2018-12-02,62.77,2019-05-19,64.77,2018-11-18,Buy,24 Weeks,3.19%,Rise by 6.72%,12.02%,Normal Case
2019-03-17,65.22,2019-05-19,64.77,2019-02-24,Buy,9 Weeks,-0.69%,Rise by 2.71%,11.33%,Normal Case
2019-06-09,65.56,2019-09-29,64.97,2019-06-02,Buy,16 Weeks,-0.9%,Rise by 0.58%,10.43%,Normal Case
2019-09-29,64.97,2019-12-29,69.64,2019-09-15,Buy,13 Weeks,7.19%,Rise by 7.22%,17.62%,Normal Case
2019-12-22,69.18,2020-05-17,55.16,2015-12-27,Buy,21 Weeks,-20.27%,Rise by -10.03%,-2.65%,Tangent Case
2020-03-29,52.86,2020-06-28,60.49,2020-03-22,Buy,13 Weeks,14.43%,Rise by 20.73%,11.79%,Normal Case
2020-04-05,50.9,2020-06-28,60.49,2020-03-15,Buy,12 Weeks,18.84%,Rise by 25.38%,30.63%,Normal Case
2020-06-14,61.3,2020-10-04,63.89,2020-06-07,Buy,16 Weeks,4.23%,Rise by 6.82%,34.85%,Normal Case
2020-06-21,61.04,2020-10-04,63.89,2020-05-31,Buy,15 Weeks,4.67%,Rise by 7.27%,39.52%,Normal Case
2020-07-05,61.77,2020-10-04,63.89,2020-06-28,Buy,13 Weeks,3.43%,Rise by 6.01%,42.95%,Normal Case
2020-09-13,64.8,2021-01-31,72.39,2016-01-03,Buy,20 Weeks,11.71%,Rise by 16.87%,54.67%,Tangent Case
2020-09-13,64.8,2021-01-31,72.39,2020-09-06,Buy,20 Weeks,11.71%,Rise by 16.87%,66.38%,Normal Case
2020-09-20,65.13,2021-01-31,72.39,2020-09-13,Buy,19 Weeks,11.15%,Rise by 16.28%,77.53%,Normal Case
2020-10-25,64.98,2021-01-31,72.39,2020-10-18,Buy,14 Weeks,11.4%,Rise by 16.54%,88.93%,Normal Case
2021-01-10,75.73,2021-06-27,79.98,2021-01-03,Buy,24 Weeks,5.61%,Rise by 7.86%,94.54%,Normal Case
2021-05-16,79.56,2021-08-29,80.7,2021-05-09,Buy,15 Weeks,1.43%,Rise by 3.15%,95.98%,Normal Case
2021-06-06,81.68,2021-08-29,80.7,2021-05-30,Buy,12 Weeks,-1.2%,Rise by 0.48%,94.78%,Normal Case
2021-08-22,79.45,2021-11-28,77.13,2021-08-01,Buy,14 Weeks,-2.92%,Rise by 3.0%,91.86%,Normal Case
2021-09-12,81.16,2021-11-28,77.13,2021-09-05,Buy,11 Weeks,-4.97%,Rise by 0.83%,86.89%,Normal Case
2021-09-19,80.5,2021-11-28,77.13,2021-08-29,Buy,10 Weeks,-4.19%,Rise by 1.65%,82.7%,Normal Case
2021-12-12,79.07,2022-08-28,62.71,2021-11-28,Buy,37 Weeks,-20.69%,Rise by -12.7%,62.01%,Normal Case
2022-02-13,75.68,2022-08-28,62.71,2022-02-06,Buy,28 Weeks,-17.14%,Rise by -11.11%,44.88%,Normal Case
2022-03-20,73.77,2022-08-28,62.71,2022-03-06,Buy,23 Weeks,-14.99%,Rise by -12.31%,29.88%,Normal Case
2022-05-22,67.77,2022-08-28,62.71,2022-05-15,Buy,14 Weeks,-7.47%,Rise by -1.49%,22.42%,Normal Case
