Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-22,27.57,2016-04-17,27.9,2015-11-15,Buy,21 Weeks,1.2%,Rise by -10.12%,1.2%,Absolute Extrema Case,
2015-12-27,27.38,2016-04-17,27.9,2015-12-13,Buy,16 Weeks,1.9%,Rise by 4.78%,3.1%,Normal Case,
2016-02-21,26.55,2016-06-26,27.75,2016-01-31,Buy,18 Weeks,4.52%,Rise by 9.72%,7.62%,Normal Case,
2016-03-06,26.8,2016-06-26,27.75,2015-12-20,Buy,16 Weeks,3.54%,Rise by 8.69%,11.16%,Local Extrema Case,
2016-04-24,28.15,2016-06-26,27.75,2016-04-10,Buy,9 Weeks,-1.42%,Rise by 13.07%,9.74%,Normal Case,
2016-05-01,27.49,2016-09-18,30.84,2016-04-17,Buy,20 Weeks,12.19%,Rise by 15.79%,21.93%,Normal Case,
2016-05-22,27.97,2016-09-18,30.84,2016-05-15,Buy,17 Weeks,10.26%,Rise by 13.8%,32.19%,Normal Case,
2016-06-12,29.03,2016-09-18,30.84,2016-06-05,Buy,14 Weeks,6.23%,Rise by 9.65%,38.42%,Normal Case,
2016-08-28,31.35,2016-12-04,29.25,2016-08-21,Buy,14 Weeks,-6.7%,Rise by 9.47%,31.72%,Normal Case,
2016-09-04,31.83,2016-12-04,29.25,2016-08-28,Buy,13 Weeks,-8.11%,Rise by 7.82%,23.62%,Normal Case,
2016-11-13,31.36,2017-03-19,34.23,2016-10-30,Buy,18 Weeks,9.15%,Rise by 9.44%,32.77%,Normal Case,
2017-01-01,30.22,2017-03-19,34.23,2016-12-18,Buy,11 Weeks,13.27%,Rise by 13.57%,46.04%,Normal Case,
2017-06-18,31.63,2017-09-03,32.3,2017-06-11,Buy,11 Weeks,2.12%,Rise by 43.44%,48.16%,Normal Case,
2017-06-25,32.09,2017-09-03,32.3,2017-06-04,Buy,10 Weeks,0.65%,Rise by 41.38%,48.81%,Normal Case,
2017-07-02,31.3,2017-09-03,32.3,2017-06-18,Buy,9 Weeks,3.19%,Rise by 44.95%,52.01%,Normal Case,
2017-09-24,33.37,2018-04-01,42.89,2017-09-17,Buy,27 Weeks,28.53%,Rise by 35.96%,80.54%,Normal Case,
2017-10-01,33.63,2018-04-01,42.89,2017-09-24,Buy,26 Weeks,27.53%,Rise by 34.91%,108.07%,Normal Case,
2017-10-29,34.43,2018-04-01,42.89,2017-10-22,Buy,22 Weeks,24.57%,Rise by 31.77%,132.64%,Normal Case,
2017-11-19,35.9,2018-04-01,42.89,2017-11-12,Buy,19 Weeks,19.47%,Rise by 26.38%,152.11%,Normal Case,
2017-12-03,37.6,2018-04-01,42.89,2017-11-26,Buy,17 Weeks,14.07%,Rise by 20.66%,166.18%,Normal Case,
2017-12-10,37.61,2018-04-01,42.89,2017-12-03,Buy,16 Weeks,14.04%,Rise by 20.63%,180.22%,Normal Case,
2017-12-31,38.3,2018-04-01,42.89,2017-12-24,Buy,13 Weeks,11.98%,Rise by 18.46%,192.2%,Normal Case,
2018-02-25,44.0,2018-05-27,43.26,2018-02-04,Buy,13 Weeks,-1.68%,Rise by 4.39%,190.52%,Normal Case,
2018-03-04,44.06,2018-05-27,43.26,2018-02-25,Buy,12 Weeks,-1.82%,Rise by 4.24%,188.71%,Normal Case,
2018-03-25,42.42,2018-05-27,43.26,2015-11-29,Buy,9 Weeks,1.98%,Rise by 8.27%,190.69%,Tangent Case,
2018-04-29,44.71,2018-10-21,45.34,2018-04-15,Buy,25 Weeks,1.41%,Rise by 8.81%,192.1%,Normal Case,
2018-05-06,45.3,2018-10-21,45.34,2018-04-22,Buy,24 Weeks,0.09%,Rise by 7.4%,192.18%,Normal Case,
2018-08-05,42.83,2018-10-21,45.34,2018-07-15,Buy,11 Weeks,5.86%,Rise by 13.59%,198.05%,Normal Case,
2018-08-19,45.87,2018-10-21,45.34,2018-08-12,Buy,9 Weeks,-1.16%,Rise by 4.36%,196.89%,Normal Case,
2018-09-09,47.05,2018-12-23,41.85,2018-09-02,Buy,15 Weeks,-11.05%,Rise by 1.74%,185.84%,Normal Case,
2018-10-07,48.13,2018-12-23,41.85,2018-09-23,Buy,11 Weeks,-13.05%,Rise by -0.54%,172.79%,Normal Case,
2018-10-14,45.71,2018-12-23,41.85,2018-08-05,Buy,10 Weeks,-8.44%,Rise by 4.73%,164.35%,Local Extrema Case,
2018-11-11,47.11,2019-05-05,54.94,2018-10-21,Buy,25 Weeks,16.62%,Rise by 19.72%,180.97%,Normal Case,
2018-11-18,46.35,2019-05-05,54.94,2018-10-28,Buy,24 Weeks,18.53%,Rise by 21.68%,199.5%,Normal Case,
2018-11-25,44.54,2019-05-05,54.94,2018-11-18,Buy,23 Weeks,23.35%,Rise by 26.63%,222.85%,Normal Case,
