Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-15,1.5235,2016-05-22,1.4601,2015-11-08,Buy,27 Weeks,-4.16%,Rise by -3.74%,-4.16%,Absolute Extrema Case,
2015-11-22,1.5288,2016-05-22,1.4601,2015-11-15,Buy,26 Weeks,-4.49%,Rise by -4.08%,-8.66%,Normal Case,
2015-12-13,1.5161,2016-05-22,1.4601,2015-12-06,Buy,23 Weeks,-3.69%,Rise by -3.27%,-12.35%,Absolute Extrema Case,
2016-02-07,1.4581,2016-05-22,1.4601,2016-01-31,Buy,15 Weeks,0.14%,Rise by 0.58%,-12.21%,Normal Case,
2016-02-14,1.4482,2016-05-22,1.4601,2016-01-24,Buy,14 Weeks,0.82%,Rise by 1.26%,-11.39%,Absolute Extrema Case,
2016-02-14,1.4482,2016-05-22,1.4601,2016-02-07,Buy,14 Weeks,0.82%,Rise by 1.26%,-10.57%,Normal Case,
2016-05-01,1.4611,2016-07-10,1.2916,2016-04-24,Buy,10 Weeks,-11.6%,Rise by -11.6%,-22.17%,Normal Case,
2016-05-08,1.4493,2016-07-10,1.2916,2016-05-01,Buy,9 Weeks,-10.88%,Rise by -10.88%,-33.05%,Normal Case,
2016-08-28,1.3194,2016-12-25,1.2285,2016-08-21,Buy,17 Weeks,-6.89%,Rise by -4.58%,-39.94%,Normal Case,
2016-09-04,1.3275,2016-12-25,1.2285,2016-08-28,Buy,16 Weeks,-7.46%,Rise by -5.16%,-47.4%,Normal Case,
2016-09-11,1.331,2016-12-25,1.2285,2016-09-04,Buy,15 Weeks,-7.7%,Rise by -5.41%,-55.1%,Normal Case,
2016-11-06,1.2469,2017-02-19,1.2489,2016-10-30,Buy,15 Weeks,0.16%,Rise by 1.01%,-54.94%,Normal Case,
2017-01-29,1.2595,2017-04-16,1.2508,2017-01-22,Buy,11 Weeks,-0.69%,Rise by 2.88%,-55.63%,Normal Case,
2017-03-26,1.2519,2017-06-04,1.2888,2017-03-19,Buy,10 Weeks,2.95%,Rise by 3.51%,-52.68%,Normal Case,
2017-04-02,1.2478,2017-06-04,1.2888,2017-03-26,Buy,9 Weeks,3.29%,Rise by 3.85%,-49.4%,Normal Case,
2017-04-23,1.2802,2017-08-20,1.2865,2017-04-09,Buy,17 Weeks,0.49%,Rise by 2.67%,-48.9%,Normal Case,
2017-05-21,1.2958,2017-08-20,1.2865,2017-05-14,Buy,13 Weeks,-0.72%,Rise by 1.44%,-49.62%,Normal Case,
2017-07-02,1.3011,2017-10-01,1.343,2017-06-25,Buy,13 Weeks,3.22%,Rise by 4.37%,-46.4%,Normal Case,
2017-08-13,1.2977,2017-12-17,1.3433,2017-07-23,Buy,18 Weeks,3.51%,Rise by 4.26%,-42.89%,Normal Case,
2017-11-19,1.32,2018-02-11,1.3935,2017-11-12,Buy,12 Weeks,5.57%,Rise by 8.08%,-37.32%,Normal Case,
2017-12-31,1.3441,2018-05-06,1.3572,2017-12-24,Buy,18 Weeks,0.97%,Rise by 5.93%,-36.34%,Normal Case,
2018-02-04,1.4267,2018-05-06,1.3572,2018-01-28,Buy,13 Weeks,-4.87%,Rise by -0.2%,-41.22%,Normal Case,
2018-02-11,1.3935,2018-05-06,1.3572,2017-11-05,Buy,12 Weeks,-2.6%,Rise by 2.17%,-43.82%,Local Extrema Case,
2018-02-11,1.3935,2018-05-06,1.3572,2018-01-21,Buy,12 Weeks,-2.6%,Rise by 2.17%,-46.43%,Normal Case,
2018-03-25,1.4115,2018-10-07,1.3024,2018-03-18,Buy,28 Weeks,-7.73%,Rise by -5.98%,-54.15%,Normal Case,
2018-04-08,1.4009,2018-10-07,1.3024,2018-03-25,Buy,26 Weeks,-7.03%,Rise by -5.27%,-61.19%,Normal Case,
2018-09-16,1.3111,2019-02-17,1.2798,2018-09-02,Buy,22 Weeks,-2.39%,Rise by 0.08%,-63.57%,Normal Case,
2018-10-14,1.3234,2019-02-17,1.2798,2018-10-07,Buy,18 Weeks,-3.29%,Rise by -0.85%,-66.87%,Normal Case,
2018-10-28,1.2825,2019-02-17,1.2798,2018-08-19,Buy,16 Weeks,-0.21%,Rise by 2.32%,-67.08%,Local Extrema Case,
2018-11-25,1.2876,2019-02-17,1.2798,2018-11-18,Buy,12 Weeks,-0.61%,Rise by 1.91%,-67.68%,Normal Case,
2018-12-23,1.267,2019-03-17,1.3259,2018-12-16,Buy,12 Weeks,4.65%,Rise by 4.7%,-63.04%,Normal Case,
2018-12-30,1.2646,2019-03-17,1.3259,2018-12-23,Buy,11 Weeks,4.85%,Rise by 4.89%,-58.19%,Normal Case,
2019-01-13,1.2754,2019-03-17,1.3259,2018-11-04,Buy,9 Weeks,3.96%,Rise by 4.01%,-54.23%,Local Extrema Case,
2019-03-10,1.3092,2019-10-06,1.2342,2019-02-24,Buy,30 Weeks,-5.73%,Rise by -1.16%,-59.96%,Normal Case,
2019-05-12,1.301,2019-10-06,1.2342,2019-05-05,Buy,21 Weeks,-5.13%,Rise by -0.54%,-65.09%,Normal Case,
2019-06-09,1.2698,2019-10-06,1.2342,2019-06-02,Buy,17 Weeks,-2.8%,Rise by 1.91%,-67.9%,Normal Case,
2019-09-29,1.2332,2019-12-29,1.3002,2019-09-15,Buy,13 Weeks,5.43%,Rise by 9.27%,-62.46%,Normal Case,
2019-12-08,1.3158,2020-03-29,1.2201,2019-12-01,Buy,16 Weeks,-7.27%,Rise by -12.65%,-69.74%,Normal Case,
2020-01-05,1.3153,2020-03-29,1.2201,2019-12-29,Buy,12 Weeks,-7.24%,Rise by -12.61%,-76.97%,Normal Case,
2020-02-02,1.3089,2020-05-17,1.2234,2020-01-26,Buy,15 Weeks,-6.53%,Rise by -12.19%,-83.51%,Normal Case,
2020-03-29,1.2201,2020-06-28,1.2425,2020-03-22,Buy,13 Weeks,1.84%,Rise by 3.34%,-81.67%,Normal Case,
2020-06-14,1.2577,2020-09-20,1.2976,2020-06-07,Buy,14 Weeks,3.17%,Rise by 5.45%,-78.5%,Normal Case,
2020-09-06,1.3262,2021-03-14,1.399,2020-08-30,Buy,27 Weeks,5.49%,Rise by 5.63%,-73.01%,Normal Case,
2020-09-13,1.2808,2021-03-14,1.399,2015-12-13,Buy,26 Weeks,9.23%,Rise by 9.37%,-63.78%,Tangent Case,
2020-09-20,1.2976,2021-03-14,1.399,2020-09-13,Buy,25 Weeks,7.81%,Rise by 7.95%,-55.96%,Normal Case,
2020-10-25,1.3078,2021-03-14,1.399,2020-10-18,Buy,20 Weeks,6.97%,Rise by 7.11%,-48.99%,Normal Case,
2021-01-10,1.357,2021-03-14,1.399,2021-01-03,Buy,9 Weeks,3.1%,Rise by 3.23%,-45.9%,Normal Case,
2021-01-31,1.3725,2021-05-09,1.3899,2021-01-24,Buy,14 Weeks,1.27%,Rise by 3.49%,-44.63%,Normal Case,
2021-02-28,1.4008,2021-05-09,1.3899,2021-02-21,Buy,10 Weeks,-0.78%,Rise by 1.4%,-45.41%,Normal Case,
2021-03-07,1.3894,2021-05-09,1.3899,2021-02-14,Buy,9 Weeks,0.04%,Rise by 2.23%,-45.37%,Normal Case,
2021-03-28,1.3749,2021-06-20,1.3939,2015-12-20,Buy,12 Weeks,1.38%,Rise by 3.31%,-43.99%,Tangent Case,
2021-05-16,1.4051,2022-01-30,1.3388,2021-05-09,Buy,37 Weeks,-4.72%,Rise by -2.4%,-48.71%,Normal Case,
2021-09-19,1.3797,2022-01-30,1.3388,2021-09-12,Buy,19 Weeks,-2.96%,Rise by -0.6%,-51.67%,Normal Case,
2021-10-10,1.362,2022-01-30,1.3388,2021-10-03,Buy,16 Weeks,-1.7%,Rise by 0.69%,-53.37%,Normal Case,
2022-01-09,1.3534,2023-01-01,1.2056,2022-01-02,Buy,51 Weeks,-10.92%,Rise by -10.14%,-64.3%,Normal Case,
2022-01-16,1.3714,2023-01-01,1.2056,2022-01-09,Buy,50 Weeks,-12.09%,Rise by -11.0%,-76.39%,Normal Case,
2022-01-23,1.3598,2023-01-01,1.2056,2022-01-16,Buy,49 Weeks,-11.34%,Rise by -10.24%,-87.73%,Normal Case,
2022-02-13,1.3552,2023-01-01,1.2056,2022-02-06,Buy,46 Weeks,-11.04%,Rise by -10.26%,-98.76%,Normal Case,
2022-03-06,1.3351,2023-01-01,1.2056,2021-12-26,Buy,43 Weeks,-9.7%,Rise by -11.32%,-108.46%,Local Extrema Case,
2022-05-22,1.2462,2023-01-01,1.2056,2022-05-15,Buy,32 Weeks,-3.26%,Rise by -10.38%,-111.72%,Normal Case,
2022-05-29,1.2617,2023-01-01,1.2056,2022-05-08,Buy,31 Weeks,-4.45%,Rise by -10.72%,-116.17%,Normal Case,
2022-10-09,1.1162,2023-01-01,1.2056,2022-09-25,Buy,12 Weeks,8.01%,Rise by 9.83%,-108.16%,Normal Case,
2022-10-16,1.1304,2023-01-01,1.2056,2022-10-02,Buy,11 Weeks,6.65%,Rise by 8.45%,-101.51%,Normal Case,
2022-12-11,1.2236,2023-02-12,1.2117,2022-12-04,Buy,9 Weeks,-0.97%,Rise by 1.46%,-102.48%,Normal Case,
2022-12-18,1.2189,2023-05-28,1.2318,2022-12-11,Buy,23 Weeks,1.06%,Rise by 3.23%,-101.42%,Normal Case,
2023-02-26,1.2018,2023-05-28,1.2318,2023-02-19,Buy,13 Weeks,2.5%,Rise by 4.7%,-98.92%,Normal Case,
2023-03-19,1.211,2023-05-28,1.2318,2023-03-12,Buy,10 Weeks,1.72%,Rise by 3.91%,-97.21%,Normal Case,
2023-03-26,1.2282,2023-05-28,1.2318,2023-03-05,Buy,9 Weeks,0.29%,Rise by 6.9%,-96.91%,Normal Case,
2023-04-30,1.2498,2023-07-02,1.2615,2023-04-23,Buy,9 Weeks,0.94%,Rise by 5.05%,-95.98%,Normal Case,
2023-05-07,1.2583,2023-07-30,1.2794,2023-04-30,Buy,12 Weeks,1.68%,Rise by 4.34%,-94.3%,Normal Case,
2023-08-13,1.267,2024-01-14,1.2778,2023-08-06,Buy,22 Weeks,0.85%,Rise by 0.85%,-93.45%,Normal Case,
2023-10-29,1.2137,2024-01-14,1.2778,2023-10-08,Buy,11 Weeks,5.28%,Rise by 5.28%,-88.17%,Normal Case,
2024-03-10,1.2816,2024-06-30,1.2646,2024-03-03,Buy,16 Weeks,-1.33%,Rise by -0.18%,-89.49%,Normal Case,
2024-05-05,1.2541,2024-08-04,1.2729,2024-04-14,Buy,13 Weeks,1.5%,Rise by 3.28%,-87.99%,Normal Case,
2024-06-02,1.273,2024-08-04,1.2729,2024-05-19,Buy,9 Weeks,-0.01%,Rise by 1.74%,-88.0%,Normal Case,
2024-06-09,1.2793,2024-09-15,1.3132,2024-05-26,Buy,14 Weeks,2.65%,Rise by 4.85%,-85.35%,Normal Case,
2024-07-07,1.2756,2024-09-15,1.3132,2024-06-30,Buy,10 Weeks,2.95%,Rise by 5.16%,-82.4%,Normal Case,
2024-07-21,1.2952,2024-10-13,1.3062,2024-07-14,Buy,12 Weeks,0.85%,Rise by 3.57%,-81.55%,Normal Case,
2024-08-11,1.2747,2024-10-13,1.3062,2024-04-28,Buy,9 Weeks,2.47%,Rise by 5.23%,-79.08%,Local Extrema Case,
2024-09-08,1.3177,2025-05-18,1.3307,2024-08-25,Buy,36 Weeks,0.99%,Rise by 4.16%,-78.1%,Normal Case,
2025-02-02,1.2424,2025-05-18,1.3307,2025-01-26,Buy,15 Weeks,7.11%,Rise by 10.47%,-70.99%,Normal Case,
2025-03-02,1.2599,2025-05-18,1.3307,2025-02-23,Buy,11 Weeks,5.62%,Rise by 8.94%,-65.37%,Normal Case,
2025-03-09,1.2885,2025-05-18,1.3307,2024-11-24,Buy,10 Weeks,3.28%,Rise by 6.52%,-62.1%,Local Extrema Case,
2025-03-09,1.2885,2025-05-18,1.3307,2025-03-02,Buy,10 Weeks,3.28%,Rise by 6.52%,-58.82%,Normal Case,
2025-03-16,1.2958,2025-05-18,1.3307,2025-03-09,Buy,9 Weeks,2.69%,Rise by 5.92%,-56.13%,Normal Case,
2025-03-30,1.2952,2025-07-20,1.3433,2025-01-19,Buy,16 Weeks,3.71%,Rise by 5.97%,-52.41%,Local Extrema Case,
2025-04-06,1.3089,2025-07-20,1.3433,2025-03-30,Buy,15 Weeks,2.63%,Rise by 4.86%,-49.79%,Normal Case,
2025-04-27,1.3326,2025-07-20,1.3433,2025-04-20,Buy,12 Weeks,0.8%,Rise by 2.99%,-48.98%,Normal Case,
2025-05-25,1.3419,2025-10-05,1.3447,2025-05-18,Buy,19 Weeks,0.21%,Rise by 1.18%,-48.77%,Normal Case,
