Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2008-02-29,31.7885,2008-10-31,19.4553,175 days,-38.80%,-38.7977%,Rise by -24.02%,-38.7977%
Buy,2008-12-31,18.1316,2009-08-31,22.4585,173 days,23.86%,23.8639%,Rise by 42.99%,-14.9338%
Buy,2020-06-30,85.7300,2020-11-30,126.8700,109 days,47.99%,47.9879%,Rise by 73.24%,33.0541%
