Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-12-06,8.185,2016-05-01,9.4,2015-11-29,Buy,21 Weeks,14.84%,Rise by 9.41%,14.84%,Normal Case,
2015-12-13,8.115,2016-05-01,9.4,2015-11-22,Buy,20 Weeks,15.83%,Rise by 10.35%,30.68%,Absolute Extrema Case,
2015-12-20,8.175,2016-05-01,9.4,2015-12-13,Buy,19 Weeks,14.98%,Rise by 22.32%,45.66%,Normal Case,
2016-01-17,8.66,2016-05-01,9.4,2016-01-10,Buy,15 Weeks,8.55%,Rise by 15.47%,54.21%,Normal Case,
2016-01-24,8.95,2016-05-01,9.4,2016-01-17,Buy,14 Weeks,5.03%,Rise by 11.73%,59.24%,Normal Case,
2016-02-07,8.675,2016-05-01,9.4,2016-01-31,Buy,12 Weeks,8.36%,Rise by 15.27%,67.59%,Normal Case,
2016-05-08,9.2,2016-10-30,7.645,2016-04-17,Buy,25 Weeks,-16.9%,Rise by -10.71%,50.69%,Normal Case,
2016-05-22,9.23,2016-10-30,7.645,2016-05-08,Buy,23 Weeks,-17.17%,Rise by -10.24%,33.52%,Normal Case,
2016-06-26,9.04,2016-10-30,7.645,2016-06-19,Buy,18 Weeks,-15.43%,Rise by -10.73%,18.09%,Normal Case,
2016-09-04,8.15,2017-01-29,6.97,2016-08-28,Buy,21 Weeks,-14.48%,Rise by -10.98%,3.61%,Normal Case,
2016-09-11,8.035,2017-01-29,6.97,2016-09-04,Buy,20 Weeks,-13.25%,Rise by -13.57%,-9.64%,Normal Case,
2016-10-16,7.83,2017-01-29,6.97,2016-10-09,Buy,15 Weeks,-10.98%,Rise by -10.98%,-20.63%,Normal Case,
2017-01-01,7.415,2017-04-16,7.24,2016-12-25,Buy,15 Weeks,-2.36%,Rise by 6.54%,-22.99%,Normal Case,
2017-03-19,7.67,2017-06-11,7.475,2017-03-05,Buy,12 Weeks,-2.54%,Rise by 1.24%,-25.53%,Normal Case,
2017-03-26,7.835,2017-06-11,7.475,2017-03-19,Buy,11 Weeks,-4.59%,Rise by -0.89%,-30.13%,Normal Case,
2017-04-02,7.9,2017-06-11,7.475,2017-03-26,Buy,10 Weeks,-5.38%,Rise by -1.71%,-35.51%,Normal Case,
2017-05-21,7.58,2017-07-30,7.855,2017-05-14,Buy,10 Weeks,3.63%,Rise by 3.63%,-31.88%,Normal Case,
2017-07-09,7.52,2017-11-12,7.505,2017-06-25,Buy,18 Weeks,-0.2%,Rise by 23.01%,-32.08%,Normal Case,
2017-12-31,8.11,2018-09-02,10.385,2017-12-24,Buy,35 Weeks,28.05%,Rise by 29.96%,-4.02%,Normal Case,
2018-02-04,8.875,2018-09-02,10.385,2018-01-21,Buy,30 Weeks,17.01%,Rise by 18.76%,12.99%,Normal Case,
2018-02-11,8.68,2018-09-02,10.385,2017-11-19,Buy,29 Weeks,19.64%,Rise by 21.43%,32.63%,Local Extrema Case,
2018-03-11,9.08,2018-09-02,10.385,2018-02-25,Buy,25 Weeks,14.37%,Rise by 16.08%,47.0%,Normal Case,
2018-03-25,8.865,2018-09-02,10.385,2018-03-11,Buy,23 Weeks,17.15%,Rise by 18.89%,64.15%,Normal Case,
2018-04-29,8.81,2018-09-02,10.385,2018-04-22,Buy,18 Weeks,17.88%,Rise by 19.64%,82.03%,Normal Case,
2018-05-06,8.83,2018-09-02,10.385,2018-04-29,Buy,17 Weeks,17.61%,Rise by 19.37%,99.64%,Normal Case,
2018-06-03,9.145,2018-09-02,10.385,2018-05-27,Buy,13 Weeks,13.56%,Rise by 15.25%,113.2%,Normal Case,
2018-07-01,9.715,2018-09-02,10.385,2018-06-24,Buy,9 Weeks,6.9%,Rise by 8.49%,120.09%,Normal Case,
2018-08-19,10.54,2018-12-23,9.1,2018-08-12,Buy,18 Weeks,-13.66%,Rise by -14.42%,106.43%,Normal Case,
2018-09-09,10.425,2018-12-23,9.1,2018-09-02,Buy,15 Weeks,-12.71%,Rise by -13.48%,93.72%,Normal Case,
2018-11-04,9.25,2019-02-24,10.63,2018-10-28,Buy,16 Weeks,14.92%,Rise by 17.84%,108.64%,Normal Case,
2018-12-09,9.69,2019-02-24,10.63,2018-12-02,Buy,11 Weeks,9.7%,Rise by 12.49%,118.34%,Normal Case,
2019-03-17,10.7,2019-06-30,10.7,2019-02-24,Buy,15 Weeks,0.0%,Rise by 7.29%,118.34%,Normal Case,
2019-05-12,10.26,2019-08-04,11.08,2019-05-05,Buy,12 Weeks,7.99%,Rise by 11.89%,126.33%,Normal Case,
2019-06-02,10.47,2019-08-04,11.08,2019-05-26,Buy,9 Weeks,5.83%,Rise by 9.65%,132.16%,Normal Case,
