Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-12-26 - 2019-12-27,1 days,2020-01-06,216.64,2020-01-10,223.83,4 days,-3.3%,Fall by 5.16%,-3.3%,
Buy,2020-03-16 - 2020-03-18,2 days,2020-03-20,181.3,2020-03-26,195.32,4 days,7.7%,Rise by 17.3%,4.4%,
Buy,2020-03-18 - 2020-03-23,3 days,2020-04-06,196.45,2020-04-15,208.17,7 days,6.0%,Rise by 10.56%,10.4%,
Sell,2020-04-16 - 2020-04-20,2 days,2020-04-23,205.24,2020-05-05,195.02,8 days,5.0%,Fall by -4.77%,15.4%,
Sell,2020-06-18 - 2020-06-19,1 days,2020-06-26,215.71,2020-06-30,215.7,2 days,0.0%,Fall by -15.03%,15.4%,
Sell,2020-07-08 - 2020-07-09,1 days,2020-08-07,252.1,2020-08-11,248.42,2 days,1.5%,Fall by -6.13%,16.8%,
Buy,2020-09-14 - 2020-09-21,5 days,2020-09-23,272.95,2020-09-30,293.98,5 days,7.7%,Rise by 16.19%,24.5%,
Sell,2020-10-13 - 2020-10-19,4 days,2020-10-23,309.92,2020-10-28,307.94,3 days,0.6%,Fall by 14.0%,25.2%,
Buy,2020-12-15 - 2020-12-24,7 days,2020-12-29,236.26,2021-01-20,265.49,16 days,12.4%,Rise by 14.63%,37.5%,
Buy,2020-12-30 - 2021-01-05,4 days,2021-01-08,236.19,2021-01-19,251.65,7 days,6.5%,Rise by 14.67%,44.1%,
Sell,2021-01-26 - 2021-02-11,12 days,2021-02-18,264.51,2021-02-19,263.59,1 days,0.3%,Fall by 14.3%,44.4%,
Buy,2021-03-04 - 2021-03-08,2 days,2021-03-10,234.3,2021-05-13,206.08,46 days,-12.0%,Rise by 4.14%,32.4%,
Buy,2021-03-08 - 2021-03-26,14 days,2021-04-06,230.57,2021-05-13,206.08,27 days,-10.6%,Rise by -10.62%,21.8%,
Buy,2021-08-19 - 2021-08-23,2 days,2021-08-31,166.99,2021-09-21,150.18,15 days,-10.1%,Rise by -10.07%,11.7%,
Buy,2021-09-24 - 2021-10-04,6 days,2021-10-06,144.1,2021-10-07,156.0,1 days,8.3%,Rise by 23.32%,20.0%,
Sell,2021-10-19 - 2021-10-20,1 days,2021-10-26,169.99,2021-11-03,166.24,6 days,2.2%,Fall by 15.52%,22.2%,
Buy,2021-11-23 - 2021-12-01,6 days,2021-12-06,123.6,2022-01-11,132.19,26 days,6.9%,Rise by 11.17%,29.1%,
Buy,2022-01-27 - 2022-01-28,1 days,2022-02-15,126.24,2022-02-22,112.93,5 days,-10.5%,Rise by -20.31%,18.6%,
Buy,2022-03-14 - 2022-03-15,1 days,2022-04-01,110.2,2022-04-04,117.5,1 days,6.6%,Rise by -18.87%,25.2%,
Sell,2022-03-22 - 2022-03-23,1 days,2022-04-05,111.0,2022-04-08,103.53,3 days,6.7%,Fall by 22.08%,31.9%,
Buy,2022-04-22 - 2022-05-12,14 days,2022-05-16,86.48,2022-06-06,99.01,15 days,14.5%,Rise by 38.32%,46.4%,
Sell,2022-06-15 - 2022-06-17,2 days,2022-06-29,116.03,2022-07-01,116.0,2 days,0.0%,Fall by 11.11%,46.4%,
Sell,2022-07-07 - 2022-07-08,1 days,2022-07-13,109.1,2022-07-18,103.14,3 days,5.5%,Fall by 18.08%,51.9%,
Buy,2022-09-22 - 2022-10-13,15 days,2022-10-17,76.77,2022-10-24,63.15,5 days,-17.7%,Rise by -15.72%,34.2%,
Buy,2022-10-21 - 2022-10-24,1 days,2022-11-04,69.81,2022-11-15,79.3,7 days,13.6%,Rise by 34.89%,47.8%,
Sell,2022-10-28 - 2022-11-01,2 days,2022-11-09,64.84,2022-11-10,69.77,1 days,-7.6%,Fall by -32.09%,40.2%,
Sell,2022-12-06 - 2022-12-08,2 days,2022-12-19,87.16,2022-12-27,89.86,6 days,-3.1%,Fall by 7.07%,37.1%,
Sell,2023-01-25 - 2023-01-26,1 days,2023-01-31,110.2,2023-02-07,105.5,5 days,4.3%,Fall by 13.7%,41.3%,
Buy,2023-02-07 - 2023-02-10,3 days,2023-02-15,103.08,2023-02-24,89.0,7 days,-13.7%,Rise by -13.06%,27.7%,
Buy,2023-04-26 - 2023-05-03,5 days,2023-05-05,83.22,2023-05-11,87.89,4 days,5.6%,Rise by 10.79%,33.3%,
Sell,2023-07-13 - 2023-07-25,8 days,2023-08-02,95.07,2023-08-03,97.58,1 days,-2.6%,Fall by 7.41%,30.6%,
Buy,2023-08-16 - 2023-08-18,2 days,2023-08-28,92.24,2023-10-18,83.01,37 days,-10.0%,Rise by -4.84%,20.6%,
Buy,2023-09-15 - 2023-09-21,4 days,2023-09-29,86.74,2023-11-17,77.6,35 days,-10.5%,Rise by 0.38%,10.1%,
