Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-09,352.4,2021-09-13,420.8,2020-11-04-2021-02-16,310.0-382.73,Buy,134 days,19.41%,Rise by 8.71%,19.41%,
2021-03-23,355.26,2021-03-29,354.9,2021-02-16-2021-03-05,349.33-377.63,Sell,4 days,0.1%,Fall by 0.85%,19.51%,
2021-05-14,364.12,2024-06-25,575.26,2021-03-05-2021-04-27,335.6-388.73,Buy,812 days,57.99%,Rise by 5.49%,77.5%,
2021-07-21,407.99,2021-08-23,422.13,2021-04-27-2021-05-12,358.94-385.57,Sell,23 days,-3.47%,Fall by 5.96%,74.03%,
2021-09-22,417.13,2021-11-26,442.12,2021-03-05-2021-09-07,335.6-430.28,Buy,47 days,5.99%,Rise by 4.05%,80.02%,
2021-11-30,447.69,2021-12-07,455.61,2021-09-07-2021-10-04,405.02-427.13,Sell,5 days,-1.77%,Fall by 11.67%,78.25%,
2022-01-12,442.51,2024-02-02,505.16,2021-10-04-2021-12-28,394.06-467.06,Buy,537 days,14.16%,Rise by 4.95%,92.41%,
2022-01-25,395.08,2022-01-26,396.45,2021-10-04-2021-12-28,394.06-467.06,Sell,1 days,-0.35%,Fall by 7.48%,92.06%,
2022-02-16,416.84,2022-02-16,416.84,2021-09-07-2022-01-24,405.49-427.13,Sell,0 days,-0.0%,Fall by 0%,92.06%,
2022-03-07,375.53,2022-03-10,382.88,2021-03-05-2021-12-28,335.6-467.06,Sell,3 days,-1.96%,Fall by 11.17%,90.11%,
2022-04-05,413.42,2022-04-08,397.65,2021-12-28-2022-03-14,377.02-461.58,Sell,3 days,3.81%,Fall by 12.7%,93.92%,
2022-05-06,362.75,2022-05-09,347.13,2020-11-04-2021-12-28,310.0-467.06,Sell,1 days,4.31%,Fall by 8.98%,98.23%,
2022-05-09,347.13,2022-05-16,346.2,2020-11-04-2021-09-07,310.0-430.28,Sell,5 days,0.27%,Fall by 8.73%,98.5%,
2022-05-19,337.22,2022-05-24,338.25,2021-03-05-2021-09-07,335.6-430.28,Sell,3 days,-0.31%,Fall by 6.59%,98.19%,
2022-05-20,337.77,2022-05-24,338.25,2021-03-05-2021-04-27,335.6-388.73,Sell,2 days,-0.14%,Fall by 6.59%,98.05%,
2022-06-09,351.12,2022-06-09,351.12,2021-04-27-2022-05-20,343.01-385.57,Sell,0 days,-0.0%,Fall by 0%,98.05%,
2022-07-05,332.54,2022-07-18,336.96,2022-06-02-2022-06-16,322.08-356.0,Sell,9 days,-1.33%,Fall by 3.8%,96.72%,
2022-07-15,340.03,2022-07-18,336.96,2021-11-22-2022-06-16,322.08-450.34,Sell,1 days,0.9%,Fall by 3.8%,97.62%,
2022-09-08,347.16,2022-09-08,347.16,2022-06-16-2022-08-15,313.66-391.6,Buy,0 days,0.0%,Rise by 0%,97.62%,
2022-09-29,313.05,2022-10-04,327.79,2022-06-16-2022-08-15,313.66-391.6,Sell,3 days,-4.71%,Fall by 6.48%,92.91%,
2022-11-08,318.06,2022-11-21,334.59,2022-06-02-2022-10-13,311.25-356.0,Sell,9 days,-5.2%,Fall by 7.02%,87.72%,
2022-11-22,340.58,2022-12-01,349.17,2021-04-27-2022-10-13,311.25-385.57,Sell,7 days,-2.52%,Fall by 10.9%,85.19%,
2022-12-08,337.46,2022-12-09,335.41,2022-08-15-2022-10-13,311.25-387.0,Sell,1 days,0.61%,Fall by 7.25%,85.8%,
2022-12-20,322.08,2022-12-27,316.07,2022-03-29-2022-10-13,311.25-421.62,Sell,5 days,1.87%,Fall by -10.09%,87.67%,
