Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2011-08-21,16.21,2013-04-21,14.47,434 days,-10.760000%,-10.760000%,Rise by 23.380000%,-10.760000%
Buy,2014-10-19,18.93,2017-01-15,20.22,584 days,6.800000%,6.800000%,Rise by -14.180000%,-3.950000%
Buy,2018-10-28,18.08,2024-06-09,48.37,1464 days,167.600000%,167.600000%,Rise by -14.410000%,163.650000%
Buy,2025-04-20,39.88,2025-04-20,39.88,0 days,0.00%,0.00%,Rise by 0%,163.650000%
