Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-04-22,18.0,2021-05-20,19.63,19 days,9.060000%,9.060000%,Rise by 15.210000%,9.060000%
Buy,2021-07-16,20.0,2022-03-15,36.16,171 days,80.730000%,80.730000%,Rise by 3.480000%,89.800000%
Buy,2022-06-15,37.8,2022-09-01,35.46,55 days,-6.180000%,-6.180000%,Rise by -10.380000%,83.610000%
Buy,2022-09-27,31.1,2023-09-19,42.97,254 days,38.190000%,38.190000%,Rise by 33.140000%,121.800000%
Buy,2023-12-08,42.4,2024-04-17,53.15,92 days,25.350000%,25.350000%,Rise by 6.370000%,147.160000%
Buy,2024-06-05,49.03,2024-10-23,48.58,99 days,-0.910000%,-0.910000%,Rise by 2.320000%,146.250000%
Buy,2024-12-16,43.95,2025-05-30,41.67,118 days,-5.190000%,-5.190000%,Rise by 7.550000%,141.060000%
Buy,2025-10-17,42.19,2025-10-17,42.19,0 days,0.00%,0.00%,Rise by 0%,141.060000%
