Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2020-07-19,29.73,2020-08-16,28.51,2019-07-21-2020-03-22,24.86-63.33,Sell,19 days,4.1%,Fall by 10.45%,4.1%
2020-10-25,26.02,2020-11-01,22.83,2019-03-31-2020-03-22,24.86-78.02,Sell,4 days,12.26%,Fall by -94.74%,16.36%
2021-04-25,63.7,2021-04-25,63.7,2020-06-14-2020-11-01,26.02-35.05,Sell,0 days,-0.0%,Fall by 0%,16.36%
2021-05-16,49.65,2021-05-30,57.09,2020-03-22-2021-03-21,14.562-68.28,Sell,9 days,-14.98%,Fall by 19.62%,1.38%
2024-01-28,12.6,2024-02-18,17.91,2023-07-30-2023-11-05,10.74-11.385,Sell,14 days,-42.14%,Fall by 9.83%,-40.76%
2024-04-07,17.84,2024-04-21,16.15,2023-05-28-2024-03-24,7.85-20.82,Sell,9 days,9.47%,Fall by 12.26%,-31.29%
2024-05-19,16.62,2025-11-02,20.46,2023-05-28-2024-03-24,7.85-20.82,Buy,379 days,23.1%,Rise by 0.0%,-8.19%
2024-12-22,13.57,2025-01-12,12.98,2024-08-11-2024-11-17,8.925-19.065,Sell,14 days,4.35%,Fall by 10.86%,-3.84%
2025-02-02,13.54,2025-02-02,13.54,2024-08-11-2024-11-17,8.925-19.065,Buy,0 days,0.0%,Rise by 0%,-3.84%
2025-10-12,19.25,2025-10-12,19.25,2025-04-13-2025-09-21,9.66-23.5,Sell,0 days,-0.0%,Fall by 0%,-3.84%
2025-10-26,20.47,2025-10-26,20.47,2025-05-18-2025-08-17,16.115-16.12,Sell,0 days,-0.0%,Fall by 0%,-3.84%
