Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2008-01-31,2.8833,2008-07-31,1.8250,130 days,-36.70%,-36.7045%,Rise by -21.62%,-36.7045%
Buy,2008-08-31,2.1417,2008-10-31,2.7217,44 days,27.08%,27.0813%,Rise by 46.07%,-9.6232%
