Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2019-12-10 - 2019-12-18,6 days,2019-12-23,37.47,2020-02-14,39.75,39 days,6.1%,Rise by 4.24%,6.1%,
Sell,2019-12-30 - 2019-12-31,1 days,2020-01-10,36.27,2020-01-21,37.77,7 days,-4.1%,Fall by 7.72%,1.9%,
Sell,2019-12-31 - 2020-01-27,19 days,2020-02-04,38.23,2020-02-05,37.81,1 days,1.1%,Fall by 12.45%,3.0%,
Sell,2020-02-19 - 2020-02-24,3 days,2020-03-02,39.04,2020-03-03,40.79,1 days,-4.5%,Fall by 10.96%,-1.4%,
Buy,2020-03-03 - 2020-03-10,5 days,2020-03-13,33.47,2020-03-17,38.08,2 days,13.8%,Rise by 94.32%,12.3%,
Buy,2020-03-13 - 2020-03-16,1 days,2020-03-31,38.73,2020-04-06,41.5,4 days,7.2%,Rise by 67.93%,19.5%,
Sell,2020-05-19 - 2020-05-20,1 days,2020-05-26,59.31,2020-06-08,50.65,9 days,14.6%,Fall by 12.07%,34.1%,
Sell,2020-07-21 - 2020-07-22,1 days,2020-07-29,73.17,2020-07-31,72.67,2 days,0.7%,Fall by 7.89%,34.8%,
Sell,2020-07-27 - 2020-08-05,7 days,2020-08-10,70.5,2020-08-12,65.62,2 days,6.9%,Fall by 4.4%,41.7%,
Buy,2020-08-25 - 2020-09-08,10 days,2020-09-22,66.56,2020-10-28,59.02,26 days,-11.3%,Rise by 0.59%,30.4%,
Buy,2020-09-23 - 2020-09-24,1 days,2020-09-28,64.62,2020-11-10,57.65,31 days,-10.8%,Rise by 1.53%,19.6%,
Buy,2020-10-29 - 2020-10-30,1 days,2020-11-05,64.31,2020-11-10,57.65,3 days,-10.4%,Rise by -19.37%,9.2%,
Buy,2020-11-25 - 2020-11-27,2 days,2020-12-08,54.2,2021-01-04,57.93,19 days,6.9%,Rise by 6.88%,16.1%,
Sell,2021-01-06 - 2021-01-07,1 days,2021-01-12,54.13,2021-01-18,51.56,4 days,4.7%,Fall by 10.84%,20.9%,
Buy,2021-01-15 - 2021-01-27,8 days,2021-01-29,52.52,2021-02-26,45.52,20 days,-13.3%,Rise by -13.33%,7.5%,
Buy,2021-02-19 - 2021-03-01,6 days,2021-03-04,45.16,2021-03-11,47.9,5 days,6.1%,Rise by 20.11%,13.6%,
Sell,2021-04-06 - 2021-04-08,2 days,2021-04-13,51.43,2021-04-16,53.01,3 days,-3.1%,Fall by -5.31%,10.5%,
Sell,2021-04-20 - 2021-04-21,1 days,2021-04-26,52.47,2021-05-11,53.94,11 days,-2.8%,Fall by -3.22%,7.7%,
Sell,2021-05-18 - 2021-05-19,1 days,2021-05-28,57.95,2021-06-22,54.53,17 days,5.9%,Fall by 6.54%,13.6%,
Sell,2021-06-02 - 2021-06-10,6 days,2021-06-17,54.78,2021-06-22,54.53,3 days,0.5%,Fall by 2.65%,14.1%,
Buy,2021-06-18 - 2021-06-25,5 days,2021-06-30,54.64,2021-07-15,57.38,11 days,5.0%,Rise by 6.28%,19.1%,
Sell,2021-08-03 - 2021-08-04,1 days,2021-08-09,53.64,2021-08-13,55.63,4 days,-3.7%,Fall by 10.65%,15.4%,
Buy,2021-08-11 - 2021-08-18,5 days,2021-08-27,56.67,2021-09-23,49.92,19 days,-11.9%,Rise by -11.91%,3.5%,
Sell,2021-08-31 - 2021-09-03,3 days,2021-09-10,56.75,2021-09-20,52.47,6 days,7.5%,Fall by 14.68%,11.0%,
Buy,2021-09-27 - 2021-10-01,4 days,2021-10-06,47.48,2021-10-14,51.26,6 days,8.0%,Rise by 8.59%,19.0%,
Sell,2021-11-15 - 2021-11-16,1 days,2021-11-19,55.89,2021-11-24,54.04,3 days,3.3%,Fall by 10.04%,22.3%,
Sell,2021-12-24 - 2021-12-29,3 days,2022-01-04,53.02,2022-01-11,50.02,5 days,5.7%,Fall by -10.84%,27.9%,
Sell,2022-02-18 - 2022-02-22,2 days,2022-03-03,57.79,2022-03-04,59.46,1 days,-2.9%,Fall by -1.7%,25.1%,
Sell,2022-03-07 - 2022-03-08,1 days,2022-03-14,60.0,2022-03-16,59.86,2 days,0.2%,Fall by 10.07%,25.3%,
Buy,2022-03-21 - 2022-04-05,11 days,2022-04-07,61.6,2022-05-09,55.31,22 days,-10.2%,Rise by -10.21%,15.1%,
Buy,2022-05-11 - 2022-05-18,5 days,2022-05-20,53.37,2022-06-30,46.38,29 days,-13.1%,Rise by -13.1%,2.0%,
Sell,2022-06-06 - 2022-06-10,4 days,2022-06-15,50.07,2022-06-17,50.0,2 days,0.1%,Fall by 10.86%,2.1%,
Buy,2022-06-30 - 2022-07-06,4 days,2022-07-08,45.59,2022-07-25,40.84,11 days,-10.4%,Rise by -2.9%,-8.3%,
Buy,2022-08-03 - 2022-08-12,7 days,2022-08-18,42.13,2022-10-03,45.82,32 days,8.8%,Rise by 4.01%,0.5%,
Sell,2022-10-13 - 2022-10-19,4 days,2022-10-28,45.42,2022-10-31,44.57,1 days,1.9%,Fall by -15.13%,2.3%,
Sell,2022-12-09 - 2022-12-13,2 days,2022-12-30,52.9,2023-01-03,55.45,2 days,-4.8%,Fall by -0.96%,-2.5%,
Sell,2023-01-05 - 2023-01-09,2 days,2023-01-17,59.0,2023-01-19,60.54,2 days,-2.6%,Fall by 9.47%,-5.1%,
Sell,2023-01-24 - 2023-01-25,1 days,2023-02-03,58.93,2023-02-06,58.71,1 days,0.4%,Fall by 9.37%,-4.7%,
Sell,2023-03-15 - 2023-03-20,3 days,2023-03-31,65.09,2023-04-04,67.28,2 days,-3.4%,Fall by 12.63%,-8.1%,
Sell,2023-03-30 - 2023-04-05,4 days,2023-04-17,66.6,2023-04-20,66.5,3 days,0.2%,Fall by 10.11%,-7.9%,
Buy,2023-05-25 - 2023-05-30,3 days,2023-06-12,60.17,2023-10-02,53.24,80 days,-11.5%,Rise by -0.18%,-19.5%,
Buy,2023-06-22 - 2023-06-29,5 days,2023-07-11,55.66,2023-07-13,58.48,2 days,5.1%,Rise by 9.36%,-14.4%,
Sell,2023-07-14 - 2023-07-18,2 days,2023-07-21,58.39,2023-07-25,60.06,2 days,-2.9%,Fall by 4.85%,-17.3%,
Sell,2023-10-17 - 2023-10-18,1 days,2023-11-07,59.66,2023-11-10,59.31,3 days,0.6%,Fall by -5.63%,-16.7%,
Sell,2023-11-20 - 2023-11-21,1 days,2023-12-01,66.84,2023-12-14,65.81,9 days,1.5%,Fall by 4.94%,-15.1%,
Buy,2024-01-19 - 2024-01-22,1 days,2024-01-30,63.52,2024-02-21,55.0,16 days,-13.4%,Rise by -13.41%,-28.5%,
Sell,2024-04-11 - 2024-04-12,1 days,2024-04-19,72.38,2024-04-24,71.99,3 days,0.5%,Fall by 0.25%,-28.0%,
Buy,2024-04-24 - 2024-04-30,4 days,2024-05-06,73.48,2024-05-17,77.59,9 days,5.6%,Rise by 15.62%,-22.4%,
