Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
1933-07-31,9.95,1933-08-31,11.09,1932-06-30-1933-07-31,4.4-12.2,Sell,23 days,-11.46%,Fall by 13.35%,-11.46%,
1934-09-30,9.08,1961-07-31,66.76,1932-06-30-1933-07-31,4.4-12.2,Buy,7000 days,635.24%,Rise by 7.17%,623.79%,
1937-05-31,16.26,1937-06-30,15.4,1935-03-31-1937-03-31,8.06-18.67,Sell,22 days,5.29%,Fall by 27.86%,629.07%,
1937-08-31,16.04,1953-06-30,24.14,1932-06-30-1937-03-31,4.4-18.67,Buy,4130 days,50.5%,Rise by 88.53%,679.57%,
1937-10-31,12.35,1937-11-30,11.11,1932-06-30-1937-03-31,4.4-18.67,Sell,21 days,10.04%,Fall by 11.97%,689.61%,
1938-01-31,10.69,1981-11-30,126.35,1935-03-31-1937-03-31,8.06-18.67,Buy,11435 days,1081.95%,Rise by -11.45%,1771.56%,
1939-01-31,12.3,1939-03-31,10.98,1938-03-31-1938-10-31,8.5-13.91,Sell,43 days,10.73%,Fall by 15.57%,1782.29%,
1940-08-31,10.5,1946-10-31,14.84,1938-03-31-1938-10-31,8.5-13.91,Buy,1608 days,41.33%,Rise by 6.2%,1823.62%,
1943-11-30,11.02,1944-05-31,12.35,1942-04-30-1943-07-31,7.47-12.64,Sell,131 days,-12.07%,Fall by -20.16%,1811.56%,
1946-09-30,14.96,1947-05-31,14.45,1942-04-30-1946-05-31,7.47-19.25,Sell,174 days,3.41%,Fall by 3.6%,1814.96%,
1946-12-31,15.3,1953-06-30,24.14,1938-03-31-1946-05-31,8.5-19.25,Buy,1695 days,57.78%,Rise by 88.53%,1872.74%,
1947-07-31,15.76,1998-02-28,1049.34,1935-03-31-1946-05-31,8.06-19.25,Buy,13196 days,6558.25%,Rise by 30.82%,8430.99%,
1949-01-31,15.22,1953-05-31,24.54,1942-04-30-1946-05-31,7.47-19.25,Buy,1129 days,61.24%,Rise by 72.53%,8492.23%,
1949-04-30,14.71,1993-03-31,451.67,1947-05-31-1948-06-30,13.77-17.06,Buy,11457 days,2970.5%,Rise by 3.58%,11462.72%,
1953-09-30,23.35,1954-01-31,26.08,1949-06-30-1953-01-31,13.55-26.66,Sell,87 days,-11.69%,Fall by -80.1%,11451.03%,
1953-11-30,24.76,1984-04-30,160.05,1938-03-31-1953-01-31,8.5-26.66,Buy,7935 days,546.41%,Rise by 13.2%,11997.44%,
1957-04-30,45.74,1962-03-31,69.55,1953-09-30-1956-08-31,22.71-49.64,Buy,1283 days,52.06%,Rise by -15.0%,12049.49%,
1957-10-31,41.06,1957-12-31,39.99,1957-02-28-1957-07-31,42.39-49.13,Sell,43 days,2.61%,Fall by -42.24%,12052.1%,
1957-12-31,39.99,1961-07-31,66.76,1942-04-30-1956-08-31,7.47-49.64,Buy,934 days,66.94%,Rise by 7.17%,12119.04%,
1958-02-28,40.84,1958-06-30,45.24,1953-09-30-1956-08-31,22.71-49.64,Sell,86 days,-10.77%,Fall by -25.73%,12108.27%,
1960-05-31,55.83,1981-11-30,126.35,1957-10-31-1959-08-31,38.98-60.71,Buy,5609 days,126.31%,Rise by -11.45%,12234.58%,
1960-07-31,55.51,1960-09-30,53.52,1957-10-31-1959-08-31,38.98-60.71,Sell,44 days,3.58%,Fall by -2.3%,12238.16%,
1960-12-31,58.11,1984-04-30,160.05,1953-09-30-1959-08-31,22.71-60.71,Buy,6085 days,175.43%,Rise by 13.2%,12413.59%,
1962-05-31,59.63,1962-06-30,54.75,1960-10-31-1961-12-31,52.2-72.64,Sell,21 days,8.18%,Fall by -54.19%,12421.77%,
1962-06-30,54.75,1962-08-31,59.12,1957-02-28-1961-12-31,42.39-72.64,Sell,44 days,-7.98%,Fall by -48.11%,12413.79%,
1962-08-31,59.12,1984-01-31,163.41,1957-10-31-1961-12-31,38.98-72.64,Buy,5587 days,176.4%,Rise by 2.0%,12590.19%,
1962-12-31,63.1,1973-04-30,106.97,1953-09-30-1961-12-31,22.71-72.64,Buy,2695 days,69.52%,Rise by 1.36%,12659.72%,
1963-09-30,71.7,1981-04-30,132.81,1960-10-31-1961-12-31,52.2-72.64,Buy,4588 days,85.23%,Rise by -12.52%,12744.95%,
1966-08-31,77.1,1967-01-31,86.61,1953-09-30-1966-02-28,22.71-94.72,Sell,109 days,-12.33%,Fall by -3.18%,12732.61%,
1966-09-30,76.56,1966-12-31,80.33,1962-06-30-1966-02-28,51.35-94.72,Sell,65 days,-4.92%,Fall by -11.24%,12727.69%,
1966-12-31,80.33,1967-03-31,90.2,1957-10-31-1966-02-28,38.98-94.72,Sell,64 days,-12.29%,Fall by 0.93%,12715.4%,
1968-01-31,92.24,1969-03-31,101.51,1966-10-31-1967-09-30,72.28-98.31,Buy,303 days,10.05%,Rise by -16.24%,12725.45%,
1968-04-30,97.46,1969-03-31,101.51,1962-06-30-1967-09-30,51.35-98.31,Buy,239 days,4.16%,Rise by -16.24%,12729.61%,
1969-07-31,91.83,1970-01-31,85.02,1957-10-31-1968-12-31,38.98-109.37,Sell,131 days,7.42%,Fall by 14.47%,12737.02%,
1969-09-30,93.12,1970-01-31,85.02,1962-06-30-1968-12-31,51.35-109.37,Sell,88 days,8.7%,Fall by 14.47%,12745.72%,
1970-01-31,85.02,1970-03-31,89.63,1968-02-29-1968-12-31,86.73-109.37,Sell,41 days,-5.42%,Fall by -6.64%,12740.3%,
1970-03-31,89.63,1971-08-31,99.03,1957-10-31-1967-09-30,38.98-98.31,Buy,370 days,10.49%,Rise by 10.6%,12750.79%,
