Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
1933-09-30,9.72,1934-09-30,9.08,1932-06-30-1933-09-30,4.4-12.2,Sell,259 days,6.58%,Fall by -89.21%,6.58%,
1937-06-30,15.4,1937-09-30,13.76,1935-03-31-1937-03-31,8.06-18.67,Sell,66 days,10.65%,Fall by 15.99%,17.23%,
1937-12-31,10.55,1938-03-31,8.5,1932-06-30-1937-03-31,4.4-18.67,Sell,64 days,19.43%,Fall by -27.76%,36.66%,
1938-09-30,12.24,1987-06-30,304.0,1932-06-30-1933-09-30,4.4-12.2,Buy,12717 days,2383.66%,Rise by -14.84%,2420.33%,
1939-12-31,12.46,1940-06-30,9.98,1938-03-31-1938-12-31,8.5-13.91,Sell,129 days,19.9%,Fall by 12.93%,2440.23%,
1940-12-31,10.58,1947-06-30,15.21,1938-03-31-1938-12-31,8.5-13.91,Buy,1694 days,43.76%,Rise by 10.06%,2483.99%,
1942-12-31,9.77,1957-06-30,47.37,1932-06-30-1937-03-31,4.4-18.67,Buy,3781 days,384.85%,Rise by -11.13%,2868.84%,
1946-09-30,14.96,1948-06-30,16.74,1942-06-30-1946-06-30,7.47-19.25,Sell,457 days,-11.9%,Fall by 10.04%,2856.94%,
1947-09-30,15.11,1948-06-30,16.74,1938-12-31-1942-06-30,8.53-12.32,Sell,196 days,-10.79%,Fall by 10.04%,2846.16%,
1947-12-31,15.3,1969-09-30,93.12,1938-03-31-1946-06-30,8.5-19.25,Buy,5674 days,508.63%,Rise by -21.91%,3354.78%,
1949-06-30,14.16,1949-09-30,15.58,1947-06-30-1948-06-30,13.77-17.06,Sell,66 days,-10.03%,Fall by -52.57%,3344.76%,
1949-12-31,16.79,1953-12-31,24.81,1942-06-30-1946-06-30,7.47-19.25,Buy,1043 days,47.77%,Rise by 95.41%,3392.52%,
1953-09-30,23.35,1954-03-31,26.94,1949-06-30-1953-03-31,13.55-26.66,Sell,130 days,-15.37%,Fall by -74.35%,3377.15%,
1954-03-31,26.94,1960-12-31,58.11,1938-03-31-1953-03-31,8.5-26.66,Buy,1762 days,115.7%,Rise by 23.13%,3492.85%,
1957-09-30,42.42,1970-03-31,89.63,1953-09-30-1956-09-30,22.71-49.64,Buy,3261 days,111.29%,Rise by 11.92%,3604.14%,
1957-12-31,39.99,1957-12-31,39.99,1949-06-30-1956-09-30,13.55-49.64,Sell,0 days,-0.0%,Fall by 0%,3604.14%,
1958-06-30,45.24,1982-03-31,111.96,1942-06-30-1956-09-30,7.47-49.64,Buy,6197 days,147.48%,Rise by 49.73%,3751.62%,
1960-12-31,58.11,1961-03-31,65.06,1929-09-30-1932-06-30,7.18-27.77,Sell,64 days,-11.96%,Fall by 15.85%,3739.66%,
1962-06-30,54.75,1962-12-31,63.1,1953-09-30-1961-12-31,22.71-72.64,Sell,130 days,-15.25%,Fall by -36.55%,3724.41%,
1962-12-31,63.1,1984-09-30,166.1,1947-06-30-1961-12-31,13.77-72.64,Buy,5674 days,163.23%,Rise by 45.8%,3887.64%,
1966-09-30,76.56,1967-03-31,90.2,1953-09-30-1966-03-31,22.71-94.72,Sell,130 days,-17.82%,Fall by 0.0%,3869.83%,
1967-06-30,90.64,1970-03-31,89.63,1962-06-30-1966-03-31,51.35-94.72,Buy,717 days,-1.11%,Rise by 11.92%,3868.71%,
1969-09-30,93.12,1970-03-31,89.63,1957-12-31-1968-12-31,38.98-109.37,Sell,130 days,3.75%,Fall by -19.54%,3872.46%,
1970-03-31,89.63,1970-06-30,72.72,1962-06-30-1968-12-31,51.35-109.37,Sell,65 days,18.87%,Fall by -52.02%,3891.33%,
1970-06-30,72.72,1970-09-30,84.3,1966-12-31-1968-12-31,72.28-109.37,Sell,66 days,-15.92%,Fall by -40.04%,3875.4%,
1970-12-31,92.15,1973-12-31,97.55,1953-09-30-1966-03-31,22.71-94.72,Buy,782 days,5.86%,Rise by -34.86%,3881.26%,
1972-06-30,107.14,1974-09-30,63.54,1966-12-31-1968-12-31,72.28-109.37,Buy,586 days,-40.69%,Rise by 49.81%,3840.57%,
1973-06-30,104.26,1973-12-31,97.55,1962-06-30-1973-03-31,51.35-121.74,Sell,130 days,6.44%,Fall by 34.86%,3847.0%,
1973-12-31,97.55,1974-03-31,93.98,1953-09-30-1973-03-31,22.71-121.74,Sell,64 days,3.66%,Fall by 27.05%,3850.66%,
1974-06-30,86.0,1974-09-30,63.54,1970-06-30-1973-03-31,68.61-121.74,Sell,65 days,26.12%,Fall by -69.12%,3876.78%,
1974-09-30,63.54,1975-03-31,83.36,1962-06-30-1966-03-31,51.35-94.72,Sell,130 days,-31.19%,Fall by -20.54%,3845.59%,
1975-06-30,95.19,1996-12-31,740.74,1957-12-31-1961-12-31,38.98-72.64,Buy,5611 days,678.17%,Rise by 73.66%,4523.76%,
1977-09-30,96.53,1978-03-31,89.21,1974-12-31-1976-09-30,60.96-108.72,Sell,130 days,7.58%,Fall by -28.06%,4531.34%,
1978-09-30,102.54,1982-06-30,109.61,1974-12-31-1976-09-30,60.96-108.72,Buy,977 days,6.89%,Rise by 52.94%,4538.23%,
1980-09-30,125.46,1986-03-31,238.9,1978-03-31-1978-09-30,86.45-108.05,Buy,1434 days,90.42%,Rise by 34.71%,4628.65%,
1981-09-30,116.18,1982-03-31,111.96,1970-06-30-1980-12-31,68.61-141.96,Sell,130 days,3.63%,Fall by -36.82%,4632.29%,
1982-03-31,111.96,1982-12-31,140.64,1978-03-31-1980-12-31,86.45-141.96,Sell,197 days,-25.62%,Fall by -8.92%,4606.67%,
