Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-11-12,208.3000,2021-12-17,186.2000,25 days,-10.61%,-10.6097%,Rise by -10.11%,-10.6097%
Buy,2022-01-26,156.9800,2022-01-28,163.5200,2 days,4.17%,4.1661%,Rise by -21.68%,-6.4436%
Buy,2022-02-08,120.2600,2022-03-04,99.9100,18 days,-16.92%,-16.9217%,Rise by -16.25%,-23.3652%
Buy,2022-04-25,87.7800,2022-06-14,72.4600,36 days,-17.45%,-17.4527%,Rise by -10.29%,-40.8180%
Buy,2022-09-27,85.7500,2022-09-28,91.1200,1 days,6.26%,6.2624%,Rise by 4.07%,-34.5556%
Buy,2022-11-07,77.6600,2022-11-10,86.8000,3 days,11.77%,11.7693%,Rise by -10.16%,-22.7863%
Buy,2022-12-07,74.4200,2022-12-27,68.3300,14 days,-8.18%,-8.1833%,Rise by 16.85%,-30.9696%
Buy,2023-05-15,62.2500,2023-06-15,65.8500,23 days,5.78%,5.7831%,Rise by 10.67%,-25.1865%
Buy,2023-08-08,63.1900,2023-09-22,57.8800,33 days,-8.40%,-8.4032%,Rise by 1.98%,-33.5897%
Buy,2025-02-10,78.2400,2025-03-06,68.0800,18 days,-12.99%,-12.9857%,Rise by -10.85%,-46.5754%
Buy,2025-08-04,68.0100,2025-08-28,70.0600,18 days,3.01%,3.0143%,Rise by 3.21%,-43.5611%
