Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2022-06-30 - 2022-07-05,3 days,2022-07-07,35.3,2022-08-26,31.66,36 days,-10.3%,Rise by -1.78%,-23.6%
Buy,2022-07-22 - 2022-07-25,1 days,2022-08-04,33.76,2022-09-01,29.76,20 days,-11.8%,Rise by -11.85%,-35.5%
Buy,2022-09-01 - 2022-09-26,17 days,2022-09-28,31.35,2022-11-10,37.95,31 days,21.1%,Rise by 27.97%,-14.4%
Sell,2022-10-05 - 2022-10-26,15 days,2022-10-31,32.69,2022-11-04,34.3,4 days,-4.9%,Fall by -17.19%,-19.3%
Sell,2022-11-25 - 2022-12-01,4 days,2022-12-15,38.43,2022-12-20,40.01,3 days,-4.1%,Fall by -0.75%,-23.4%
Sell,2023-01-24 - 2023-01-25,1 days,2023-01-30,45.14,2023-02-06,43.68,5 days,3.2%,Fall by 10.35%,-20.2%
Sell,2023-03-28 - 2023-04-05,6 days,2023-04-17,49.72,2023-04-20,49.37,3 days,0.7%,Fall by 10.94%,-19.5%
Buy,2023-05-25 - 2023-05-30,3 days,2023-06-12,45.04,2023-09-27,40.23,77 days,-10.7%,Rise by 1.29%,-30.2%
Buy,2023-06-29 - 2023-07-06,5 days,2023-07-11,42.07,2023-07-13,44.61,2 days,6.0%,Rise by 7.56%,-24.1%
Sell,2023-07-14 - 2023-07-18,2 days,2023-07-21,44.19,2023-07-25,45.62,2 days,-3.2%,Fall by 7.2%,-27.4%
Sell,2023-09-19 - 2023-09-20,1 days,2023-09-26,41.55,2023-09-28,40.47,2 days,2.6%,Fall by -1.68%,-24.8%
Sell,2023-10-17 - 2023-10-18,1 days,2023-11-07,43.36,2023-11-10,42.98,3 days,0.9%,Fall by -6.94%,-23.9%
Sell,2023-11-29 - 2023-12-01,2 days,2023-12-06,47.97,2023-12-19,49.97,9 days,-4.2%,Fall by 4.13%,-28.1%
Buy,2024-01-19 - 2024-01-22,1 days,2024-01-30,47.4,2024-02-21,40.74,16 days,-14.1%,Rise by -14.05%,-42.1%
Sell,2024-04-11 - 2024-04-12,1 days,2024-04-22,51.52,2024-04-25,53.73,3 days,-4.3%,Fall by -2.08%,-46.4%
Sell,2024-05-09 - 2024-05-10,1 days,2024-05-22,56.61,2024-05-24,56.41,2 days,0.4%,Fall by 8.07%,-46.1%
Buy,2024-06-05 - 2024-06-07,2 days,2024-06-12,53.52,2024-07-10,58.33,20 days,9.0%,Rise by 16.14%,-37.1%
Buy,2024-06-18 - 2024-07-01,9 days,2024-07-03,54.52,2024-07-12,59.59,7 days,9.3%,Rise by 14.51%,-27.8%
Sell,2024-07-12 - 2024-07-17,3 days,2024-07-22,60.0,2024-07-24,59.94,2 days,0.1%,Fall by 11.0%,-27.7%
Sell,2024-08-21 - 2024-08-23,2 days,2024-08-28,61.39,2024-09-04,59.68,5 days,2.8%,Fall by 3.09%,-24.9%
Sell,2024-08-27 - 2024-09-13,13 days,2024-09-20,62.6,2024-09-23,62.23,1 days,0.6%,Fall by 4.97%,-24.3%
Sell,2024-12-05 - 2024-12-09,2 days,2024-12-13,60.56,2024-12-20,57.11,5 days,5.7%,Fall by 7.94%,-18.6%
Buy,2024-12-20 - 2024-12-30,6 days,2025-01-02,58.07,2025-01-30,63.12,20 days,8.7%,Rise by 46.62%,-9.9%
Sell,2025-02-13 - 2025-02-14,1 days,2025-02-24,68.85,2025-03-03,68.74,5 days,0.2%,Fall by -2.48%,-9.7%
Sell,2025-03-31 - 2025-04-03,3 days,2025-04-08,70.56,2025-04-09,74.62,1 days,-5.8%,Fall by -8.42%,-15.5%
Sell,2025-04-30 - 2025-05-06,4 days,2025-05-13,78.51,2025-05-16,78.5,3 days,0.0%,Fall by -10.46%,-15.5%
Sell,2025-06-04 - 2025-06-05,1 days,2025-06-20,89.18,2025-07-07,92.61,11 days,-3.8%,Fall by -2.06%,-19.3%
Sell,2025-08-07 - 2025-08-08,1 days,2025-08-14,94.28,2025-08-20,93.24,4 days,1.1%,Fall by -2.38%,-18.2%
Sell,2025-09-03 - 2025-09-09,4 days,2025-09-16,105.23,2025-09-26,109.04,8 days,-3.6%,Fall by 8.28%,-21.9%
Sell,2025-09-30 - 2025-10-01,1 days,2025-10-10,105.45,2025-10-13,108.99,1 days,-3.4%,Fall by 8.47%,-25.2%
Sell,2025-10-01 - 2025-10-16,11 days,2025-10-21,95.84,2025-10-29,95.18,6 days,0.7%,Fall by -0.71%,-24.5%
