Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2021-07-23 - 2021-07-26,1 days,2021-08-11,31.8,2021-08-13,31.63,2 days,0.5%,Fall by 1.57%,-2.6%
Sell,2021-12-23 - 2021-12-29,4 days,2022-01-07,32.3,2022-01-12,31.84,3 days,1.4%,Fall by 10.22%,-1.2%
Buy,2022-02-28 - 2022-03-09,7 days,2022-03-15,27.0,2022-03-28,23.48,9 days,-13.0%,Rise by -10.93%,-14.2%
Buy,2022-04-13 - 2022-04-27,10 days,2022-04-29,21.5,2022-06-15,19.23,33 days,-10.6%,Rise by -10.56%,-24.8%
Buy,2022-05-12 - 2022-05-13,1 days,2022-05-20,20.85,2022-09-30,18.5,95 days,-11.3%,Rise by 4.65%,-36.0%
Buy,2022-06-16 - 2022-06-20,2 days,2022-06-23,19.73,2022-07-06,21.19,9 days,7.4%,Rise by 10.59%,-28.6%
Sell,2022-07-07 - 2022-07-08,1 days,2022-07-15,20.6,2022-07-21,21.64,4 days,-5.0%,Fall by -0.73%,-33.7%
Buy,2022-10-04 - 2022-10-13,7 days,2022-10-17,19.05,2022-11-18,20.5,24 days,7.6%,Rise by 27.66%,-26.1%
Sell,2023-01-18 - 2023-01-20,2 days,2023-01-25,25.25,2023-01-27,25.11,2 days,0.6%,Fall by 1.47%,-25.5%
Sell,2023-04-04 - 2023-04-11,5 days,2023-04-18,26.53,2023-04-24,27.55,4 days,-3.8%,Fall by 12.36%,-29.4%
Sell,2023-04-26 - 2023-05-01,3 days,2023-05-04,27.27,2023-05-10,26.69,4 days,2.1%,Fall by 12.06%,-27.2%
Buy,2023-05-24 - 2023-05-26,2 days,2023-06-07,23.95,2023-09-08,21.45,67 days,-10.4%,Rise by 3.34%,-37.7%
Buy,2023-06-12 - 2023-06-26,10 days,2023-07-03,24.6,2023-09-06,22.12,47 days,-10.1%,Rise by -10.08%,-47.7%
Sell,2023-07-05 - 2023-07-06,1 days,2023-07-26,24.3,2023-08-04,24.26,7 days,0.2%,Fall by 11.73%,-47.6%
Buy,2023-08-29 - 2023-09-11,9 days,2023-09-13,21.75,2023-11-29,23.8,55 days,9.4%,Rise by 2.21%,-38.2%
Sell,2023-11-30 - 2023-12-08,6 days,2023-12-18,23.85,2023-12-20,23.76,2 days,0.4%,Fall by 2.81%,-37.8%
Sell,2024-02-05 - 2024-02-07,2 days,2024-02-12,23.77,2024-02-23,24.6,9 days,-3.5%,Fall by -0.13%,-41.3%
Sell,2024-04-19 - 2024-04-22,1 days,2024-05-02,28.11,2024-05-06,28.9,2 days,-2.8%,Fall by 1.6%,-44.1%
Sell,2024-05-07 - 2024-05-08,1 days,2024-05-13,28.85,2024-05-15,28.55,2 days,1.0%,Fall by -1.87%,-43.0%
Sell,2024-06-05 - 2024-06-18,9 days,2024-06-24,30.29,2024-06-26,30.27,2 days,0.1%,Fall by -14.3%,-43.0%
Sell,2024-07-24 - 2024-08-02,7 days,2024-08-13,32.35,2024-08-16,33.2,3 days,-2.6%,Fall by -7.02%,-45.6%
Sell,2024-09-06 - 2024-09-10,2 days,2024-09-18,37.7,2024-09-27,35.5,7 days,5.8%,Fall by 8.17%,-39.8%
Buy,2024-09-25 - 2024-09-26,1 days,2024-10-03,35.84,2024-10-21,37.64,12 days,5.0%,Rise by 5.02%,-34.7%
Buy,2024-09-26 - 2024-10-08,8 days,2024-10-25,36.84,2025-03-13,32.95,99 days,-10.6%,Rise by 6.43%,-45.3%
Sell,2024-10-15 - 2024-10-21,4 days,2024-10-30,35.65,2024-11-05,36.66,4 days,-2.8%,Fall by -2.58%,-48.1%
Sell,2024-11-12 - 2024-11-19,5 days,2024-11-27,38.42,2024-11-29,38.05,2 days,1.0%,Fall by 2.26%,-47.2%
Buy,2025-02-10 - 2025-02-24,10 days,2025-02-26,34.62,2025-08-21,38.45,126 days,11.1%,Rise by 1.68%,-36.1%
Sell,2025-05-07 - 2025-05-08,1 days,2025-05-20,35.31,2025-05-21,36.55,1 days,-3.5%,Fall by -0.4%,-39.6%
Sell,2025-08-15 - 2025-08-18,1 days,2025-08-29,36.6,2025-09-05,37.89,5 days,-3.5%,Fall by 0.87%,-43.1%
