Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2020-02-04 - 2020-02-05,1 days,2020-02-25,25.47,2020-03-04,26.6,6 days,-4.4%,Fall by 9.31%,-4.4%
Sell,2020-02-21 - 2020-03-03,7 days,2020-03-12,24.29,2020-03-16,25.2,2 days,-3.7%,Fall by -11.16%,-8.2%
Buy,2020-04-15 - 2020-04-22,5 days,2020-04-28,29.34,2020-05-13,31.0,11 days,5.7%,Rise by 5.93%,-2.5%
Sell,2020-05-14 - 2020-05-27,9 days,2020-06-04,28.8,2020-06-08,30.0,2 days,-4.2%,Fall by -21.01%,-6.7%
Sell,2020-06-30 - 2020-07-08,6 days,2020-07-13,35.59,2020-07-15,37.2,2 days,-4.5%,Fall by 3.62%,-11.2%
Buy,2020-07-28 - 2020-08-12,11 days,2020-08-17,35.0,2020-09-21,31.19,25 days,-10.9%,Rise by -10.89%,-22.1%
Buy,2020-09-08 - 2020-09-10,2 days,2020-09-14,33.2,2020-10-13,35.36,21 days,6.5%,Rise by 11.42%,-15.6%
Sell,2020-10-14 - 2020-10-15,1 days,2020-10-27,34.61,2020-10-28,35.96,1 days,-3.9%,Fall by 8.47%,-19.5%
Sell,2020-10-22 - 2020-10-29,5 days,2020-11-09,36.95,2020-11-11,33.06,2 days,10.5%,Fall by 12.07%,-9.0%
Sell,2020-11-16 - 2020-11-25,7 days,2020-12-02,34.95,2020-12-09,32.09,5 days,8.2%,Fall by 10.1%,-0.8%
Buy,2021-02-25 - 2021-02-26,1 days,2021-03-10,29.12,2021-03-16,31.2,4 days,7.1%,Rise by 25.21%,6.4%
Sell,2021-03-26 - 2021-03-29,1 days,2021-04-01,31.73,2021-04-08,33.6,5 days,-5.9%,Fall by 9.01%,0.5%
Sell,2021-04-28 - 2021-04-30,2 days,2021-05-07,33.8,2021-05-13,33.55,4 days,0.7%,Fall by 12.13%,1.2%
Buy,2021-05-14 - 2021-05-18,2 days,2021-05-20,33.12,2021-05-27,29.7,5 days,-10.3%,Rise by -11.99%,-9.1%
Buy,2021-05-19 - 2021-05-27,6 days,2021-06-08,29.15,2021-06-17,30.9,7 days,6.0%,Rise by 15.92%,-3.1%
