Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2020-01-20 - 2020-01-22,2 days,2020-02-20,112.5234,2020-02-21,111.3811,1 days,1.0%,Fall by 10.92%,1.0%
Buy,2020-02-28 - 2020-03-12,9 days,2020-03-19,87.5805,2020-03-30,97.8712,7 days,11.7%,Rise by 20.63%,12.8%
Buy,2020-03-18 - 2020-03-23,3 days,2020-03-25,89.5742,2020-03-30,97.8712,3 days,9.3%,Rise by 17.95%,22.0%
Sell,2020-04-13 - 2020-04-14,1 days,2020-04-21,101.973,2020-04-22,104.7975,1 days,-2.8%,Fall by 7.57%,19.3%
Buy,2020-05-08 - 2020-05-13,3 days,2020-05-15,97.2897,2020-08-06,102.5753,59 days,5.4%,Rise by 1.89%,24.7%
Sell,2020-07-17 - 2020-07-20,1 days,2020-07-27,95.0052,2020-08-04,98.3489,6 days,-3.5%,Fall by -8.53%,21.2%
Sell,2020-08-10 - 2020-08-12,2 days,2020-08-26,105.3998,2020-09-09,105.1506,10 days,0.2%,Fall by -2.05%,21.4%
Sell,2020-08-24 - 2020-09-03,8 days,2020-09-11,104.7352,2020-09-15,107.5389,2 days,-2.7%,Fall by -2.7%,18.7%
Sell,2020-10-09 - 2020-10-13,2 days,2020-10-20,112.2845,2020-11-02,108.567,9 days,3.3%,Fall by 5.44%,22.0%
Sell,2020-11-06 - 2020-11-09,1 days,2020-11-16,111.7134,2020-11-19,109.242,3 days,2.2%,Fall by 4.95%,24.3%
Buy,2020-11-26 - 2020-11-30,2 days,2020-12-02,107.3624,2021-02-23,116.459,59 days,8.5%,Rise by 1.17%,32.7%
Sell,2021-02-03 - 2021-02-23,14 days,2021-03-04,113.3956,2021-03-08,112.7726,2 days,0.5%,Fall by -4.1%,33.3%
Sell,2021-04-20 - 2021-04-21,1 days,2021-04-26,118.4008,2021-05-04,123.6552,6 days,-4.4%,Fall by 0.57%,28.8%
Sell,2021-06-15 - 2021-06-17,2 days,2021-06-24,125.0052,2021-07-06,128.972,8 days,-3.2%,Fall by -14.39%,25.7%
Sell,2021-07-16 - 2021-07-20,2 days,2021-08-09,144.9948,2021-08-13,148.9927,4 days,-2.8%,Fall by 1.38%,22.9%
Sell,2021-08-06 - 2021-08-11,3 days,2021-08-19,150.2492,2021-09-01,156.0748,9 days,-3.9%,Fall by 4.83%,19.0%
Sell,2021-08-17 - 2021-08-20,3 days,2021-08-25,149.7196,2021-09-01,156.0748,5 days,-4.2%,Fall by 4.49%,14.8%
Sell,2021-09-10 - 2021-09-13,1 days,2021-09-16,155.4517,2021-09-21,154.7352,3 days,0.5%,Fall by 8.02%,15.2%
Sell,2021-11-19 - 2021-11-22,1 days,2021-12-01,158.2451,2021-12-15,157.0197,10 days,0.8%,Fall by 11.65%,16.0%
Buy,2022-01-20 - 2022-01-27,5 days,2022-01-31,141.703,2022-05-05,126.1475,68 days,-11.0%,Rise by -0.96%,5.0%
Sell,2022-03-21 - 2022-03-31,8 days,2022-04-12,139.2316,2022-04-20,138.7435,6 days,0.4%,Fall by 10.24%,5.4%
Buy,2022-05-03 - 2022-05-05,2 days,2022-05-09,127.2793,2022-06-20,133.7487,30 days,5.1%,Rise by 3.37%,10.5%
Sell,2022-06-06 - 2022-06-15,7 days,2022-06-29,137.2482,2022-07-04,137.1963,3 days,0.0%,Fall by -8.57%,10.5%
Sell,2022-07-08 - 2022-07-11,1 days,2022-07-19,142.8972,2022-07-27,147.1236,6 days,-3.0%,Fall by -4.28%,7.6%
Sell,2022-07-28 - 2022-07-29,1 days,2022-08-09,152.4091,2022-08-30,149.5119,15 days,1.9%,Fall by 2.23%,9.5%
Buy,2022-09-26 - 2022-09-28,2 days,2022-10-04,150.4154,2022-11-21,158.7539,34 days,5.5%,Rise by 9.55%,15.0%
Buy,2022-10-12 - 2022-10-13,1 days,2022-10-24,145.784,2022-11-16,155.6283,17 days,6.8%,Rise by 13.04%,21.8%
Sell,2022-10-31 - 2022-11-01,1 days,2022-11-14,150.8307,2022-11-16,155.6283,2 days,-3.2%,Fall by -4.79%,18.6%
Sell,2022-11-22 - 2022-11-28,4 days,2022-12-06,161.8692,2022-12-21,158.6812,11 days,2.0%,Fall by 0.69%,20.5%
Sell,2023-02-16 - 2023-03-08,14 days,2023-03-13,172.2741,2023-03-17,177.3001,4 days,-2.9%,Fall by -4.64%,17.6%
Sell,2023-03-20 - 2023-03-21,1 days,2023-03-29,180.9138,2023-04-21,186.6355,17 days,-3.2%,Fall by 7.95%,14.5%
Sell,2023-04-03 - 2023-04-04,1 days,2023-04-10,182.4507,2023-04-12,181.703,2 days,0.4%,Fall by 8.73%,14.9%
Sell,2023-04-04 - 2023-04-24,14 days,2023-04-27,185.4517,2023-04-28,185.0052,1 days,0.2%,Fall by 8.11%,15.1%
Sell,2023-05-31 - 2023-06-01,1 days,2023-06-07,171.1007,2023-06-09,170.4154,2 days,0.4%,Fall by -0.32%,15.5%
Sell,2023-08-01 - 2023-08-02,1 days,2023-08-09,175.97,2023-08-21,172.36,8 days,2.1%,Fall by 5.67%,17.6%
Buy,2023-09-28 - 2023-10-03,3 days,2023-10-05,169.95,2023-11-08,178.49,24 days,5.0%,Rise by 14.76%,22.6%
Sell,2023-11-13 - 2023-11-14,1 days,2023-11-22,189.59,2023-12-12,195.04,14 days,-2.9%,Fall by 1.95%,19.7%
Sell,2023-11-20 - 2023-11-28,6 days,2023-12-01,190.28,2023-12-12,195.04,7 days,-2.5%,Fall by -10.76%,17.2%
Sell,2024-01-18 - 2024-01-19,1 days,2024-01-26,200.87,2024-02-08,209.62,9 days,-4.4%,Fall by -4.92%,12.9%
Sell,2024-05-08 - 2024-05-09,1 days,2024-05-14,229.08,2024-05-21,236.22,5 days,-3.1%,Fall by 1.46%,9.7%
Sell,2024-05-21 - 2024-05-27,4 days,2024-05-30,231.87,2024-06-20,228.28,15 days,1.5%,Fall by 2.64%,11.3%
Buy,2024-06-24 - 2024-06-25,1 days,2024-07-04,231.29,2025-01-30,244.65,150 days,5.8%,Rise by 2.03%,17.1%
Buy,2024-07-15 - 2024-07-18,3 days,2024-08-02,218.24,2024-08-27,229.88,17 days,5.3%,Rise by 8.13%,22.4%
