Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-05-01,37.27,2020-05-08,39.07,Sell,4 days,Fall by -0.620000%,-4.83
2020-06-03,41.17,2020-07-08,45.53,Buy,24 days,Rise by 10.590000%,10.59
2021-01-08,48.32,2021-01-20,52.27,Buy,7 days,Rise by 9.480000%,8.17
2021-03-24,45.11,2021-03-26,46.67,Sell,1 days,Fall by 3.460000%,-3.46
2021-05-03,46.03,2021-05-13,43.55,Sell,7 days,Fall by 2.500000%,5.39
2021-05-20,45.58,2021-05-28,46.24,Buy,5 days,Rise by 3.600000%,1.45
2021-06-28,47.22,2021-10-28,41.1,Buy,87 days,Rise by -14.250000%,-12.96
2021-10-19,42.11,2022-07-05,33.78,Buy,184 days,Rise by -1.140000%,-19.78
2021-11-12,41.42,2022-07-05,33.78,Buy,166 days,Rise by -11.660000%,-18.45
2021-11-23,39.78,2021-12-01,38.1,Sell,5 days,Fall by 10.580000%,4.22
2022-01-12,38.66,2022-07-05,33.78,Buy,123 days,Rise by 0.280000%,-12.62
2022-05-27,30.94,2022-06-03,31.87,Buy,4 days,Rise by 10.310000%,3.01
2022-07-12,31.98,2022-08-01,29.97,Sell,13 days,Fall by 8.760000%,6.29
2022-09-22,26.97,2022-10-03,25.97,Sell,6 days,Fall by 10.420000%,3.71
2022-11-11,25.45,2022-11-18,26.09,Buy,4 days,Rise by 14.340000%,2.51
2022-12-16,27.94,2022-12-27,29.12,Sell,6 days,Fall by 0.110000%,-4.22
2023-01-04,31.19,2023-01-17,31.39,Buy,8 days,Rise by 6.730000%,0.64
2023-02-03,31.09,2023-02-15,30.12,Sell,7 days,Fall by 10.230000%,3.12
2023-07-31,30.42,2024-03-19,23.91,Buy,165 days,Rise by -10.550000%,-21.4
2023-08-30,27.76,2024-03-19,23.91,Buy,143 days,Rise by -2.200000%,-13.87
2023-11-15,27.21,2024-03-19,23.91,Buy,88 days,Rise by -10.660000%,-12.13
2023-11-29,25.06,2023-12-06,23.95,Sell,4 days,Fall by 8.580000%,4.43
2023-12-29,24.03,2024-04-04,24.32,Buy,68 days,Rise by -10.740000%,1.21
2024-02-07,22.62,2024-02-22,23.95,Buy,10 days,Rise by 7.520000%,5.88
2024-04-19,24.01,2024-04-25,25.44,Buy,3 days,Rise by 22.160000%,5.96
2025-07-16,37.47,2025-07-23,39.08,Buy,4 days,Rise by 11.080000%,4.3
2025-10-10,38.33,2025-10-15,39.8,Sell,2 days,Fall by -3.600000%,-3.84
