Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2005-06-30,3.78,2006-12-31,4.32,Buy,391 days,Rise by 24.320000%,14.32,
2005-09-30,3.86,2011-12-31,5.33,Buy,1630 days,Rise by -29.590000%,38.23,
2010-12-31,4.54,2012-06-30,7.43,Buy,390 days,Rise by 129.360000%,63.67,
2019-06-30,41.24,2022-06-30,50.21,Buy,782 days,Rise by -18.800000%,21.74,
2022-03-31,56.32,2023-12-31,78.03,Buy,456 days,Rise by 38.550000%,38.55,
2023-03-31,67.95,2024-09-30,74.77,Buy,390 days,Rise by 14.830000%,10.04,
