Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,20.0233,2016-01-24,20.8967,2015-11-15,Buy,9 Weeks,4.36%,Rise by 11.54%,4.36%,Absolute Extrema Case
2015-11-29,19.9633,2016-02-21,21.5533,2015-11-08,Buy,12 Weeks,7.96%,Rise by 11.87%,12.33%,Normal Case
2015-12-13,19.7867,2016-02-21,21.5533,2015-12-06,Buy,10 Weeks,8.93%,Rise by 12.87%,21.25%,Normal Case
2016-01-10,21.18,2016-05-08,22.75,2015-12-27,Buy,17 Weeks,7.41%,Rise by 8.69%,28.67%,Normal Case
2016-01-17,20.6433,2016-05-08,22.75,2016-01-10,Buy,16 Weeks,10.21%,Rise by 11.51%,38.87%,Normal Case
2016-02-07,22.3333,2016-05-08,22.75,2016-01-31,Buy,13 Weeks,1.87%,Rise by 3.07%,40.74%,Normal Case
2016-05-08,22.75,2016-07-31,24.3233,2016-05-01,Buy,12 Weeks,6.92%,Rise by 8.19%,47.65%,Normal Case
2016-06-19,23.65,2016-09-04,24.1667,2016-06-05,Buy,11 Weeks,2.18%,Rise by 4.14%,49.84%,Normal Case
2016-06-26,23.9867,2016-09-04,24.1667,2016-06-19,Buy,10 Weeks,0.75%,Rise by 2.68%,50.59%,Normal Case
2016-07-03,24.27,2016-09-04,24.1667,2016-06-26,Buy,9 Weeks,-0.43%,Rise by -2.17%,50.16%,Normal Case
2016-08-07,24.5867,2017-01-01,23.04,2016-07-31,Buy,21 Weeks,-6.29%,Rise by -3.43%,43.87%,Normal Case
2016-09-04,24.1667,2017-01-01,23.04,2016-08-28,Buy,17 Weeks,-4.66%,Rise by -1.75%,39.21%,Normal Case
2016-09-18,24.29,2017-01-01,23.04,2016-09-11,Buy,15 Weeks,-5.15%,Rise by -2.25%,34.06%,Normal Case
2016-09-25,24.1167,2017-01-01,23.04,2016-09-04,Buy,14 Weeks,-4.46%,Rise by -1.55%,29.6%,Normal Case
2016-10-30,23.33,2017-01-01,23.04,2016-10-23,Buy,9 Weeks,-1.24%,Rise by 3.43%,28.36%,Normal Case
2016-11-06,23.0533,2017-03-12,23.3667,2016-10-30,Buy,18 Weeks,1.36%,Rise by 4.67%,29.72%,Normal Case
2017-04-09,24.3,2017-06-25,24.9467,2017-03-19,Buy,11 Weeks,2.66%,Rise by 9.22%,32.38%,Normal Case
2017-04-16,24.3833,2017-06-25,24.9467,2017-04-09,Buy,10 Weeks,2.31%,Rise by 8.84%,34.69%,Normal Case
2017-05-21,26.2567,2017-08-27,26.21,2017-04-30,Buy,14 Weeks,-0.18%,Rise by 2.17%,34.51%,Normal Case
2017-07-02,25.2267,2017-12-03,32.45,2017-06-25,Buy,22 Weeks,28.63%,Rise by 28.79%,63.14%,Normal Case
2017-08-13,26.8,2017-12-03,32.45,2017-08-06,Buy,16 Weeks,21.08%,Rise by 21.23%,84.23%,Normal Case
2017-08-20,26.4367,2017-12-03,32.45,2015-11-22,Buy,15 Weeks,22.75%,Rise by 22.9%,106.97%,Tangent Case
2017-08-20,26.4367,2017-12-03,32.45,2017-07-30,Buy,15 Weeks,22.75%,Rise by 22.9%,129.72%,Normal Case
2017-10-29,29.39,2018-02-18,34.9267,2017-10-22,Buy,16 Weeks,18.84%,Rise by 22.93%,148.56%,Normal Case
2017-11-19,32.49,2018-02-18,34.9267,2017-11-12,Buy,13 Weeks,7.5%,Rise by 11.2%,156.06%,Normal Case
2017-12-31,32.9167,2018-09-02,31.9533,2017-12-24,Buy,35 Weeks,-2.93%,Rise by -10.11%,153.13%,Normal Case
2018-02-04,34.8267,2018-09-02,31.9533,2018-01-28,Buy,30 Weeks,-8.25%,Rise by -18.24%,144.88%,Normal Case
2018-02-11,33.1233,2018-09-02,31.9533,2017-10-08,Buy,29 Weeks,-3.53%,Rise by -10.47%,141.35%,Local Extrema Case
2018-06-03,27.6633,2018-09-02,31.9533,2018-05-27,Buy,13 Weeks,15.51%,Rise by 17.91%,156.86%,Normal Case
2018-07-01,28.55,2018-09-02,31.9533,2018-06-24,Buy,9 Weeks,11.92%,Rise by 14.24%,168.78%,Normal Case
2018-08-19,32.6167,2018-12-02,32.55,2018-08-12,Buy,15 Weeks,-0.2%,Rise by 7.88%,168.57%,Normal Case
2018-09-09,31.9433,2018-12-02,32.55,2018-09-02,Buy,12 Weeks,1.9%,Rise by 10.15%,170.47%,Normal Case
2018-10-14,31.6033,2019-02-10,31.86,2018-10-07,Buy,17 Weeks,0.81%,Rise by 5.46%,171.28%,Normal Case
2018-10-28,32.98,2019-02-10,31.86,2018-10-21,Buy,15 Weeks,-3.4%,Rise by -11.94%,167.89%,Normal Case
2018-11-04,33.78,2019-02-10,31.86,2018-10-28,Buy,14 Weeks,-5.68%,Rise by -14.02%,162.2%,Normal Case
2019-01-06,31.1467,2019-03-10,32.53,2018-12-16,Buy,9 Weeks,4.44%,Rise by 10.42%,166.64%,Normal Case
2019-03-17,32.8067,2019-08-04,36.4667,2019-03-03,Buy,20 Weeks,11.16%,Rise by 16.44%,177.8%,Normal Case
2019-05-19,33.62,2019-08-04,36.4667,2019-05-12,Buy,11 Weeks,8.47%,Rise by 13.62%,186.27%,Normal Case
2019-06-02,33.8133,2019-08-04,36.4667,2019-05-26,Buy,9 Weeks,7.85%,Rise by 18.53%,194.11%,Normal Case
2019-06-09,35.3533,2019-10-27,39.68,2019-06-02,Buy,20 Weeks,12.24%,Rise by 13.37%,206.35%,Normal Case
2019-07-28,37.6733,2019-10-27,39.68,2016-01-03,Buy,13 Weeks,5.33%,Rise by 6.39%,211.68%,Tangent Case
2019-08-25,36.9433,2019-10-27,39.68,2019-08-04,Buy,9 Weeks,7.41%,Rise by 8.49%,219.09%,Normal Case
2019-09-29,39.4833,2019-12-01,39.6967,2019-09-22,Buy,9 Weeks,0.54%,Rise by 1.55%,219.63%,Normal Case
2019-10-06,39.3867,2020-03-08,39.0767,2019-09-15,Buy,22 Weeks,-0.79%,Rise by 1.8%,218.84%,Normal Case
2019-10-13,40.08,2020-03-08,39.0767,2019-09-29,Buy,21 Weeks,-2.5%,Rise by 0.04%,216.34%,Normal Case
2020-03-29,36.5267,2020-08-02,43.1333,2020-03-22,Buy,18 Weeks,18.09%,Rise by 30.34%,234.42%,Normal Case
2020-04-05,39.8267,2020-08-02,43.1333,2020-03-15,Buy,17 Weeks,8.3%,Rise by 19.54%,242.73%,Normal Case
2020-04-12,40.6,2020-08-02,43.1333,2020-02-02,Buy,16 Weeks,6.24%,Rise by 17.27%,248.97%,Local Extrema Case
2020-05-10,40.98,2020-08-02,43.1333,2020-05-03,Buy,12 Weeks,5.25%,Rise by 16.18%,254.22%,Normal Case
2020-07-05,39.7367,2020-09-20,45.0967,2020-06-28,Buy,11 Weeks,13.49%,Rise by 19.81%,267.71%,Normal Case
2020-09-06,47.61,2020-12-20,48.65,2020-08-30,Buy,15 Weeks,2.18%,Rise by 6.14%,269.89%,Normal Case
2020-09-13,45.5667,2020-12-20,48.65,2016-01-24,Buy,14 Weeks,6.77%,Rise by 10.9%,276.66%,Tangent Case
2020-09-13,45.5667,2020-12-20,48.65,2020-09-06,Buy,14 Weeks,6.77%,Rise by 10.9%,283.43%,Normal Case
2020-09-27,45.7567,2020-12-20,48.65,2020-09-20,Buy,12 Weeks,6.32%,Rise by 10.44%,289.75%,Normal Case
2021-01-10,48.8767,2021-06-06,47.2833,2021-01-03,Buy,21 Weeks,-3.26%,Rise by -11.4%,286.49%,Normal Case
2021-03-28,45.0433,2021-06-06,47.2833,2021-03-21,Buy,10 Weeks,4.97%,Rise by 5.11%,291.46%,Normal Case
2021-05-09,46.7333,2021-09-05,49.75,2021-05-02,Buy,17 Weeks,6.46%,Rise by 8.02%,297.92%,Normal Case
2021-07-25,47.4767,2021-11-21,47.4633,2021-07-18,Buy,17 Weeks,-0.03%,Rise by 5.48%,297.89%,Normal Case
2021-08-22,50.4833,2021-11-21,47.4633,2021-08-15,Buy,13 Weeks,-5.98%,Rise by -0.81%,291.91%,Normal Case
2021-11-28,48.3,2022-01-30,45.84,2021-11-21,Buy,9 Weeks,-5.09%,Rise by 0.11%,286.82%,Normal Case
2021-12-26,46.4967,2022-05-08,49.8533,2021-12-12,Buy,19 Weeks,7.22%,Rise by 12.85%,294.03%,Normal Case
2022-01-09,48.2967,2022-05-08,49.8533,2022-01-02,Buy,17 Weeks,3.22%,Rise by 8.64%,297.26%,Normal Case
2022-01-16,48.3533,2022-05-08,49.8533,2022-01-09,Buy,16 Weeks,3.1%,Rise by 8.51%,300.36%,Normal Case
2022-03-06,47.6067,2022-05-08,49.8533,2022-02-20,Buy,9 Weeks,4.72%,Rise by -16.54%,305.08%,Normal Case
2022-03-13,47.3567,2022-09-04,44.3333,2021-12-05,Buy,25 Weeks,-6.38%,Rise by -16.1%,298.69%,Local Extrema Case
2022-03-13,47.3567,2022-09-04,44.3333,2022-03-06,Buy,25 Weeks,-6.38%,Rise by -16.1%,292.31%,Normal Case
2022-04-10,52.47,2022-09-04,44.3333,2022-04-03,Buy,21 Weeks,-15.51%,Rise by -18.38%,276.8%,Normal Case
2022-04-17,52.36,2022-09-04,44.3333,2022-04-10,Buy,20 Weeks,-15.33%,Rise by -20.22%,261.47%,Normal Case
2022-04-24,52.2867,2022-09-04,44.3333,2022-04-17,Buy,19 Weeks,-15.21%,Rise by -22.41%,246.26%,Normal Case
2022-05-01,50.9967,2022-09-04,44.3333,2022-01-30,Buy,18 Weeks,-13.07%,Rise by -22.68%,233.2%,Local Extrema Case
2022-05-08,49.8533,2022-09-04,44.3333,2022-02-27,Buy,17 Weeks,-11.07%,Rise by -17.28%,222.12%,Local Extrema Case
2022-07-03,40.8767,2022-09-04,44.3333,2022-06-12,Buy,9 Weeks,8.46%,Rise by 11.73%,230.58%,Normal Case
2022-07-17,43.0233,2022-12-18,47.5833,2022-07-10,Buy,22 Weeks,10.6%,Rise by 18.71%,241.18%,Normal Case
2022-08-28,43.8667,2022-12-18,47.5833,2022-08-21,Buy,16 Weeks,8.47%,Rise by 16.43%,249.65%,Normal Case
2022-09-04,44.3333,2022-12-18,47.5833,2022-08-14,Buy,15 Weeks,7.33%,Rise by 15.2%,256.98%,Normal Case
2022-09-11,45.6133,2022-12-18,47.5833,2022-09-04,Buy,14 Weeks,4.32%,Rise by 11.97%,261.3%,Normal Case
2022-09-18,44.3967,2022-12-18,47.5833,2022-09-11,Buy,13 Weeks,7.18%,Rise by 15.04%,268.48%,Normal Case
2022-09-25,43.3533,2022-12-18,47.5833,2022-06-19,Buy,12 Weeks,9.76%,Rise by 17.81%,278.23%,Local Extrema Case
2022-10-09,42.8533,2022-12-18,47.5833,2022-07-31,Buy,10 Weeks,11.04%,Rise by 19.18%,289.27%,Local Extrema Case
2022-10-16,43.4767,2022-12-18,47.5833,2022-10-09,Buy,9 Weeks,9.45%,Rise by 17.47%,298.72%,Normal Case
2022-11-06,46.99,2023-03-12,45.6567,2022-10-30,Buy,18 Weeks,-2.84%,Rise by 13.38%,295.88%,Normal Case
2023-02-19,48.8133,2023-05-28,48.8067,2023-02-12,Buy,14 Weeks,-0.01%,Rise by 12.43%,295.87%,Normal Case
2023-03-19,46.4667,2023-05-28,48.8067,2023-03-12,Buy,10 Weeks,5.04%,Rise by 18.11%,300.9%,Normal Case
2023-03-26,47.2667,2023-05-28,48.8067,2023-03-05,Buy,9 Weeks,3.26%,Rise by 16.11%,304.16%,Normal Case
